OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2026-02-09T04:18:31.234752,15.3102564,0.0001463,53.1562,311.3599,104.1737,255.9427,0,U,44714,999,34450,4.4879e-05,1.001e-05,0.0
STARLINK-1012,2019-074F,2026-02-09T00:19:41.413728,15.30196893,0.00015206,53.1604,312.0051,79.2861,280.8311,0,U,44718,999,34447,0.00018394061,5.092e-05,0.0
STARLINK-1017,2019-074L,2026-02-09T02:59:14.691840,15.21735301,0.00031763,53.0473,302.9827,103.691,256.444,0,U,44723,999,34461,0.00046579887,0.00010375,0.0
STARLINK-1019,2019-074M,2026-02-09T22:00:03.000096,15.72919999,0.0010478,53.049,275.5396,102.6714,211.815,0,U,44724,999,600,0.00097746,0.0013759,0.0
STARLINK-1020,2019-074N,2026-02-09T05:19:27.527232,15.06403872,0.0001388,53.0545,334.414,74.4865,285.6277,0,U,44725,999,34417,5.2958e-05,5.08e-06,0.0
STARLINK-1031,2019-074Z,2026-02-09T22:00:03.000096,15.78779245,0.0005628,53.0475,260.4136,136.5388,14.7214,0,U,44736,999,601,0.0010441,0.0019101,0.0
STARLINK-1036,2019-074AE,2026-02-09T03:56:57.303168,15.50048197,0.00065896,53.0557,325.9956,111.8529,248.3181,0,U,44741,999,34429,0.0016459932,0.00094728,0.0
STARLINK-1039,2019-074AH,2026-02-09T06:46:02.091360,15.19335248,0.0006752,53.0491,345.4163,96.2472,263.9291,0,U,44744,999,34403,0.0021605,0.00046214,0.0
STARLINK-1042,2019-074AL,2026-02-09T18:45:09.067680,15.48336373,0.0003457,53.0438,228.5371,104.4602,255.6789,0,U,44747,999,34574,0.00046186,0.00024465,0.0
STARLINK-1043,2019-074AM,2026-02-09T01:52:45.686784,15.51735928,0.00027139,53.0544,332.3328,60.9179,299.2101,0,U,44748,999,34420,0.00051794998,0.00031066,0.0
STARLINK-1046,2019-074AQ,2026-02-09T05:31:47.005824,15.41666415,0.0007587,53.0561,345.8566,86.4948,273.6924,0,U,44751,999,34402,0.00051867,0.00021873,0.0
STARLINK-1047,2019-074AR,2026-02-09T01:21:55.092096,15.31904534,0.00048481,53.0705,279.693,119.0551,241.0935,0,U,44752,999,34495,0.00034284821,0.00010358,0.0
STARLINK-1048,2019-074AS,2026-02-09T22:00:03.000096,15.49941232,0.0005553,53.0548,302.328,103.56,101.987,0,U,44753,999,591,0.00058008,0.00032693,0.0
STARLINK-1053,2019-074AX,2026-02-09T18:01:59.233728,15.80253876,0.0001351,53.0316,224.8073,223.7637,136.3277,0,U,44758,999,34577,0.00071914,0.00139535,0.0
STARLINK-1060,2019-074BE,2026-02-09T23:55:23.954592,16.16512956,0.0006276,53.0317,260.5805,251.0149,109.0207,0,U,44765,999,34527,0.00078241,0.01173159,0.00099827
STARLINK-1063,2019-074BH,2026-02-09T16:00:00.999936,15.30168092,0.0001346,53.1596,349.5602,94.1343,264.6566,0,U,44768,999,579,0.0019256,0.00057053,0.0
STARLINK-1067,2019-074BL,2026-02-09T22:00:03.000096,15.52027948,0.0001638,53.0547,338.3214,100.562,246.9962,0,U,44771,999,595,0.00073767,0.0004499,0.0
STARLINK-1068,2019-074BM,2026-02-09T22:00:03.000096,15.57360553,0.000585,53.0531,315.2242,111.8356,53.9645,0,U,44772,999,594,0.0009434,0.00070447,0.0
STARLINK-1112,2020-001M,2026-02-09T22:00:03.000096,15.88107537,0.0002907,53.04,24.1217,64.7438,313.2845,0,U,44925,999,604,0.0012664,0.00367719,0.0
STARLINK-1114,2020-001P,2026-02-09T15:41:48.660288,15.45592783,0.0006874,53.0512,103.4319,13.8415,346.2779,0,U,44927,999,33575,0.00153,0.00075151,0.0
STARLINK-1123,2020-001S,2026-02-09T11:01:48.897408,15.06407526,0.0001639,53.0538,113.3553,72.0765,288.0403,0,U,44930,999,33559,0.00055245209,7.958e-05,0.0
STARLINK-1144,2020-001V,2026-02-10T01:31:40.337184,16.16294367,0.0003557,53.0289,351.7457,112.9053,247.2359,0,U,44933,999,33864,0.00084901,0.01246295,0.0011515
STARLINK-1094,2020-001AD,2026-02-09T09:39:07.967520,15.30193106,0.0001443,53.1605,90.9559,92.0655,268.0511,0,U,44941,999,33590,4.5945055e-05,1.001e-05,0.0
STARLINK-1122,2020-001AM,2026-02-09T10:15:23.084928,15.29361545,0.00011958,53.1561,90.8742,100.299,259.8146,0,U,44949,999,33590,0.00010440114,2.658e-05,0.0
STARLINK-1080,2020-001AZ,2026-02-09T12:55:29.760096,15.43269037,0.00078,53.0533,62.2223,17.4423,342.6849,0,U,44961,999,33632,0.00044991,0.00019975,0.0
STARLINK-1090,2020-001BG,2026-02-09T08:43:48.243648,15.06412874,0.00015292,53.0555,73.7813,81.3966,278.7196,0,U,44968,999,33614,0.00027334608,3.794e-05,0.0
STARLINK-1132,2020-006A,2026-02-09T22:00:03.000096,15.39814075,0.0005004,53.1585,25.257,89.8076,287.9974,0,U,45044,999,587,0.0033761,0.0013803,0.0
STARLINK-1131,2020-006D,2026-02-09T07:34:34.395168,15.29378909,0.0001142,53.1559,52.7321,89.1714,270.9418,0,U,45047,999,33220,0.00039636,0.00011107,0.0
STARLINK-1134,2020-006E,2026-02-09T07:19:36.826176,15.40278804,0.0008127,53.0366,12.9567,83.2709,276.9219,0,U,45048,999,33276,0.0030379,0.0012597,0.0
STARLINK-1156,2020-006L,2026-02-09T22:00:03.000096,15.29336865,0.0001526,53.1541,49.9315,90.7412,212.4882,0,U,45054,999,583,0.0025423,0.00073692,0.0
STARLINK-1159,2020-006P,2026-02-09T22:00:03.000096,15.72843872,0.0005335,53.0481,13.6707,45.0959,133.5783,0,U,45057,999,600,0.0017622,0.00250541,0.0
STARLINK-1166,2020-006S,2026-02-09T19:12:23.790240,15.42012982,0.0005211,53.0551,45.2149,47.3712,312.7731,0,U,45060,999,33235,0.0023381,0.00102238,0.0
STARLINK-1169,2020-006T,2026-02-09T22:00:03.000096,15.2928595,9.98e-05,53.1548,49.9659,92.9745,11.9904,0,U,45061,999,583,0.0035143,0.00102237,0.0
STARLINK-1171,2020-006U,2026-02-09T22:00:03.000096,15.52134805,0.0003084,53.0489,23.7488,305.9674,248.534,0,U,45062,999,589,0.0023783,0.00148616,0.0
STARLINK-1133,2020-006W,2026-02-09T09:13:11.525088,15.30185552,0.00013333,53.1609,29.2755,92.7328,267.3826,0,U,45064,999,33254,2.1181808e-05,2.68e-06,0.0
STARLINK-1167,2020-006AD,2026-02-09T09:31:05.062368,15.29351956,0.00015424,53.161,29.1037,90.9761,269.1417,0,U,45071,999,33254,-5.20386e-07,-3.71e-06,0.0
STARLINK-1168,2020-006AE,2026-02-09T08:11:05.096544,15.29357545,0.00014146,53.1608,29.425,98.2041,261.912,0,U,45072,999,33253,8.2625797e-05,2.029e-05,0.0
STARLINK-1172,2020-006AG,2026-02-09T10:13:50.536704,15.30193376,0.00017994,53.1602,29.1044,77.879,282.2412,0,U,45074,999,33254,-2.5597576e-05,-1.117e-05,0.0
STARLINK-1153,2020-006AN,2026-02-09T09:08:37.957632,15.29359731,0.00014215,53.1613,29.0925,96.3028,263.8135,0,U,45080,999,33254,5.2085662e-05,1.147e-05,0.0
STARLINK-1151,2020-006AP,2026-02-09T22:00:03.000096,15.54082516,0.0012283,53.0531,14.7701,52.8374,214.0653,0,U,45081,999,590,0.0026045,0.00175763,0.0
STARLINK-1185,2020-006AV,2026-02-09T22:00:03.000096,15.18330127,0.0002025,53.1039,10.8694,72.1701,14.3029,0,U,45087,999,578,0.004516,0.00094756,0.0
STARLINK-1183,2020-006AW,2026-02-09T22:00:03.000096,15.16614561,0.0001892,53.0957,11.0463,101.6402,127.5182,0,U,45088,999,548,0.0045211,0.00090244,0.0
STARLINK-1152,2020-006BE,2026-02-09T05:44:24.339840,15.34931792,0.000726,53.0426,340.2924,97.0067,263.176,0,U,45096,999,33321,0.0019906,0.00068704,0.0
STARLINK-1184,2020-006BG,2026-02-09T07:58:43.589280,15.09219411,0.00054443,53.0556,13.378,54.4126,305.7371,0,U,45098,999,33275,0.0020670383,0.00033119,0.0
STARLINK-1193,2020-006BJ,2026-02-09T05:27:43.458912,15.47201895,0.0004933,53.056,7.1369,94.1888,265.9683,0,U,45100,999,33283,0.0015385,0.00079908,0.0
STARLINK-1143,2020-012B,2026-02-09T14:49:20.760096,15.56637056,0.0004263,53.0477,106.4756,332.268,27.8103,0,U,45179,999,33154,0.00047371,0.00034013,0.0
STARLINK-1202,2020-012F,2026-02-09T16:02:35.453760,15.30181865,0.0001304,53.158,169.4033,116.2197,243.8938,0,U,45183,999,33066,-6.9978e-05,-2.43e-05,0.0
STARLINK-1216,2020-012H,2026-02-09T14:14:53.384352,15.30191992,0.000134,53.1609,169.7335,77.169,282.946,0,U,45185,999,33059,-3.0294e-06,-4.49e-06,0.0
STARLINK-1225,2020-012K,2026-02-09T15:44:28.888224,15.30228992,0.0001286,53.1602,169.8833,70.2471,289.8668,0,U,45187,999,33064,0.0003568,0.00010232,0.0
STARLINK-1230,2020-012M,2026-02-09T15:58:09.268320,15.30224389,0.0001976,53.1615,169.9019,53.311,306.8073,0,U,45189,999,32787,0.00036042,0.00010338,0.0
STARLINK-1234,2020-012N,2026-02-09T10:36:38.691936,15.55844305,0.00070951,53.0464,102.6767,234.5872,125.4476,0,U,45190,999,33147,0.0017213086,0.00122704,0.0
STARLINK-1269,2020-012V,2026-02-09T19:01:40.905120,15.30200046,0.0001468,53.1597,169.1642,77.4703,282.6462,0,U,45197,999,33064,8.5653e-05,2.178e-05,0.0
STARLINK-1154,2020-012W,2026-02-09T22:00:03.000096,15.42123107,0.0005183,53.0488,142.0324,346.2808,35.5535,0,U,45198,999,586,0.0011723,0.00050898,0.0
STARLINK-1199,2020-012Z,2026-02-09T12:53:16.817280,15.06395696,0.0001422,53.0552,153.0053,94.9658,265.1493,0,U,45201,999,33087,6.3176e-07,-2.72e-06,0.0
STARLINK-1209,2020-012AE,2026-02-09T15:52:29.451936,15.45986692,0.0008663,53.0476,107.6129,207.9892,152.0649,0,U,45206,999,33057,0.0014844,0.00073916,0.0
STARLINK-1210,2020-012AF,2026-02-09T22:00:03.000096,15.94488025,0.0006947,53.0107,42.9374,52.867,91.1905,0,U,45207,999,600,0.0010084,0.00388281,7.0552e-05
STARLINK-1231,2020-012AL,2026-02-09T14:24:10.990944,15.18756112,0.0002201,53.0466,144.5435,334.0342,26.0541,0,U,45212,999,33095,0.00039285,7.955e-05,0.0
STARLINK-1271,2020-012AR,2026-02-09T12:32:02.251392,15.06409462,0.00014508,53.0554,153.0689,82.5623,277.553,0,U,45217,999,33087,0.00012136303,1.527e-05,0.0
STARLINK-1191,2020-012AW,2026-02-09T22:00:03.000096,15.31039965,0.0001163,53.1588,127.9189,88.2657,259.5916,0,U,45222,999,577,-0.00052321,-0.00016233,0.0
STARLINK-1212,2020-012AX,2026-02-09T22:00:03.000096,15.43377061,0.0003645,53.053,122.8595,3.0101,158.2246,0,U,45223,999,591,0.0013622,0.00061846,0.0
STARLINK-1215,2020-012AZ,2026-02-09T12:07:14.366496,15.302,0.00014533,53.1607,129.2182,110.307,249.8087,0,U,45225,999,33116,0.00016325819,4.479e-05,0.0
STARLINK-1221,2020-012BB,2026-02-09T09:09:42.609888,15.40847689,0.00019386,53.0671,43.6419,323.1844,36.9027,0,U,45227,999,33234,0.00043869205,0.00017912,0.0
STARLINK-1222,2020-012BC,2026-02-09T16:11:50.683488,15.47257798,0.0002029,53.0556,116.9263,20.0923,340.0163,0,U,45228,999,33128,0.00070294,0.00036126,0.0
STARLINK-1226,2020-012BD,2026-02-09T16:11:10.360608,15.31016492,0.0001111,53.1579,128.8476,124.6597,235.4509,0,U,45229,999,33112,-0.00014104,-4.644e-05,0.0
STARLINK-1227,2020-012BE,2026-02-09T12:08:59.744256,15.31030454,0.00015608,53.1617,129.9443,93.2905,266.8275,0,U,45230,999,33121,4.4734609e-05,9.97e-06,0.0
STARLINK-1246,2020-012BK,2026-02-09T19:15:13.294944,15.29909051,0.0001559,53.159,168.7841,94.7063,265.4115,0,U,45235,999,33070,0.0031852,0.00094327,0.0
STARLINK-1270,2020-012BM,2026-02-09T16:38:43.590912,15.42452625,0.0002865,53.0503,120.7941,309.7762,50.299,0,U,45237,999,33134,0.0016917,0.00074666,0.0
STARLINK-1279,2020-019A,2026-02-09T19:05:17.693952,15.51704374,0.0007493,53.0468,233.4716,125.3675,234.8035,0,U,45360,999,32633,0.0012894,0.00078481,0.0
STARLINK-1301,2020-019B,2026-02-09T19:42:42.864480,15.58021595,0.0009549,53.0454,240.1712,117.1244,243.0742,0,U,45361,999,32625,0.0024259,0.00189518,0.0
STARLINK-1262,2020-019G,2026-02-09T02:19:01.405056,15.06400119,0.00014113,53.0527,294.9767,81.3681,278.7467,0,U,45366,999,32542,0.00060812464,8.788e-05,0.0
STARLINK-1273,2020-019H,2026-02-08T21:32:55.312224,15.40754896,0.00020075,53.0544,291.4298,118.6878,241.4328,0,U,45367,999,32545,0.0016237425,0.00067629,0.0
STARLINK-1276,2020-019J,2026-02-09T02:08:23.659872,15.0638674,0.00016561,53.0554,295.0091,89.1414,270.9765,0,U,45368,999,32542,7.0846818e-05,7.74e-06,0.0
STARLINK-1277,2020-019K,2026-02-09T20:05:19.226976,15.44116089,0.0001803,53.0537,285.5102,55.9574,304.1602,0,U,45369,999,32562,0.00045377,0.00020729,0.0
STARLINK-1281,2020-019L,2026-02-09T01:52:27.912576,15.06398069,0.00014805,53.0529,295.0648,109.2721,250.8428,0,U,45370,999,32542,-0.000336175,-5.285e-05,0.0
STARLINK-1300,2020-019Q,2026-02-08T21:37:43.121856,15.06381515,0.00013236,53.0533,295.857,73.6405,286.4729,0,U,45374,999,32539,0.00011978852,1.502e-05,0.0
STARLINK-1302,2020-019R,2026-02-09T02:25:22.245888,15.44682414,0.0001977,53.0531,288.4811,110.7348,249.387,0,U,45375,999,32551,0.0016245676,0.00077337,0.0
STARLINK-1304,2020-019S,2026-02-09T01:34:53.119776,15.43385916,0.00056347,53.0533,285.9506,123.7172,236.4371,0,U,45376,999,32554,0.0013562992,0.00061611,0.0
STARLINK-1305,2020-019T,2026-02-09T19:02:52.219680,15.47621101,0.0006558,53.0472,266.1626,88.7435,271.4323,0,U,45377,999,32589,0.0017801,0.00094092,0.0
STARLINK-1319,2020-019V,2026-02-09T19:54:12.059136,15.53437016,0.0006446,53.0488,265.0103,104.2493,255.9233,0,U,45379,999,32591,0.0016131,0.00104982,0.0
STARLINK-1266,2020-019Z,2026-02-09T19:30:38.187936,15.41855828,0.000199,53.0523,265.3865,121.1215,238.9985,0,U,45383,999,32589,0.0004034,0.00017006,0.0
STARLINK-1267,2020-019AA,2026-02-09T18:41:44.223648,15.44975728,0.000768,53.0539,260.3611,137.7462,222.4137,0,U,45384,999,32596,0.0018973,0.00091552,0.0
STARLINK-1272,2020-019AC,2026-02-09T19:28:15.640896,15.50701789,0.0007222,53.0482,244.2673,104.7598,255.4211,0,U,45386,999,32619,0.0020657,0.00122245,0.0
STARLINK-1274,2020-019AD,2026-02-09T18:43:33.111840,15.43307498,0.0009522,53.03,235.9501,134.7299,225.4482,0,U,45387,999,32630,0.0020872,0.00095297,0.0
STARLINK-1280,2020-019AE,2026-02-09T19:56:53.988288,15.59465425,0.0007131,53.0471,258.7559,102.5973,257.5837,0,U,45388,999,32598,0.0014545,0.00118664,0.0
STARLINK-1283,2020-019AF,2026-02-09T19:05:28.535424,15.50457206,0.0012143,53.0478,244.5157,134.8645,225.3352,0,U,45389,999,32619,0.0020213,0.00118729,0.0
STARLINK-1284,2020-019AG,2026-02-09T19:24:41.407776,15.46900116,0.0003001,53.052,264.6113,133.9239,226.2016,0,U,45390,999,32590,0.0018458,0.00095121,0.0
STARLINK-1297,2020-019AM,2026-02-09T20:35:08.640960,15.48762659,0.0002536,53.0515,264.5118,136.1191,224.0018,0,U,45395,999,32509,0.0010285,0.0005608,0.0
STARLINK-1307,2020-019AP,2026-02-09T22:00:03.000096,15.48303236,0.0001199,53.0554,263.8321,81.4234,137.3658,0,U,45397,999,582,0.00085451,0.00045708,0.0
STARLINK-1255,2020-019AR,2026-02-09T19:39:50.774688,15.4663166,0.0006445,53.0447,236.3285,145.7864,214.3559,0,U,45399,999,32611,0.0021355,0.0010936,0.0
STARLINK-1260,2020-019AW,2026-02-09T19:23:58.624224,15.30196532,0.000127,53.1617,258.7432,78.4463,281.668,0,U,45404,999,32570,2.4248e-05,3.59e-06,0.0
STARLINK-1263,2020-019AX,2026-02-09T19:07:21.418752,15.29972707,0.0001578,53.1586,258.8271,123.0636,237.0516,0,U,45405,999,32570,0.0027371,0.00081021,0.0
STARLINK-1265,2020-019AY,2026-02-09T19:28:30.307296,15.29890676,0.0001549,53.1581,258.8372,107.2668,252.8503,0,U,45406,999,32570,0.0043981,0.00130955,0.0
STARLINK-1278,2020-019BA,2026-02-09T18:51:58.694400,15.50307515,0.0005459,53.048,264.8894,105.534,254.6271,0,U,45408,999,32562,0.0016734,0.00097214,0.0
STARLINK-1296,2020-019BE,2026-02-09T19:19:26.997312,15.30213804,0.0001201,53.1612,258.7685,109.7543,250.3587,0,U,45412,999,32570,0.00049471,0.00014327,0.0
STARLINK-1298,2020-019BF,2026-02-09T22:00:03.000096,15.82372108,0.0005277,53.0429,195.1214,239.6753,359.9722,0,U,45413,999,597,0.0012091,0.00263239,0.0
STARLINK-1309,2020-019BG,2026-02-09T22:00:03.000096,15.50017907,7.44e-05,53.1151,257.2384,104.9083,128.9302,0,U,45414,999,582,0.00055886,0.00031546,0.0
STARLINK-1316,2020-019BH,2026-02-09T18:50:37.226976,15.30183994,0.0001303,53.1606,258.9154,105.1817,254.9328,0,U,45415,999,32572,7.9532e-05,1.996e-05,0.0
STARLINK-1318,2020-019BJ,2026-02-09T22:00:03.000096,15.92309535,0.0005712,53.0342,181.3155,296.0641,121.6388,0,U,45416,999,599,0.0012547,0.00430528,8.2612e-05
STARLINK-1286,2020-019BK,2026-02-09T19:28:27.765408,15.48767127,0.0002241,53.0498,264.4501,75.8326,284.293,0,U,45417,999,32590,0.00056462,0.00030488,0.0
STARLINK-1308,2020-019BM,2026-02-09T01:30:43.843680,15.42660484,0.00023916,53.0552,288.8413,108.7963,251.3301,0,U,45419,999,32524,0.00046350157,0.00020153,0.0
STARLINK-1329,2020-025A,2026-02-09T17:12:01.615104,15.50568989,0.0006662,53.0531,216.239,158.3301,201.799,0,U,45531,999,32110,0.0020583,0.00121198,0.0
STARLINK-1338,2020-025B,2026-02-09T22:00:03.000096,15.49469298,0.0005012,53.0521,218.4005,192.3103,352.3994,0,U,45532,999,589,0.0038083,0.00218693,0.0
STARLINK-1350,2020-025E,2026-02-09T14:40:07.455360,15.35348773,9.94e-05,53.0727,164.9321,98.4819,261.6295,0,U,45535,999,32184,0.00043046,0.0001464,0.0
STARLINK-1362,2020-025H,2026-02-09T22:00:03.000096,15.29330643,0.0001643,53.1551,229.9278,95.3029,51.2329,0,U,45538,999,573,0.0016817,0.00048449,0.0
STARLINK-1368,2020-025K,2026-02-09T22:00:03.000096,15.24855926,0.0001551,53.1381,230.2193,94.5422,22.3347,0,U,45540,999,578,0.021544,0.00579792,0.0
STARLINK-1371,2020-025M,2026-02-09T17:37:57.594432,15.43418631,0.0004457,53.0522,222.516,165.0962,195.0175,0,U,45542,999,32101,0.0016419,0.00074871,0.0
STARLINK-1372,2020-025N,2026-02-09T22:00:03.000096,15.30167495,0.0001316,53.1631,230.0244,81.033,102.0599,0,U,45543,999,583,0.0013871,0.00040907,0.0
STARLINK-1373,2020-025P,2026-02-09T22:00:03.000096,15.45517649,0.0003618,53.0515,221.8587,216.6317,28.4345,0,U,45544,999,593,0.0036391,0.00181248,0.0
STARLINK-1294,2020-025W,2026-02-09T22:00:03.000096,15.89341814,0.0008328,53.0325,117.2931,0.0976,165.0251,0,U,45551,999,603,0.00095126,0.00279717,3.9519e-05
STARLINK-1327,2020-025AA,2026-02-09T18:06:05.850432,15.48559669,0.000167,53.0514,200.9173,275.8941,84.1876,0,U,45555,999,32131,0.0020653,0.00113087,0.0
STARLINK-1356,2020-025AK,2026-02-09T18:03:45.134208,15.41412535,0.0002553,53.0527,206.5287,260.366,99.7055,0,U,45564,999,32123,0.0028887,0.0012422,0.0
STARLINK-1357,2020-025AL,2026-02-09T22:00:03.000096,15.49947673,9.06e-05,53.054,171.7873,249.222,170.5685,0,U,45565,999,584,0.0021592,0.00124353,0.0
STARLINK-1361,2020-025AN,2026-02-09T22:00:03.000096,15.42320338,0.0001974,53.0524,206.1878,274.5075,315.5106,0,U,45567,999,585,0.0038898,0.00173687,0.0
STARLINK-1363,2020-025AP,2026-02-09T22:00:03.000096,15.69324274,0.0005234,53.044,175.7337,329.8724,267.3022,0,U,45568,999,592,0.0014066,0.00170727,0.0
STARLINK-1366,2020-025AQ,2026-02-09T22:00:03.000096,15.69033135,0.0005051,53.0445,176.3905,323.0207,245.7728,0,U,45569,999,592,0.0014044,0.00168361,0.0
STARLINK-1376,2020-025AR,2026-02-09T17:58:52.720320,15.29374199,0.0001118,53.1614,207.4194,90.1647,269.9481,0,U,45570,999,32122,0.00016786,4.493e-05,0.0
STARLINK-1320,2020-025AT,2026-02-09T12:46:43.946112,15.62712552,0.0006974,53.0505,124.0926,298.1077,61.9231,0,U,45572,999,32239,0.00059983,0.00054724,0.0
STARLINK-1321,2020-025AU,2026-02-09T22:00:03.000096,15.43726552,0.0001773,53.0503,190.9371,230.3178,254.0861,0,U,45573,999,587,0.0030268,0.00141007,0.0
STARLINK-1331,2020-025AZ,2026-02-09T22:00:03.000096,15.4409607,0.0001047,53.0546,197.5995,75.4869,7.1681,0,U,45578,999,562,0.0017721,0.00082786,0.0
STARLINK-1333,2020-025BB,2026-02-09T14:35:31.568064,15.30212436,0.0001093,53.1584,208.2441,99.4816,260.6309,0,U,45580,999,32120,0.00022166,6.214e-05,0.0
STARLINK-1335,2020-025BC,2026-02-09T17:33:15.837120,15.06401952,0.0001712,53.0572,202.1277,98.603,261.5153,0,U,45581,999,32129,4.7166e-05,4.21e-06,0.0
STARLINK-1337,2020-025BD,2026-02-09T22:00:03.000096,15.53388819,0.000117,53.0539,196.1435,64.802,216.8323,0,U,45582,999,560,0.0017256,0.00112166,0.0
STARLINK-1347,2020-025BH,2026-02-09T22:00:03.000096,15.48866315,0.0004083,53.0469,163.0275,282.1439,88.4802,0,U,45586,999,589,0.0017765,0.00098092,0.0
STARLINK-1364,2020-025BL,2026-02-09T18:41:51.251424,15.4473912,0.0003065,53.0533,196.5208,297.2336,62.8358,0,U,45589,999,32137,0.0015582,0.00074279,0.0
STARLINK-1365,2020-025BM,2026-02-09T18:20:00.065760,15.42516584,9.89e-05,53.0538,226.2573,156.0792,204.0258,0,U,45590,999,32097,0.00044092,0.00019054,0.0
STARLINK-1443,2020-035D,2026-02-09T16:36:11.753280,15.06405184,0.0001452,53.0566,192.3078,66.0012,294.1129,0,U,45660,999,31451,9.1122e-05,1.076e-05,0.0
STARLINK-1446,2020-035G,2026-02-09T11:48:24.187104,15.41610882,0.00025377,53.0242,133.1903,161.3188,198.7909,0,U,45663,999,31532,0.00049960898,0.00020998,0.0
STARLINK-1448,2020-035J,2026-02-09T22:00:03.000096,15.46813363,0.0003578,53.0525,185.8806,342.5659,29.936,0,U,45665,999,585,0.0020458,0.00105307,0.0
STARLINK-1451,2020-035M,2026-02-09T16:04:53.306688,15.085524,0.0002016,53.0518,192.4156,170.1238,189.9792,0,U,45668,999,31451,0.0019785,0.00031095,0.0
STARLINK-1452,2020-035N,2026-02-09T15:04:55.250400,15.40646944,0.0006715,53.034,154.9625,306.8164,53.2223,0,U,45669,999,31503,0.0034776,0.00146373,0.0
STARLINK-1453,2020-035P,2026-02-09T22:00:03.000096,15.46901998,0.0005879,53.0487,146.5093,288.5828,121.6127,0,U,45670,999,588,0.0015071,0.00077446,0.0
STARLINK-1454,2020-035Q,2026-02-09T22:00:03.000096,15.45702961,0.0004911,53.0527,185.7504,309.1091,352.0386,0,U,45671,999,578,0.0028685,0.00142999,0.0
STARLINK-1456,2020-035S,2026-02-09T22:00:03.000096,15.43958067,0.0003139,53.0501,179.1558,216.6026,137.0755,0,U,45673,999,588,0.0026128,0.00122331,0.0
STARLINK-1457,2020-035T,2026-02-09T22:00:03.000096,15.70494744,0.0006961,53.0471,160.7379,331.0197,288.9743,0,U,45674,999,592,0.001449,0.00185079,0.0
STARLINK-1458,2020-035U,2026-02-09T22:00:03.000096,15.39204632,0.0002367,53.0532,186.9954,348.1116,338.4927,0,U,45675,999,573,0.0019803,0.00078559,0.0
STARLINK-1460,2020-035V,2026-02-09T15:16:35.933664,15.06393372,0.0001347,53.0569,192.5626,78.8037,281.3103,0,U,45676,999,31446,-6.2075e-05,-1.206e-05,0.0
STARLINK-1392,2020-035W,2026-02-09T15:32:30.725376,15.06397692,0.0001511,53.0556,192.507,97.9501,262.166,0,U,45677,999,31450,-2.0744e-06,-3.12e-06,0.0
STARLINK-1394,2020-035Y,2026-02-09T12:06:00.600768,15.42642912,0.00043294,53.0517,171.0964,194.6398,165.4482,0,U,45679,999,31479,0.0027800232,0.00124584,0.0
STARLINK-1402,2020-035AE,2026-02-09T14:26:43.730592,15.40653933,0.0004365,53.0491,156.686,181.4334,178.6658,0,U,45685,999,31501,0.0015541,0.00064482,0.0
STARLINK-1404,2020-035AF,2026-02-09T17:44:48.291648,15.2934557,0.000103,53.1558,179.5114,66.2615,293.8493,0,U,45686,999,31469,-0.00021176,-6.459e-05,0.0
STARLINK-1413,2020-035AJ,2026-02-09T14:48:13.142592,15.30190361,0.0001276,53.1598,179.9694,91.1908,268.9238,0,U,45689,999,31459,3.8818e-05,7.9e-06,0.0
STARLINK-1417,2020-035AN,2026-02-09T16:44:39.044832,15.10900328,0.0005477,53.0509,181.012,155.3015,204.8239,0,U,45693,999,31466,0.0015873,0.00026552,0.0
STARLINK-1420,2020-035AQ,2026-02-09T15:04:32.150496,15.47652578,0.0002259,53.0548,157.0438,21.8338,338.2765,0,U,45695,999,31500,0.0006189,0.00032181,0.0
STARLINK-1422,2020-035AR,2026-02-09T16:32:09.772800,15.29389388,0.0001189,53.1555,179.6315,77.1898,282.9235,0,U,45696,999,31468,0.00042287,0.00011878,0.0
STARLINK-1351,2020-035AS,2026-02-09T22:00:03.000096,15.49036076,0.0001242,53.0527,154.909,73.5662,207.1141,0,U,45697,999,571,0.00051511,0.00028032,0.0
STARLINK-1398,2020-035AU,2026-02-09T22:00:03.000096,15.79458213,0.0004881,53.0415,80.0146,357.6123,279.2301,0,U,45699,999,560,0.0011016,0.00208245,0.0
STARLINK-1400,2020-035AV,2026-02-09T19:04:11.792352,15.45581261,0.0004009,53.0524,156.3755,350.2655,9.8273,0,U,45700,999,31502,0.0018193,0.00089525,0.0
STARLINK-1403,2020-035AW,2026-02-09T14:38:06.514368,15.06399041,0.0001283,53.0557,162.6768,79.84,280.2734,0,U,45701,999,31491,-1.8859e-05,-5.62e-06,0.0
STARLINK-1407,2020-035AY,2026-02-09T10:58:04.375776,15.55184308,0.00121191,53.0357,92.7309,3.265,356.8437,0,U,45703,999,31589,0.0017470337,0.00121771,0.0
STARLINK-1411,2020-035BB,2026-02-09T11:47:26.697408,15.56928379,0.00040192,53.0464,118.6549,15.072,345.041,0,U,45706,999,31552,0.0011336373,0.000835,0.0
