OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2214,2021-041P,2026-02-09T18:41:36.436416,15.06404524,0.000142,53.0536,266.8842,97.4783,262.6367,0,U,48566,999,26085,0.00016879,2.234e-05,0.0
STARLINK-2217,2021-041R,2026-02-09T20:00:01.999008,15.25060762,0.0001935,53.1372,256.029,97.0827,47.2927,0,U,48568,999,577,0.06472,0.01798165,0.0
STARLINK-2219,2021-041S,2026-02-09T20:00:01.999008,15.24854456,0.0001339,53.1356,256.0383,94.8513,264.9138,0,U,48569,999,577,0.033236,0.00902098,0.0
STARLINK-2220,2021-041T,2026-02-09T19:40:00.799680,15.06389206,0.00016,53.0561,266.7264,78.5498,281.567,0,U,48570,999,26085,6.6157e-06,-1.83e-06,0.0
STARLINK-2221,2021-041U,2026-02-09T19:50:36.885120,15.06416092,0.0001559,53.054,266.7001,83.9218,276.1948,0,U,48571,999,26086,0.00044057,6.29e-05,0.0
STARLINK-2222,2021-041V,2026-02-09T19:45:18.120960,15.06403954,0.0001425,53.055,266.715,95.7184,264.3968,0,U,48572,999,26086,0.00015476,2.025e-05,0.0
STARLINK-2224,2021-041W,2026-02-09T20:00:01.999008,15.23092285,0.0002046,53.1256,256.1609,76.3674,14.8106,0,U,48573,999,582,0.044312,0.01148786,0.0
STARLINK-2225,2021-041X,2026-02-09T18:30:58.684320,15.06410687,0.0001345,53.055,227.037,95.2858,264.8284,0,U,48574,999,26141,0.00056322,8.12e-05,0.0
STARLINK-2227,2021-041Y,2026-02-09T20:00:01.999008,15.14834962,5.13e-05,53.0897,216.776,116.0316,251.8545,0,U,48575,999,581,0.0031392,0.00059215,0.0
STARLINK-2228,2021-041Z,2026-02-09T20:00:01.999008,15.29493362,0.0001882,53.1574,230.398,37.1841,192.5259,0,U,48576,999,581,0.023221,0.00721758,0.0
STARLINK-2231,2021-041AA,2026-02-09T20:00:01.999008,15.25245945,0.0001756,53.1375,256.1802,94.7559,35.892,0,U,48577,999,572,0.04196,0.01160546,0.0
STARLINK-2232,2021-041AB,2026-02-09T20:00:01.999008,15.29225158,0.0001645,53.1524,256.0579,99.241,211.3171,0,U,48578,999,582,0.0015775,0.0004526,0.0
STARLINK-2234,2021-041AD,2026-02-09T20:00:01.999008,15.30149933,8.92e-05,53.1573,230.3936,126.8352,311.1321,0,U,48580,999,572,0.0011106,0.00032626,0.0
STARLINK-2235,2021-041AE,2026-02-09T18:39:37.010016,15.06413654,0.0001472,53.0545,221.9281,105.2542,254.861,0,U,48581,999,26149,0.00020168,2.725e-05,0.0
STARLINK-2236,2021-041AF,2026-02-09T18:13:05.731104,15.06403082,0.0001355,53.0552,222.1658,93.4274,266.687,0,U,48582,999,26148,8.9495e-05,1.052e-05,0.0
STARLINK-2237,2021-041AG,2026-02-09T19:55:53.547168,15.06426222,0.0001305,53.0545,266.6833,84.7933,275.3205,0,U,48583,999,26086,0.00048466,6.95e-05,0.0
STARLINK-2238,2021-041AH,2026-02-09T19:18:45.944352,15.06400561,0.0001322,53.0549,266.7983,102.2118,257.9019,0,U,48584,999,26085,-0.00014252,-2.404e-05,0.0
STARLINK-2241,2021-041AK,2026-02-09T19:24:05.642496,15.06396971,0.0001441,53.0541,266.7808,94.6765,265.4388,0,U,48586,999,26085,0.00019442,2.615e-05,0.0
STARLINK-2245,2021-041AN,2026-02-09T20:00:01.999008,15.25181246,0.0001527,53.1375,256.0086,91.9397,163.8641,0,U,48589,999,576,0.032225,0.0088166,0.0
STARLINK-2249,2021-041AR,2026-02-09T19:13:29.573472,15.06403737,0.0001202,53.055,267.0457,93.7345,266.3781,0,U,48592,999,26085,0.00010501,1.283e-05,0.0
STARLINK-2250,2021-041AS,2026-02-09T18:52:13.130112,15.06398489,0.0001641,53.056,266.8789,96.9133,263.2042,0,U,48593,999,26085,6.009e-05,6.14e-06,0.0
STARLINK-2251,2021-041AT,2026-02-09T19:33:20.179296,15.06423428,0.0001465,53.0557,236.8389,80.6373,279.4782,0,U,48594,999,26128,0.0003035,4.245e-05,0.0
STARLINK-2252,2021-041AU,2026-02-09T20:01:13.393056,15.06390189,0.0001466,53.0551,266.6661,83.9299,276.1857,0,U,48595,999,26213,0.00012344,1.557e-05,0.0
STARLINK-2253,2021-041AV,2026-02-09T18:57:31.567680,15.06401489,0.0001772,53.0561,266.86,102.079,258.0398,0,U,48596,999,26131,9.5739e-05,1.145e-05,0.0
STARLINK-2255,2021-041AW,2026-02-09T19:08:08.638080,15.06419,0.0001215,53.0536,266.8236,92.1258,267.987,0,U,48597,999,26212,0.0004341,6.194e-05,0.0
STARLINK-2713,2021-041BB,2026-02-09T19:03:30.173472,15.06403734,0.0001348,53.056,241.8446,103.0284,257.0855,0,U,48602,999,26246,2.7664e-05,1.31e-06,0.0
STARLINK-2714,2021-041BC,2026-02-09T18:33:36.071424,15.06402526,0.0001577,53.056,236.9366,107.8866,252.2295,0,U,48603,999,26254,0.00012337,1.557e-05,0.0
STARLINK-2757,2021-041BD,2026-02-09T18:36:17.502048,15.06401158,0.0001219,53.0533,266.9301,91.1418,268.9711,0,U,48604,999,26212,8.7572e-05,1.023e-05,0.0
STARLINK-2739,2021-044B,2026-02-09T18:42:16.373088,15.06409534,0.0001208,53.056,241.9199,75.0249,285.0874,0,U,48639,999,25957,-0.00016889,-2.797e-05,0.0
STARLINK-2736,2021-044C,2026-02-09T18:31:41.562912,15.06403524,0.0001415,53.0546,242.2128,84.9876,275.1275,0,U,48640,999,25956,1.9e-05,2e-08,0.0
STARLINK-2754,2021-044D,2026-02-09T18:32:15.179424,15.30213272,0.0001016,53.1594,243.5591,99.0101,261.1015,0,U,48641,999,25955,0.0002348,6.604e-05,0.0
STARLINK-2646,2021-044E,2026-02-09T20:00:01.999008,15.3018285,0.0001508,53.1583,243.3321,86.2964,145.177,0,U,48642,999,582,0.00012727,3.41e-05,0.0
STARLINK-2704,2021-044F,2026-02-09T19:57:12.129696,15.30197953,0.0001384,53.1603,243.2522,96.3382,263.7777,0,U,48643,999,25956,0.00016008,4.384e-05,0.0
STARLINK-2695,2021-044G,2026-02-09T18:45:56.564352,15.30211799,0.0001208,53.1594,243.677,86.5959,273.518,0,U,48644,999,25955,7.418e-05,1.839e-05,0.0
STARLINK-2732,2021-044J,2026-02-09T19:46:35.461920,15.30202248,0.0001513,53.161,243.3228,102.8375,257.2794,0,U,48646,999,25956,6.737e-05,1.637e-05,0.0
STARLINK-2521,2021-044L,2026-02-09T19:32:55.403232,15.30204784,0.0001243,53.1606,243.3297,113.392,246.7211,0,U,48648,999,25956,-0.00010429,-3.447e-05,0.0
STARLINK-2673,2021-044M,2026-02-09T19:28:23.773728,15.30204437,0.0001467,53.1614,243.325,78.4879,281.6286,0,U,48649,999,25955,0.00015131,4.125e-05,0.0
STARLINK-2672,2021-044N,2026-02-09T19:37:30.688320,15.30174046,0.0002195,53.1614,243.3972,38.5251,321.5906,0,U,48650,999,25955,-0.00026019,-8.052e-05,0.0
STARLINK-2731,2021-044P,2026-02-09T19:23:50.582112,15.30205116,0.0001286,53.1596,243.3928,69.7695,290.3444,0,U,48651,999,25955,3.9968e-05,8.25e-06,0.0
STARLINK-2727,2021-044Q,2026-02-09T20:10:50.819808,15.27813126,0.0001672,53.05,241.9769,122.8663,237.2496,0,U,48652,999,25957,0.00048581,0.00013045,0.0
STARLINK-2720,2021-044R,2026-02-09T19:10:10.775712,15.30205438,0.0001207,53.1595,243.4069,71.9804,288.1328,0,U,48653,999,25955,0.00013172,3.545e-05,0.0
STARLINK-2657,2021-044T,2026-02-09T19:14:44.763936,15.30200883,0.0001417,53.1593,243.503,92.3218,267.7945,0,U,48655,999,25955,-0.00013737,-4.426e-05,0.0
STARLINK-2701,2021-044U,2026-02-09T18:55:01.063200,15.3021361,0.0001288,53.1577,243.4533,73.8899,286.2243,0,U,48656,999,25955,-2.7533e-05,-1.175e-05,0.0
STARLINK-2734,2021-044V,2026-02-09T18:50:27.105216,15.30213393,0.0001899,53.1588,243.4597,132.6449,227.4712,0,U,48657,999,25955,0.0001201,3.201e-05,0.0
STARLINK-2647,2021-044W,2026-02-09T20:00:01.999008,15.30181176,0.0001384,53.1598,243.2305,89.6609,211.6163,0,U,48658,999,558,7.5375e-05,1.872e-05,0.0
STARLINK-2717,2021-044X,2026-02-09T18:36:48.000384,15.3020827,0.0001024,53.1582,243.4955,126.1551,233.9545,0,U,48659,999,25955,0.00015154,4.133e-05,0.0
STARLINK-2726,2021-044AA,2026-02-09T18:50:54.259008,15.06403396,0.0001401,53.0543,236.8825,96.961,263.1538,0,U,48662,999,25964,0.00012342,1.557e-05,0.0
STARLINK-2667,2021-044AB,2026-02-09T20:00:01.999008,15.30190744,0.000139,53.1584,233.2214,86.8385,295.2922,0,U,48663,999,582,0.00021675,6.064e-05,0.0
STARLINK-2666,2021-044AE,2026-02-09T19:17:30.907680,15.06398882,0.000142,53.0549,237.2792,100.9051,259.2098,0,U,48666,999,25963,8.3284e-05,9.59e-06,0.0
STARLINK-2735,2021-044AF,2026-02-09T18:34:59.420640,15.06392523,0.0001432,53.0563,236.9342,97.0478,263.0674,0,U,48667,999,25964,4.1232e-05,3.33e-06,0.0
STARLINK-2738,2021-044AG,2026-02-09T18:24:48.497472,15.30201667,0.0001508,53.1593,233.6678,62.713,297.4024,0,U,48668,999,25969,0.00014941,4.069e-05,0.0
STARLINK-2707,2021-044AH,2026-02-09T20:12:33.729120,15.29935137,0.0001346,53.1581,233.4479,64.1214,295.9926,0,U,48669,999,25969,0.0049955,0.00149368,0.0
STARLINK-2763,2021-044AJ,2026-02-09T20:21:35.272224,15.3032528,0.0001545,53.1601,233.5196,64.156,295.96,0,U,48670,999,25969,-0.0025385,-0.00075082,0.0
STARLINK-2745,2021-044AK,2026-02-09T18:56:15.986688,15.06407039,0.0001474,53.0555,237.1759,89.2792,270.8366,0,U,48671,999,25963,0.00013077,1.667e-05,0.0
STARLINK-2705,2021-044AL,2026-02-09T18:58:09.815232,15.3119135,0.0019984,53.1612,233.9256,185.2365,174.843,0,U,48672,999,25968,-0.0009266,-0.0002875,0.0
STARLINK-2711,2021-044AM,2026-02-09T19:38:40.272288,15.06405132,0.0001125,53.0555,236.7344,94.7044,265.4073,0,U,48673,999,25964,4.5676e-05,3.99e-06,0.0
STARLINK-2712,2021-044AN,2026-02-09T19:49:18.279264,15.06399569,0.0001534,53.0564,236.8193,97.251,262.8653,0,U,48674,999,25964,0.00013256,1.694e-05,0.0
STARLINK-2746,2021-044AQ,2026-02-09T19:22:44.813568,15.06390443,0.0001489,53.0569,236.7799,126.2951,233.8175,0,U,48676,999,25964,-6.8441e-05,-1.3e-05,0.0
STARLINK-2615,2021-044AS,2026-02-09T18:37:43.907232,15.3104665,0.0001324,53.1604,233.4132,91.3237,268.7916,0,U,48678,999,25969,8.3368e-05,2.173e-05,0.0
STARLINK-2648,2021-044AT,2026-02-09T19:06:48.604032,15.06410118,0.0001746,53.0544,236.84,98.0594,262.0593,0,U,48679,999,25964,0.00020543,2.78e-05,0.0
STARLINK-2725,2021-044AV,2026-02-09T18:17:51.816192,15.29374959,0.0001234,53.1559,204.9802,70.4996,289.6138,0,U,48681,999,26008,0.00037823,0.0001058,0.0
STARLINK-2743,2021-044AW,2026-02-09T17:39:45.768960,15.29958716,0.0001393,53.1594,194.7902,95.382,264.734,0,U,48682,999,26022,0.0024099,0.00071167,0.0
STARLINK-2756,2021-044AX,2026-02-09T17:21:48.666816,15.29375729,0.0001044,53.1545,195.0034,56.8853,303.2248,0,U,48683,999,26022,0.00013132,3.438e-05,0.0
STARLINK-2741,2021-044AY,2026-02-09T18:06:25.072704,15.30202418,0.0001112,53.16,207.6827,87.3218,272.791,0,U,48684,999,26005,-5.8666e-05,-2.096e-05,0.0
STARLINK-2751,2021-044AZ,2026-02-09T17:44:20.571936,15.30192601,0.0001484,53.161,194.7653,69.523,290.593,0,U,48685,999,26023,6.6616e-05,1.614e-05,0.0
STARLINK-2629,2021-044BA,2026-02-09T17:01:28.399872,15.06408351,0.0001362,53.0555,202.507,87.2735,272.841,0,U,48686,999,26011,0.00014897,1.939e-05,0.0
STARLINK-2627,2021-044BB,2026-02-09T16:25:35.206464,15.06405879,0.0001451,53.0565,192.3416,70.4246,289.69,0,U,48687,999,26025,5.1403e-05,4.84e-06,0.0
STARLINK-2742,2021-044BC,2026-02-09T18:06:25.847712,15.06408844,0.0001139,53.0548,192.0239,87.9657,272.1463,0,U,48688,999,26026,0.00016812,2.224e-05,0.0
STARLINK-2740,2021-044BE,2026-02-09T18:23:23.962848,15.29352279,0.0001319,53.1558,205.0095,136.2961,223.8144,0,U,48690,999,26008,-0.00032186,-9.63e-05,0.0
STARLINK-2750,2021-044BF,2026-02-09T16:08:20.239872,15.06396269,0.0001386,53.0558,202.3923,96.4304,263.6842,0,U,48691,999,26011,7.9701e-06,-1.63e-06,0.0
STARLINK-2752,2021-044BG,2026-02-09T17:22:39.637632,15.06407586,0.0001191,53.0558,202.2871,83.7665,276.3459,0,U,48692,999,26012,0.00011291,1.401e-05,0.0
STARLINK-2618,2021-044BH,2026-02-09T17:27:26.519328,15.29424867,0.0001035,53.1578,205.1463,105.8051,254.3064,0,U,48693,999,26008,0.0010736,0.00030817,0.0
STARLINK-2748,2021-044BJ,2026-02-09T18:49:12.537696,15.30574562,0.0001891,53.1611,208.1245,48.5463,311.57,0,U,48694,999,26004,-0.0032408,-0.00096231,0.0
STARLINK-2616,2021-044BK,2026-02-09T18:40:18.585696,15.29349707,0.000144,53.1612,207.2935,72.7993,287.3164,0,U,48695,999,26006,1.0862e-06,-3.25e-06,0.0
STARLINK-2753,2021-044BL,2026-02-09T17:07:23.951424,15.06414467,0.0001363,53.0554,217.2534,89.6712,270.4433,0,U,48696,999,25991,0.0001755,2.335e-05,0.0
STARLINK-3004,2021-059B,2026-02-09T19:52:34.409856,15.0126634,0.0001245,97.6627,167.8203,54.8745,305.2596,0,U,48880,999,25462,0.00014205,1.766e-05,0.0
STARLINK-3005,2021-059C,2026-02-09T19:42:59.696064,15.01258572,0.000196,97.6596,167.7662,68.1915,291.9517,0,U,48881,999,25462,6.4816e-05,7.74e-06,0.0
STARLINK-3096,2021-082B,2026-02-09T04:28:01.522272,14.9832606,0.0002552,70.0008,326.3136,262.1674,97.9196,0,U,49131,999,24269,4.9525e-05,4.98e-06,0.0
STARLINK-3090,2021-082C,2026-02-09T07:58:58.693728,14.98324347,0.00031181,70.0009,5.8279,266.8156,93.2647,0,U,49132,999,24173,0.00016332507,1.856e-05,0.0
STARLINK-3077,2021-082D,2026-02-09T08:23:00.935232,14.98331547,0.00028433,70.0012,5.9119,261.1088,98.9749,0,U,49133,999,24173,8.4168945e-05,9.11e-06,0.0
STARLINK-3078,2021-082E,2026-02-09T08:17:00.548736,14.98338687,0.00027568,70.001,5.9255,262.2032,97.8815,0,U,49134,999,24293,-5.7221764e-05,-7.76e-06,0.0
STARLINK-3073,2021-082F,2026-02-09T04:21:59.480352,14.9834602,0.0001958,70.0009,326.3159,270.4772,89.6162,0,U,49135,999,24270,0.00030102,3.502e-05,0.0
STARLINK-3055,2021-082H,2026-02-09T05:24:44.233344,14.97526928,0.000276,70.0014,346.9213,263.7409,96.3435,0,U,49137,999,24219,-7.1119e-05,-9.23e-06,0.0
STARLINK-3058,2021-082J,2026-02-09T08:11:00.069792,14.98329439,0.0003141,70.0002,5.9397,265.3728,94.7072,0,U,49138,999,24173,-3.0824548e-05,-4.61e-06,0.0
STARLINK-3057,2021-082K,2026-02-09T20:11:20.359968,14.98330866,0.0002684,70.0009,324.6626,261.5656,98.5198,0,U,49139,999,24279,6.2749e-05,6.56e-06,0.0
STARLINK-3093,2021-082M,2026-02-09T08:05:00.158496,14.98338447,0.00025947,70.0008,5.9547,257.6725,102.4144,0,U,49141,999,24293,0.00020312439,2.332e-05,0.0
STARLINK-3109,2021-082P,2026-02-09T06:55:04.772352,14.97519249,0.0002976,70.0008,346.7648,272.5164,87.5654,0,U,49143,999,24331,0.00017351,1.936e-05,0.0
STARLINK-3100,2021-082Q,2026-02-09T07:53:00.837024,14.98301055,0.00030971,70.0,5.9559,266.3704,93.7101,0,U,49144,999,24173,-0.00026533919,-3.255e-05,0.0
STARLINK-3119,2021-082R,2026-02-09T19:29:16.685088,14.98321524,0.0002968,70.0005,324.7301,263.6851,96.397,0,U,49145,999,24278,0.00015211,1.722e-05,0.0
STARLINK-3116,2021-082S,2026-02-09T05:12:53.371296,14.97521833,0.0002802,70.0011,346.9476,265.8673,94.2165,0,U,49146,999,24334,2.7204e-05,2.26e-06,0.0
STARLINK-3071,2021-082T,2026-02-09T19:47:17.942208,14.98353619,0.0002923,70.0009,324.7172,270.2107,89.8717,0,U,49147,999,24279,-0.00041327,-5.023e-05,0.0
STARLINK-3048,2021-082U,2026-02-09T06:37:03.234432,14.97516129,0.000289,70.001,346.7791,268.5613,91.5215,0,U,49148,999,24219,5.9815e-05,6.07e-06,0.0
STARLINK-3102,2021-082X,2026-02-09T19:17:15.866304,14.98334836,0.0002593,70.0012,324.7585,267.5003,92.586,0,U,49151,999,24398,2.5544e-05,2.12e-06,0.0
STARLINK-3072,2021-082Z,2026-02-09T19:05:15.106272,14.98332914,0.0002697,70.0008,324.7864,271.712,88.373,0,U,49153,999,24399,1.9637e-05,1.41e-06,0.0
STARLINK-3068,2021-082AA,2026-02-09T06:31:02.522208,14.97524545,0.0002677,70.0015,346.7928,260.8296,99.256,0,U,49154,999,24327,-8.8241e-05,-1.123e-05,0.0
STARLINK-3060,2021-082AB,2026-02-09T18:59:14.330976,14.98332895,0.0002733,70.0013,324.7918,258.4694,101.6159,0,U,49155,999,24386,2.2756e-05,1.79e-06,0.0
STARLINK-3085,2021-082AC,2026-02-09T20:05:19.908672,14.98348076,0.0002285,70.0034,324.6792,239.3517,120.7417,0,U,49156,999,24387,-9.8624e-05,-1.27e-05,0.0
STARLINK-3051,2021-082AD,2026-02-09T05:14:42.142848,15.04467697,0.0006512,69.9999,344.2651,285.8792,74.1652,0,U,49157,999,24335,0.00032007,4.392e-05,0.0
STARLINK-3083,2021-082AE,2026-02-09T15:42:45.520992,15.60460883,0.0007242,69.9692,251.6701,233.1118,126.9409,0,U,49158,999,24567,0.00096334,0.00080202,0.0
STARLINK-3056,2021-082AF,2026-02-09T07:34:57.389664,14.98327372,0.0003109,70.0004,5.9977,267.7184,92.3619,0,U,49159,999,24282,0.00016061,1.824e-05,0.0
STARLINK-3095,2021-082AG,2026-02-09T07:16:55.366176,14.98333602,0.000293,70.0001,6.0108,264.3293,95.7532,0,U,49160,999,24279,-1.8557e-05,-3.14e-06,0.0
STARLINK-3080,2021-082AH,2026-02-09T07:22:55.790688,14.98330492,0.0002837,70.0005,5.9968,268.2201,91.8633,0,U,49161,999,24280,6.0324e-05,6.27e-06,0.0
STARLINK-3088,2021-082AK,2026-02-09T06:13:01.638336,14.97518124,0.0002948,70.0008,346.8343,269.134,90.9481,0,U,49163,999,24335,8.4245e-05,8.92e-06,0.0
STARLINK-3106,2021-082AL,2026-02-09T19:11:35.458944,14.98330072,0.0002941,70.0004,344.773,269.8159,90.2663,0,U,49164,999,24345,1.2151e-05,5.2e-07,0.0
STARLINK-3052,2021-082AM,2026-02-09T07:10:51.710304,14.98372615,0.0002274,70.0046,6.0582,244.1148,115.9777,0,U,49165,999,24292,0.00055814,6.58e-05,0.0
STARLINK-3089,2021-082AN,2026-02-09T06:06:59.541120,14.97523214,0.0002891,70.0007,346.85,269.6468,90.436,0,U,49166,999,24339,0.00013279,1.46e-05,0.0
STARLINK-3054,2021-082AP,2026-02-09T06:58:53.741856,14.98330908,0.0002905,70.0008,6.0512,269.328,90.7546,0,U,49167,999,24292,5.7833e-05,5.97e-06,0.0
STARLINK-3046,2021-082AR,2026-02-09T16:00:00.999936,14.9829938,0.0002945,70.0027,345.1202,267.5149,117.6708,0,U,49169,999,572,0.0053591,0.00064391,0.0
STARLINK-3107,2021-082AT,2026-02-09T07:06:04.759488,15.09198759,0.0009004,69.9959,0.8685,280.0955,79.9193,0,U,49171,999,24301,0.0022531,0.00035997,0.0
STARLINK-3045,2021-082AV,2026-02-09T16:00:00.999936,14.98300293,0.0002696,70.0028,345.1012,271.5428,181.1507,0,U,49173,999,556,0.0053433,0.000642,0.0
STARLINK-3087,2021-082AX,2026-02-09T06:50:07.546848,14.97522659,0.0002879,70.0009,346.9057,266.7835,93.2995,0,U,49175,999,24219,8.6824e-06,9e-08,0.0
STARLINK-3069,2021-082AY,2026-02-09T19:11:15.649152,14.98324608,0.0002375,70.001,324.7725,269.912,90.1767,0,U,49176,999,24278,0.00010494,1.159e-05,0.0
STARLINK-3103,2021-082AZ,2026-02-09T19:41:18.112992,14.98331181,0.0002534,70.0016,324.7302,266.4934,93.5935,0,U,49177,999,24398,1.6807e-06,-7.3e-07,0.0
STARLINK-3086,2021-082BA,2026-02-09T07:28:56.447616,14.98322999,0.0003316,69.9997,5.9949,270.1705,89.9074,0,U,49178,999,24288,-6.0511e-05,-8.15e-06,0.0
STARLINK-3043,2021-082BB,2026-02-09T19:23:17.667168,14.98301946,0.0002232,70.0016,324.7427,268.3549,91.7354,0,U,49179,999,24278,0.00026157,3.027e-05,0.0
STARLINK-3050,2021-082BC,2026-02-09T20:00:01.999008,15.50326281,0.0003309,70.0015,340.1507,274.5618,79.497,0,U,49180,999,563,0.0095305,0.00584211,0.0
STARLINK-3059,2021-082BD,2026-02-09T07:04:54.424704,14.98330619,0.0002807,70.0009,6.05,267.9789,92.1048,0,U,49181,999,24291,4.5161e-05,4.46e-06,0.0
STARLINK-3151,2021-104A,2026-02-09T03:55:19.352352,15.08830134,0.00014726,53.2196,357.2104,97.5789,262.537,0,U,49408,999,23432,-0.00013404058,-2.42e-05,0.0
STARLINK-3075,2021-104B,2026-02-09T05:50:31.280640,15.08838586,0.0001527,53.221,356.818,103.6286,256.4877,0,U,49409,999,23434,-6.7895e-05,-1.368e-05,0.0
STARLINK-3147,2021-104C,2026-02-09T04:05:55.105152,15.08839076,0.00013981,53.2193,357.1584,97.2749,262.8402,0,U,49410,999,23432,5.730584e-05,6.24e-06,0.0
STARLINK-3162,2021-104D,2026-02-09T05:30:38.898432,15.08846459,0.0001266,53.2176,346.8844,93.5024,266.6113,0,U,49411,999,23447,-6.6352e-05,-1.344e-05,0.0
STARLINK-3157,2021-104F,2026-02-09T05:26:43.751328,15.08832421,0.0001528,53.2195,346.9024,109.4809,250.6348,0,U,49413,999,23447,-0.00013882,-2.496e-05,0.0
STARLINK-3146,2021-104G,2026-02-09T03:59:13.984512,15.08842686,0.00016455,53.2194,357.168,97.6912,262.4267,0,U,49414,999,23432,3.8720669e-05,3.28e-06,0.0
STARLINK-3159,2021-104H,2026-02-09T06:55:26.247936,15.08839303,0.0001273,53.2185,346.6196,77.8677,282.2458,0,U,49415,999,23447,4.0525e-05,3.57e-06,0.0
STARLINK-3133,2021-104J,2026-02-09T03:48:38.027808,15.08843939,0.0001413,53.2193,357.195,88.2705,271.8449,0,U,49416,999,23432,0.0001535804,2.157e-05,0.0
STARLINK-3154,2021-104K,2026-02-09T02:51:36.608544,15.0884146,0.00013661,53.2187,347.0301,80.3922,279.7224,0,U,49417,999,23445,8.292635e-06,-1.56e-06,0.0
STARLINK-3111,2021-104L,2026-02-09T03:43:20.451648,15.08837022,0.00019316,53.2195,357.2113,99.9421,260.1789,0,U,49418,999,23431,-6.695984e-06,-3.95e-06,0.0
STARLINK-3120,2021-104M,2026-02-09T06:38:12.935904,15.08836696,0.0001407,53.2192,356.6714,89.1961,270.9193,0,U,49419,999,23433,-8.2947e-06,-4.2e-06,0.0
STARLINK-3110,2021-104N,2026-02-09T06:48:48.643776,15.08838245,0.0001293,53.2192,356.638,94.5585,265.5555,0,U,49420,999,23433,5.2766e-05,5.52e-06,0.0
STARLINK-3112,2021-104P,2026-02-09T02:50:18.801024,15.08838222,0.00011978,53.2193,357.1859,85.6028,274.5102,0,U,49421,999,23431,4.4048297e-05,4.13e-06,0.0
STARLINK-3161,2021-104Q,2026-02-08T04:25:47.298144,15.08840208,0.0001076,53.2187,1.8942,96.6463,263.4651,0,U,49422,999,23416,-0.00023706799,-4.059e-05,0.0
STARLINK-3149,2021-104R,2026-02-09T20:00:01.999008,15.28523929,0.0001233,53.2184,353.4667,80.2255,150.8429,0,U,49423,999,562,0.05788,0.01783445,0.0
STARLINK-3135,2021-104S,2026-02-09T06:32:52.987200,15.0886168,0.0001466,53.2202,356.6891,94.2638,265.8522,0,U,49424,999,23433,0.00021584,3.151e-05,0.0
STARLINK-3139,2021-104T,2026-02-09T06:13:06.157056,15.08839939,0.0001344,53.2195,356.7608,83.1284,276.9861,0,U,49425,999,23434,4.138e-05,3.71e-06,0.0
STARLINK-3114,2021-104U,2026-02-09T03:11:32.496864,15.08843048,0.00014082,53.2205,357.3135,92.914,267.2013,0,U,49426,999,23431,6.0769239e-05,6.79e-06,0.0
STARLINK-3131,2021-104V,2026-02-09T02:57:01.979712,15.08837683,0.00013014,53.2197,357.3733,103.5985,256.5152,0,U,49427,999,23432,6.9625429e-05,8.2e-06,0.0
STARLINK-3121,2021-104W,2026-02-09T07:15:17.797248,15.08834409,0.0001497,53.2194,356.467,103.9388,256.177,0,U,49428,999,23435,4.1141e-05,3.67e-06,0.0
STARLINK-3138,2021-104Y,2026-02-09T06:39:38.418336,15.08832407,0.0001661,53.2216,356.945,102.8009,257.3169,0,U,49430,999,23434,9.0086e-05,1.146e-05,0.0
STARLINK-3153,2021-104Z,2026-02-09T07:04:44.246784,15.08842946,0.0001594,53.2198,356.77,100.2872,259.83,0,U,49431,999,23434,0.0001086,1.441e-05,0.0
STARLINK-3158,2021-104AA,2026-02-09T03:35:26.767968,15.08835531,0.00022268,53.2199,347.2445,130.207,229.9118,0,U,49432,999,23446,-0.00010250033,-1.919e-05,0.0
STARLINK-3079,2021-104AB,2026-02-09T05:10:46.627680,15.08840862,0.0001473,53.2198,336.9439,87.5163,272.5998,0,U,49433,999,23570,5.6135e-05,6.06e-06,0.0
STARLINK-3134,2021-104AC,2026-02-09T03:06:17.171424,15.08837984,0.00016071,53.2198,357.4979,74.2738,285.8431,0,U,49434,999,23540,0.0002553847,3.779e-05,0.0
STARLINK-3117,2021-104AD,2026-02-09T00:31:20.066592,15.08820125,0.00011586,53.2184,337.8137,42.896,317.2123,0,U,49435,999,23458,-5.5258352e-05,-1.167e-05,0.0
STARLINK-3049,2021-104AE,2026-02-09T05:16:04.966752,15.08832748,0.0001171,53.2194,336.932,73.4263,286.6858,0,U,49436,999,23461,-0.00011146,-2.061e-05,0.0
STARLINK-3130,2021-104AF,2026-02-09T03:30:05.685696,15.0884007,0.00013402,53.219,337.2609,76.615,283.4991,0,U,49437,999,23460,9.5592887e-05,1.234e-05,0.0
STARLINK-3044,2021-104AG,2026-02-09T04:50:58.028928,15.0882448,0.0001487,53.2188,336.9372,105.8353,254.2803,0,U,49438,999,23461,1.7801e-06,-2.6e-06,0.0
STARLINK-3105,2021-104AJ,2026-02-09T04:54:53.063712,15.08837123,0.0001407,53.22,336.9924,94.2912,265.8241,0,U,49440,999,23461,6.7394e-05,7.85e-06,0.0
STARLINK-3128,2021-104AK,2026-02-09T01:17:36.879648,15.08829248,0.00020016,53.2205,337.6657,128.6047,231.5125,0,U,49441,999,23459,6.9961194e-05,8.25e-06,0.0
