constellation,OBJECT_NAME,NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,REV_AT_EPOCH,ELEMENT_SET_NO,OBJECT_TYPE,DECAY_DATE
StarLink,STARLINK-31,44235,2020-10-01T07:31:19.437888,16.46847225,0.00090410,52.9736,36.3928,295.9879,160.3065,0.00018159000000,0.09808971,0.0000126230000,6525.788,87.439,153.553,141.753,7697,999,PAYLOAD,2020-10-01
StarLink,STARLINK-52,44259,2020-10-13T17:23:45.076992,16.33038265,0.00065390,52.9866,227.4445,235.7240,124.3359,0.00141090000000,0.08958567,0.0000121150000,6562.524,88.179,188.680,180.098,7918,999,PAYLOAD,2020-10-13
StarLink,STARLINK-45,44260,2020-09-04T07:45:46.533600,16.38652946,0.00094120,52.9913,174.9865,250.3159,109.8966,0.00211110000000,0.25127740,0.0000122740000,6547.525,87.877,175.552,163.227,7159,999,PAYLOAD,2020-09-04
StarLink,STARLINK-44,44261,2020-09-05T02:13:09.311232,16.35234008,0.00061190,52.9831,172.1242,239.5454,120.5504,0.00241190000000,0.19263879,0.0000121820000,6556.648,88.060,182.525,174.501,7165,999,PAYLOAD,2020-09-05
StarLink,STARLINK-49,44262,2020-09-27T20:12:36.285696,16.23728101,0.00089650,53.0037,53.0192,308.6530,51.7564,0.00276350000000,0.07478847,0.0000119840000,6587.586,88.684,215.356,203.545,7533,999,PAYLOAD,2020-09-29
StarLink,STARLINK-72,44263,2020-10-15T11:24:14.113440,16.49183723,0.00033300,52.9820,318.7786,292.8532,67.5533,0.00016439000000,0.12398314,0.0000126430000,6519.622,87.315,143.659,139.316,7817,999,PAYLOAD,2020-10-16
StarLink,STARLINK-35,44264,2020-09-16T16:58:24.439584,16.41142759,0.00049770,52.9869,110.3679,298.2751,61.7792,0.00114250000000,0.18133919,0.0000124370000,6540.901,87.743,166.021,159.510,7351,999,PAYLOAD,2020-09-16
StarLink,STARLINK-63,44265,2020-10-13T16:16:39.726048,16.40378467,0.00005780,52.9803,332.3076,316.8106,43.5401,0.00204660000000,0.29311092,0.0000123810000,6542.932,87.784,165.176,164.419,7785,999,PAYLOAD,2020-10-13
StarLink,STARLINK-54,44266,2020-09-14T20:31:28.168896,16.52546679,0.00201370,52.9827,119.6547,244.8039,224.0760,0.00010000000000,0.16097244,0.0000125720000,6510.774,87.138,145.750,119.529,7318,999,PAYLOAD,2020-09-15
StarLink,STARLINK-69,44267,2020-09-15T23:53:25.924416,16.31646927,0.00063510,52.9852,113.5784,300.7439,212.2782,0.00190640000000,0.10522816,0.0000121900000,6566.254,88.254,192.289,183.949,7341,999,PAYLOAD,2020-09-16
StarLink,STARLINK-55,44268,2021-03-09T01:09:48.163968,16.55493516,0.00042940,53.1000,298.0790,211.0752,300.1477,0.00062063000000,0.99999999,0.0000127610000,6503.046,86.983,127.704,122.119,10120,999,PAYLOAD,2021-03-09
StarLink,STARLINK-57,44269,2020-09-17T17:13:26.774400,16.40563533,0.00073880,52.9866,106.0720,275.6248,88.0407,0.00214190000000,0.31887751,0.0000123930000,6542.440,87.774,169.139,159.472,7371,999,PAYLOAD,2020-09-18
StarLink,STARLINK-58,44270,2020-08-23T03:09:46.298304,16.49769755,0.00101150,53.0060,191.4104,188.7689,171.4914,0.00013070000000,0.12051508,0.0000124680000,6518.078,87.284,146.536,133.350,7027,999,PAYLOAD,2020-08-23
StarLink,STARLINK-59,44271,2020-10-14T13:42:08.011584,16.30723255,0.00035390,52.9879,323.6967,53.2438,81.7998,0.00136290000000,0.06839568,0.0000121400000,6568.733,88.304,192.923,188.274,7803,999,PAYLOAD,2020-10-15
StarLink,STARLINK-51,44272,2020-09-02T05:27:34.557120,16.38700138,0.00041950,52.9819,186.8253,246.1664,114.4298,0.00120120000000,0.14112946,0.0000123010000,6547.399,87.874,172.011,166.517,7118,999,PAYLOAD,2020-09-02
StarLink,STARLINK-60,44273,2020-12-26T08:56:34.743840,16.42262567,0.00054720,52.9738,231.8413,237.7623,123.7494,0.00106650000000,0.19593865,0.0000123790000,6537.927,87.683,163.370,156.215,9074,999,PAYLOAD,2020-12-26
StarLink,STARLINK-62,44274,2020-08-28T21:09:41.066784,16.50508848,0.00094600,52.9905,161.8892,249.1018,186.6620,0.00014637000000,0.15076291,0.0000126010000,6516.132,87.245,144.162,131.833,7114,999,PAYLOAD,2020-08-28
StarLink,STARLINK-64,44275,2021-05-21T12:17:42.376992,16.36668510,0.00059760,52.9765,6.3365,281.9226,81.9336,0.00166250000000,0.15536320,0.0000122950000,6552.817,87.984,178.598,170.766,11176,999,PAYLOAD,2021-05-21
StarLink,STARLINK-65,44276,2020-10-21T01:35:09.981600,16.33268807,0.00069980,52.9911,314.6487,54.3360,308.5648,0.00158210000000,0.10298997,0.0000122470000,6561.906,88.166,188.363,179.179,7874,999,PAYLOAD,2020-10-21
StarLink,STARLINK-41,44277,2020-08-09T08:57:30.860640,16.37648131,0.00150130,52.9901,257.7587,227.2645,148.1546,0.00010000000000,0.01090556,0.0000122760000,6550.203,87.930,181.902,162.234,6811,999,PAYLOAD,2020-08-09
StarLink,STARLINK-67,44278,2020-05-27T08:59:56.976864,16.44125369,0.00054970,52.9725,113.8189,260.1827,100.3413,0.00124900000000,0.35214307,0.0000124660000,6532.988,87.584,158.444,151.262,5853,999,PAYLOAD,2020-05-27
StarLink,STARLINK-68,44279,2021-06-26T07:23:35.632320,16.34670081,0.00049730,52.9689,175.4485,244.1786,116.1520,0.00271100000000,0.20332303,0.0000121830000,6558.156,88.091,183.283,176.760,11756,999,PAYLOAD,2021-06-26
StarLink,STARLINK-38,44280,2020-09-05T23:23:26.123424,16.47885248,0.00069360,52.9948,167.2942,203.6675,156.8897,0.00086033000000,0.54219169,0.0000124910000,6523.047,87.384,149.436,140.387,7181,999,PAYLOAD,2020-09-06
StarLink,STARLINK-70,44281,2021-10-03T18:29:33.814464,16.37521636,0.00095910,52.9794,94.1679,277.7211,83.6915,0.00286720000000,0.29922206,0.0000123200000,6550.541,87.938,178.688,166.123,13247,999,PAYLOAD,2021-10-03
StarLink,STARLINK-80,44282,2022-05-03T18:33:47.809728,16.27325173,0.00107600,52.9933,197.4861,338.9386,21.6301,0.00376800000000,0.14007298,0.0000121850000,6577.875,88.489,206.818,192.662,16484,999,PAYLOAD,2022-05-04
StarLink,STARLINK-22,44236,2020-08-09T13:16:33.420576,16.42066597,0.00041780,52.9807,260.6619,316.6235,43.5158,0.00173110000000,0.30875389,0.0000124720000,6538.447,87.694,163.044,157.581,6921,999,PAYLOAD,2020-08-09
StarLink,STARLINK-56,44283,2020-09-10T05:05:57.835680,16.30933978,0.00110810,52.9873,144.6174,245.6054,114.6761,0.00078158000000,0.04079276,0.0000120860000,6568.168,88.292,197.311,182.754,7250,999,PAYLOAD,2020-09-10
StarLink,STARLINK-73,44284,2020-09-27T19:13:13.726848,16.36958608,0.00062160,52.9805,52.5060,304.8100,55.7759,0.00189950000000,0.18352570,0.0000123420000,6552.042,87.968,177.980,169.834,7531,999,PAYLOAD,2020-09-28
StarLink,STARLINK-50,44285,2020-09-17T00:06:06.467328,16.36583098,0.00095790,52.9930,116.6285,284.1140,76.3860,0.00206450000000,0.19360053,0.0000123100000,6553.044,87.988,181.186,168.632,7454,999,PAYLOAD,2020-09-17
StarLink,STARLINK-75,44286,2021-03-28T09:48:53.639424,16.39813578,0.00066000,52.9860,191.9313,344.8422,15.2425,0.00147730000000,0.19980176,0.0000124690000,6544.435,87.815,170.620,161.981,10549,999,PAYLOAD,2021-03-28
StarLink,STARLINK-76,44287,2021-09-26T14:04:34.023360,16.43523148,0.00036630,52.9578,116.7260,96.3451,319.5267,0.00140770000000,0.32671130,0.0000124580000,6534.584,87.617,158.843,154.056,13263,999,PAYLOAD,2021-09-26
StarLink,STARLINK-79,44288,2020-10-03T03:37:32.781504,16.35147155,0.00112900,53.0185,25.7052,24.5528,336.4797,0.00195910000000,0.15802477,0.0000124010000,6556.880,88.065,186.148,171.342,7724,999,PAYLOAD,2020-10-03
StarLink,STARLINK-48,44289,2021-04-18T13:48:16.992288,16.38335892,0.00084840,52.9905,201.5628,323.9147,36.3798,0.00309870000000,0.35374924,0.0000124320000,6548.370,87.894,175.791,164.679,10722,999,PAYLOAD,2021-04-18
StarLink,STARLINK-78,44290,2020-09-16T01:30:02.655936,16.31563382,0.00094310,52.9953,114.2818,279.9412,80.2003,0.00251330000000,0.13881108,0.0000121600000,6566.478,88.258,194.536,182.150,7450,999,PAYLOAD,2020-09-16
StarLink,STARLINK-77,44291,2020-10-01T18:27:34.776000,16.25812661,0.00101120,53.0062,41.1241,318.4102,41.6168,0.00244730000000,0.07937680,0.0000120690000,6581.953,88.571,210.474,197.163,7689,999,PAYLOAD,2020-10-02
StarLink,STARLINK-81,44292,2020-10-04T12:11:26.209536,16.41939938,0.00040300,53.0143,29.8577,69.3330,291.2958,0.00181490000000,0.31824522,0.0000124390000,6538.784,87.701,163.284,158.013,7730,999,PAYLOAD,2020-10-04
StarLink,STARLINK-74,44293,2020-09-28T18:35:08.710368,16.29892189,0.00020760,52.9971,48.1405,323.1313,37.5805,0.00245340000000,0.11359350,0.0000121150000,6570.966,88.349,194.195,191.467,7653,999,PAYLOAD,2020-09-29
StarLink,STARLINK-53,44294,2020-09-25T22:15:25.690752,16.36544709,0.00038020,52.9797,67.4343,280.7809,81.1246,0.00172040000000,0.15779032,0.0000122830000,6553.147,87.990,177.503,172.520,7600,999,PAYLOAD,2020-09-26
StarLink,STARLINK-23,44237,2020-09-02T05:50:39.789312,16.40837491,0.00045510,52.9945,186.9776,271.9057,198.4437,0.00152990000000,0.23336896,0.0000123910000,6541.712,87.760,166.554,160.600,7120,999,PAYLOAD,2020-09-02
StarLink,STARLINK-24,44238,2022-10-24T02:45:44.392032,16.35579023,0.00071290,52.9908,211.8922,210.8041,289.1727,0.00414320000000,0.34454348,0.0000121420000,6555.726,88.042,182.265,172.918,18984,999,PAYLOAD,2022-10-24
StarLink,STARLINK-25,44239,2020-09-01T07:12:09.420192,16.43061467,0.00028660,53.0083,191.8643,256.4190,224.7475,0.00377680000000,0.76604941,0.0000124410000,6535.808,87.641,159.546,155.800,7098,999,PAYLOAD,2020-09-01
StarLink,STARLINK-26,44240,2021-04-10T10:04:00.819552,16.41561846,0.00048430,52.9634,161.2403,7.8568,353.8836,0.00123280000000,0.20637293,0.0000124920000,6539.788,87.721,164.820,158.486,10601,999,PAYLOAD,2021-04-10
StarLink,STARLINK-27,44241,2020-09-25T23:58:24.572928,16.44528987,0.00050130,52.9952,62.9276,292.5876,67.3813,0.00090269000000,0.27533098,0.0000125220000,6531.919,87.563,157.058,150.509,7502,999,PAYLOAD,2020-09-26
StarLink,STARLINK-28,44242,2020-08-21T07:11:00.591360,16.52223162,0.00060300,52.9881,190.9995,255.8328,104.4665,0.00010198000000,0.13214775,0.0000126810000,6511.624,87.155,137.416,129.563,7008,999,PAYLOAD,2020-08-21
StarLink,STARLINK-29,44243,2020-10-13T17:09:39.946752,16.50981164,0.00081050,52.9786,228.8138,330.1078,31.0927,0.00010982000000,0.11982673,0.0000127910000,6514.890,87.220,142.035,131.474,7928,999,PAYLOAD,2020-10-13
StarLink,STARLINK-30,44244,2020-10-13T02:56:59.566560,16.43170483,0.00037110,52.9708,332.0356,120.7278,242.0157,0.00221390000000,0.47180237,0.0000124260000,6535.519,87.635,159.809,154.958,7775,999,PAYLOAD,2020-10-13
StarLink,STARLINK-21,44245,2020-09-21T23:33:30.923424,16.42788868,0.00068650,53.0037,83.3120,333.5091,155.9539,0.00145390000000,0.31154212,0.0000125420000,6536.531,87.655,162.883,153.908,7436,999,PAYLOAD,2020-09-22
StarLink,STARLINK-46,44246,2020-02-20T12:53:54.492000,16.40063924,0.00269630,52.9662,262.5732,244.6149,115.2104,0.00076906000000,0.17658540,0.0000121750000,6543.769,87.801,183.278,147.990,4270,999,PAYLOAD,2020-02-20
StarLink,STARLINK-33,44247,2020-08-29T03:01:31.755936,16.51840845,0.00077400,52.9823,151.0046,270.8593,89.2750,0.00013439000000,0.16714812,0.0000126980000,6512.629,87.175,139.535,129.453,7137,999,PAYLOAD,2020-08-29
StarLink,STARLINK-34,44248,2020-09-02T21:35:24.900000,16.46912557,0.00036830,52.9949,139.2923,270.3120,109.3827,0.00101580000000,0.49940950,0.0000125570000,6525.615,87.436,149.883,145.077,7185,999,PAYLOAD,2020-09-03
StarLink,STARLINK-61,44249,2022-07-29T00:44:35.084832,16.34444947,0.00035730,52.9420,215.1003,169.2727,297.2850,0.00352320000000,0.25740958,0.0000121560000,6558.759,88.103,182.967,178.280,17719,999,PAYLOAD,2022-07-29
StarLink,STARLINK-36,44250,2020-09-15T22:00:01.999584,16.26094342,0.00092340,52.9869,115.1258,267.0021,304.7602,0.00011690000000,0.00384114,0.0000119780000,6581.193,88.555,209.135,196.981,7336,999,PAYLOAD,2020-09-15
StarLink,STARLINK-37,44251,2020-09-16T01:21:06.048000,16.36747412,0.00095500,52.9632,112.3361,277.6232,82.3871,0.00032764000000,0.03126518,0.0000122760000,6552.606,87.979,180.728,168.213,7337,999,PAYLOAD,2020-09-16
StarLink,STARLINK-71,44252,2022-10-23T09:15:15.078816,16.32897644,0.00060160,52.9739,210.0867,197.3842,272.4749,0.00446110000000,0.27897868,0.0000120730000,6562.901,88.187,188.714,180.818,18980,999,PAYLOAD,2022-10-23
StarLink,STARLINK-39,44253,2020-09-17T01:30:54.141696,16.34792538,0.00104030,52.9927,108.7029,283.3728,218.5631,0.00028261000000,0.02181884,0.0000122210000,6557.828,88.084,186.515,172.871,7357,999,PAYLOAD,2020-09-18
StarLink,STARLINK-32,44254,2020-09-12T01:13:36.104448,16.48299762,0.00073300,52.9893,135.7261,230.4654,130.1450,0.00080031000000,0.54783783,0.0000125280000,6521.953,87.362,148.599,139.038,7272,999,PAYLOAD,2020-09-12
StarLink,STARLINK-66,44255,2020-08-21T04:19:04.322496,16.51444328,0.00057990,52.9990,193.8711,267.9489,92.4984,0.00012961000000,0.14819503,0.0000126800000,6513.671,87.196,139.314,131.759,7000,999,PAYLOAD,2020-08-21
StarLink,STARLINK-42,44256,2020-09-16T03:58:44.164416,16.44452279,0.00295170,52.9964,65.2221,24.7473,336.0349,0.00019197000000,0.10945764,0.0000129360000,6532.122,87.567,173.268,134.706,7403,999,PAYLOAD,2020-09-16
StarLink,STARLINK-43,44257,2022-01-26T23:29:05.545824,16.52216489,0.00514980,52.9787,233.9804,182.5337,329.9097,0.00031058000000,0.77821569,0.0000119130000,6511.642,87.156,167.041,99.974,15078,999,PAYLOAD,2022-01-27
StarLink,STARLINK-40,44258,2020-09-05T18:52:30.702144,16.55583557,0.00249290,52.9853,168.5270,165.7220,288.7645,0.00046875000000,0.99999999,0.0000125070000,6502.810,86.978,140.886,108.464,7175,999,PAYLOAD,2020-09-05
StarLink,STARLINK-1007,44713,2024-10-02T14:54:18.306144,16.29877576,0.00083240,53.0382,329.7306,5.1336,119.9714,0.00584390000000,0.27315559,0.0000122250000,6571.006,88.350,198.341,187.401,27070,999,PAYLOAD,2024-10-02
StarLink,STARLINK-1032,44737,2025-03-25T17:09:24.774912,16.38108285,0.00049970,53.0302,272.0337,292.5814,165.3940,0.00088542000000,0.09721750,0.0000123420000,6548.977,87.906,174.114,167.569,29689,999,PAYLOAD,2025-03-26
StarLink,STARLINK-1033,44738,2023-10-08T00:28:38.172000,16.33786250,0.00075540,53.0523,135.1834,261.8968,246.3231,0.00415650000000,0.28591592,0.0000121720000,6560.521,88.139,187.342,177.430,21653,999,PAYLOAD,2023-10-08
StarLink,STARLINK-1034,44739,2023-09-11T05:00:51.039648,16.37412210,0.00191640,52.9355,222.6522,172.1446,213.3480,0.00123950000000,0.13658042,0.0000119800000,6550.832,87.944,185.251,160.143,21287,999,PAYLOAD,2023-09-11
StarLink,STARLINK-1035,44740,2025-04-12T06:38:35.147616,16.47505828,0.00026050,53.0254,202.2679,326.6177,131.4675,0.00037061000000,0.20108188,0.0000126070000,6524.049,87.405,147.613,144.214,29941,999,PAYLOAD,2025-04-12
StarLink,STARLINK-1036,44741,2026-03-11T11:24:35.032608,15.56350906,0.00039300,53.0487,179.9033,298.5617,61.4997,0.00129510000000,0.00093547,0.0000000000000,6776.366,92.524,400.894,395.567,34900,999,PAYLOAD,
StarLink,STARLINK-1037,44742,2023-05-12T19:51:52.308000,16.44535964,0.00188820,52.9167,81.5191,85.7292,10.0890,0.00072129000000,0.31719625,0.0000125180000,6531.901,87.563,166.099,141.432,19412,999,PAYLOAD,2023-05-13
StarLink,STARLINK-1038,44743,2025-02-07T15:27:20.797344,16.39264901,0.00007660,53.0311,162.2321,315.4479,177.5727,0.00070040000000,0.08757349,0.0000123510000,6545.896,87.844,168.262,167.259,28934,999,PAYLOAD,2025-02-08
StarLink,STARLINK-1039,44744,2026-03-11T09:19:39.518976,15.21909359,0.00027960,53.0508,207.2868,180.3984,179.7010,0.00244340000000,0.00056464,0.0000000000000,6878.219,94.618,502.007,498.161,34861,999,PAYLOAD,
StarLink,STARLINK-1040,44745,2020-09-02T18:35:47.421888,16.52708336,0.00068850,52.9611,104.7789,265.0997,95.3587,0.00015628000000,0.21998659,0.0000127120000,6510.350,87.129,136.697,127.733,4707,999,PAYLOAD,2020-09-03
StarLink,STARLINK-1041,44746,2024-09-07T12:19:34.543200,16.34059545,0.00138450,53.0253,109.0608,202.2812,241.2309,0.00327830000000,0.23849555,0.0000119820000,6559.790,88.124,190.737,172.573,26652,999,PAYLOAD,2024-09-07
StarLink,STARLINK-1042,44747,2026-03-11T07:55:12.545184,15.49902672,0.00018250,53.0437,86.9239,107.3707,252.7501,0.00048962000000,0.00027455,0.0000000000000,6795.148,92.909,418.253,415.772,35032,999,PAYLOAD,
StarLink,STARLINK-1043,44748,2026-03-11T11:00:49.295232,15.53812654,0.00020030,53.0517,185.9634,77.0006,283.1228,0.00056221000000,0.00036437,0.0000000000000,6783.743,92.675,406.967,404.250,34892,999,PAYLOAD,
StarLink,STARLINK-1044,44749,2021-10-15T15:06:29.824704,16.33228302,0.00029550,53.0277,151.8075,239.7235,122.5536,0.00190600000000,0.12258443,0.0000121510000,6562.015,88.169,185.819,181.941,10747,999,PAYLOAD,2021-10-15
StarLink,STARLINK-1045,44750,2021-04-23T05:08:44.547936,16.38218237,0.00047850,52.9635,168.4884,272.2723,87.9233,0.00254310000000,0.28281060,0.0000123210000,6548.684,87.900,173.682,167.415,8171,999,PAYLOAD,2021-04-23
StarLink,STARLINK-1046,44751,2026-03-10T15:30:33.726816,15.43690174,0.00046564,53.0545,206.3063,177.3391,182.7640,0.00064901882000,0.00029439,0.0000000000000,6813.366,93.283,438.404,432.059,34856,999,PAYLOAD,
StarLink,STARLINK-1047,44752,2026-03-11T10:51:48.649824,15.32632623,0.00021610,53.0701,137.7742,210.0978,149.9899,0.00038214000000,0.00011861,0.0000000000000,6846.098,93.956,469.443,466.484,34961,999,PAYLOAD,
StarLink,STARLINK-1048,44753,2026-03-11T10:49:46.038720,15.53815860,0.00005100,53.0520,160.3400,173.0950,187.0066,0.00157880000000,0.00104081,0.0000000000000,6783.734,92.675,405.945,405.253,34927,999,PAYLOAD,
StarLink,STARLINK-1049,44754,2023-10-27T11:38:19.856256,16.33866160,0.00030320,53.0274,1.7292,17.5598,83.8412,0.00070761000000,0.04858212,0.0000122280000,6560.307,88.135,184.161,180.183,22011,999,PAYLOAD,2023-10-27
StarLink,STARLINK-1050,44755,2022-03-27T13:35:07.001664,16.45047160,0.00036220,53.0298,189.2044,326.2159,135.0631,0.00181030000000,0.59873300,0.0000125420000,6530.548,87.535,154.778,150.047,13135,999,PAYLOAD,2022-03-27
StarLink,STARLINK-1051,44756,2021-12-20T07:28:52.301280,16.29058133,0.00054480,53.0268,163.8503,326.1844,36.6435,0.00264420000000,0.11367391,0.0000121380000,6573.209,88.395,198.655,191.493,11811,999,PAYLOAD,2021-12-20
StarLink,STARLINK-1052,44757,2025-03-16T01:33:17.226144,16.31961354,0.00021870,53.0108,268.5845,301.9901,152.9561,0.00112700000000,0.06374108,0.0000121600000,6565.411,88.237,188.712,185.840,29609,999,PAYLOAD,2025-03-17
StarLink,STARLINK-1053,44758,2026-03-11T12:00:02.998944,15.93230379,0.00071950,53.0264,74.1809,64.5265,308.3854,0.00112940000000,0.00406940,0.0000755170000,6671.387,90.382,298.052,288.452,603,999,PAYLOAD,
StarLink,STARLINK-1054,44759,2025-11-20T06:15:59.745024,16.39822134,0.00047008,53.0197,285.7052,164.1383,195.9811,0.00056628859000,0.07617955,0.0000122825450,6544.413,87.814,169.354,163.201,33035,999,PAYLOAD,2025-11-20
StarLink,STARLINK-1055,44760,2025-01-12T13:50:22.356960,16.48462663,0.00042300,52.9730,185.7445,289.9215,188.3104,0.00029694000000,0.19890369,0.0000126270000,6521.524,87.354,146.148,140.630,28672,999,PAYLOAD,2025-01-12
StarLink,STARLINK-1008,44714,2026-03-11T12:49:19.719264,15.31027924,0.00016920,53.1578,170.1761,120.4739,239.6429,-0.00000115860000,-0.00000398,0.0000000000000,6850.881,94.054,473.905,471.587,34915,999,PAYLOAD,
StarLink,STARLINK-1056,44761,2025-11-08T13:59:43.550880,16.44462996,0.00051190,53.0238,331.5696,263.7280,96.3185,0.00035694000000,0.10754479,0.0000124770000,6532.094,87.567,157.303,150.615,33104,999,PAYLOAD,2025-11-08
StarLink,STARLINK-1057,44762,2025-10-04T00:05:00.259008,16.44390718,0.00046963,53.0286,123.2321,258.2987,101.7535,0.00037868769000,0.11099493,0.0000124678880,6532.286,87.570,157.218,151.083,32578,999,PAYLOAD,2025-10-04
StarLink,STARLINK-1058,44763,2025-04-04T10:08:30.278688,16.44988688,0.00074210,53.0213,244.7889,291.3365,116.4860,0.00062136000000,0.22289407,0.0000125480000,6530.702,87.539,157.414,147.721,29813,999,PAYLOAD,2025-04-04
StarLink,STARLINK-1059,44764,2024-12-08T00:47:58.510176,16.48478774,0.00030260,53.0451,313.3929,191.5173,286.9049,0.00033037000000,0.21779487,0.0000125470000,6521.482,87.353,145.320,141.373,28185,999,PAYLOAD,2024-12-08
StarLink,STARLINK-1060,44765,2026-02-14T03:19:19.153632,16.39209600,0.00051688,53.0244,238.4194,305.3063,160.2648,0.00056434455000,0.07058494,0.0000123863690,6546.043,87.847,171.291,164.524,34594,999,PAYLOAD,2026-02-14
StarLink,STARLINK-1061,44766,2025-02-06T19:11:50.871840,16.43867673,0.00058060,53.0335,155.7344,313.5790,178.3389,0.00042999000000,0.11523161,0.0000125360000,6533.671,87.598,159.330,151.743,28936,999,PAYLOAD,2025-02-07
StarLink,STARLINK-1062,44767,2025-03-29T11:29:48.127200,16.47040245,0.00075950,53.0164,273.9060,264.4530,184.5478,0.00034241000000,0.18638896,0.0000125460000,6525.278,87.430,152.099,142.187,29720,999,PAYLOAD,2025-03-29
StarLink,STARLINK-1063,44768,2026-03-09T18:03:14.732640,15.29959368,0.00012189,53.1603,219.1040,60.1573,299.9548,-0.02985753700000,-0.00812325,0.0000000000000,6854.071,94.120,476.771,475.100,34832,999,PAYLOAD,
StarLink,STARLINK-1064,44769,2022-02-10T21:21:12.684960,16.34346539,0.00024810,53.0345,356.8546,215.4574,145.3008,0.00322750000000,0.23298976,0.0000121720000,6559.022,88.109,182.514,179.260,12506,999,PAYLOAD,2022-02-11
StarLink,STARLINK-1065,44770,2023-04-20T17:39:29.032416,16.37686665,0.00077770,52.9765,207.2551,341.1082,146.3348,0.00286760000000,0.30266833,0.0000124250000,6550.101,87.929,177.060,166.872,19044,999,PAYLOAD,2023-04-21
StarLink,STARLINK-1067,44771,2026-03-11T11:46:43.742784,15.57966413,0.00039350,53.0517,195.4340,339.2280,20.8571,0.00143030000000,0.00110038,0.0000000000000,6771.680,92.428,396.210,390.881,34879,999,PAYLOAD,
StarLink,STARLINK-1068,44772,2026-03-11T14:00:01.999008,15.64269027,0.00034920,53.0468,170.6095,312.8950,293.2685,0.00140050000000,0.00137914,0.0000000000000,6753.479,92.056,377.702,372.986,592,999,PAYLOAD,
StarLink,STARLINK-1009,44715,2025-02-20T23:29:11.817600,16.41172483,0.00047160,53.0299,55.4341,191.0814,254.1824,0.00000000000000,-0.00003920,0.0000123940000,6540.822,87.742,165.772,159.603,29199,999,PAYLOAD,2025-02-21
StarLink,STARLINK-1010,44716,2025-11-15T09:04:47.417376,16.44501369,0.00015480,53.0263,253.7273,273.5151,86.5720,0.00031625000000,0.08752573,0.0000124890000,6531.993,87.565,154.869,152.846,33270,999,PAYLOAD,2025-11-15
StarLink,STARLINK-1011,44717,2025-12-06T00:42:39.389184,16.45144333,0.00067320,53.0288,205.3540,242.0271,118.0096,0.00028445000000,0.10366512,0.0000124520000,6530.291,87.530,156.552,147.759,33521,999,PAYLOAD,2025-12-06
StarLink,STARLINK-1012,44718,2026-03-11T10:48:30.699648,15.30206376,0.00003900,53.1635,170.6291,110.5558,249.5485,0.00005763800000,0.00001349,0.0000000000000,6853.333,94.105,475.465,474.931,34913,999,PAYLOAD,
StarLink,STARLINK-1013,44719,2025-09-01T02:56:58.680096,16.48582617,0.00074800,53.0317,254.9213,235.4607,124.5738,0.00016607693000,0.11986814,0.0000125293420,6521.208,87.348,147.951,138.195,32217,999,PAYLOAD,2025-09-01
StarLink,STARLINK-1014,44720,2025-07-15T17:18:32.390208,16.44703350,0.00093220,53.0100,84.7502,249.7005,214.4301,0.00046957000000,0.16642492,0.0000124390000,6531.458,87.554,159.411,147.234,31440,999,PAYLOAD,2025-07-15
StarLink,STARLINK-1015,44721,2025-10-03T21:39:26.376768,16.40724911,0.00040101,53.0278,97.1892,268.5585,91.5002,0.00064790113000,0.09727808,0.0000123805130,6542.012,87.766,166.500,161.253,32613,999,PAYLOAD,2025-10-04
StarLink,STARLINK-1016,44722,2023-02-09T19:19:07.354272,16.32045528,0.00077700,53.0438,165.4420,344.0748,154.6100,0.00364910000000,0.21032882,0.0000122690000,6565.185,88.233,192.152,181.949,17989,999,PAYLOAD,2023-02-09
StarLink,STARLINK-1017,44723,2026-03-11T12:15:03.483936,15.24403968,0.00014660,53.0558,163.0616,52.8343,307.2787,0.00199300000000,0.00049490,0.0000000000000,6870.713,94.463,493.585,491.571,34924,999,PAYLOAD,
StarLink,STARLINK-1019,44724,2026-03-11T10:42:14.692032,15.81876989,0.00007750,53.0426,127.8746,216.0428,144.0542,0.00068317000000,0.00142919,0.0000000000000,6703.270,91.031,325.654,324.615,34972,999,PAYLOAD,
StarLink,STARLINK-1020,44725,2026-03-11T11:56:43.073664,15.30211220,0.00010980,53.1607,195.4502,86.6657,273.4469,0.00025011000000,0.00007058,0.0000000000000,6853.319,94.105,475.936,474.431,34878,999,PAYLOAD,
StarLink,STARLINK-1021,44726,2025-10-11T07:57:54.355968,16.43857992,0.00038465,53.0257,64.7574,313.0560,47.0165,0.00042689058000,0.10796690,0.0000125134400,6533.697,87.599,158.075,153.049,32724,999,PAYLOAD,2025-10-11
StarLink,STARLINK-1022,44727,2023-07-29T19:26:32.132832,16.49981586,0.00234600,53.0301,131.7045,321.4403,89.3769,0.00047929000000,0.56805256,0.0000129260000,6517.521,87.274,154.676,124.096,20539,999,PAYLOAD,2023-07-29
StarLink,STARLINK-1023,44728,2021-12-20T08:21:51.524928,16.28816035,0.00119260,53.0564,197.0620,249.1406,111.0187,0.00266590000000,0.11407015,0.0000119840000,6573.860,88.408,203.565,187.886,11765,999,PAYLOAD,2021-12-20
