OBJECT_NAME,OBJECT_ID,anomaly_score,anomaly_factors,ECCENTRICITY,INCLINATION,BSTAR,MEAN_MOTION
STARLINK-1639,2020-057U,1,ECCENTRICITY=HIGH (0.000909 > 0.000535),0.0009089,53.0151,0.0003422,16.49896577
STARLINK-1640,2020-057BJ,1,ECCENTRICITY=HIGH (0.000814 > 0.000535),0.0008138,53.0506,0.0024678,15.5424804
STARLINK-1642,2020-057AP,1,ECCENTRICITY=HIGH (0.000651 > 0.000535),0.00065074,53.0212,0.00031282833,16.45810611
STARLINK-1645,2021-012C,1,ECCENTRICITY=HIGH (0.000942 > 0.000535),0.0009417,53.0415,0.00058096,15.82519805
STARLINK-1646,2020-062AC,1,ECCENTRICITY=HIGH (0.000571 > 0.000535),0.0005705,53.0468,0.0021714,15.55826536
STARLINK-1648,2020-070B,1,ECCENTRICITY=HIGH (0.000658 > 0.000535),0.0006578,53.0424,0.0012561,15.92237087
STARLINK-1649,2020-070W,1,ECCENTRICITY=HIGH (0.000746 > 0.000535),0.0007459,53.0042,0.0029024,16.29633022
STARLINK-1650,2020-070AT,1,ECCENTRICITY=HIGH (0.000897 > 0.000535),0.0008972,53.0214,0.0015423,16.42915184
STARLINK-1651,2020-062AT,1,ECCENTRICITY=HIGH (0.000642 > 0.000535),0.00064168,53.0202,0.00052075545,16.42914037
STARLINK-1652,2020-062AU,1,ECCENTRICITY=HIGH (0.001298 > 0.000535),0.0012977,53.0465,0.0018768,16.39292647
STARLINK-1653,2020-062AD,1,ECCENTRICITY=HIGH (0.000622 > 0.000535),0.0006221,53.0452,0.0022227,15.59626749
STARLINK-1660,2020-070AU,1,ECCENTRICITY=HIGH (0.000586 > 0.000535),0.00058614,53.0118,0.00039744593,16.44613833
STARLINK-1662,2020-062AW,1,ECCENTRICITY=HIGH (0.000765 > 0.000535),0.0007653,53.0327,0.0001,16.42343631
STARLINK-1666,2020-062AJ,1,ECCENTRICITY=HIGH (0.000606 > 0.000535),0.0006057,53.0477,0.0020607,15.58550313
STARLINK-1668,2020-070E,1,ECCENTRICITY=HIGH (0.000543 > 0.000535),0.0005431,53.0296,0.0027842,16.36122802
STARLINK-1669,2021-012E,1,ECCENTRICITY=HIGH (0.000859 > 0.000535),0.0008594,53.0359,0.0018224,15.76155155
STARLINK-1671,2020-070Y,1,ECCENTRICITY=HIGH (0.000799 > 0.000535),0.0007991,53.0141,0.00051823,16.46467522
STARLINK-1673,2020-062C,1,ECCENTRICITY=HIGH (0.000915 > 0.000535),0.0009148,53.0026,0.0003368,16.45128228
STARLINK-1674,2020-070Z,1,ECCENTRICITY=HIGH (0.000721 > 0.000535),0.0007206,53.03,0.0025337,16.37425545
STARLINK-1675,2020-070AV,1,ECCENTRICITY=HIGH (0.000575 > 0.000535),0.00057504,53.0201,0.00065916317,16.41476381
STARLINK-1680,2020-070AC,1,ECCENTRICITY=HIGH (0.000781 > 0.000535),0.0007808,53.04,0.0010867,15.76903157
STARLINK-1681,2020-070AD,1,ECCENTRICITY=HIGH (0.000854 > 0.000535),0.0008536,53.0485,0.0011436,15.78292911
STARLINK-1683,2020-070AY,1,ECCENTRICITY=HIGH (0.000721 > 0.000535),0.0007209,53.0099,0.0006939,15.8156649
STARLINK-1684,2020-070H,1,ECCENTRICITY=HIGH (0.001604 > 0.000535),0.0016043,53.0551,0.00067596,16.46645661
STARLINK-1685,2020-070J,1,ECCENTRICITY=HIGH (0.001172 > 0.000535),0.0011721,53.0581,0.0036837,16.33090103
STARLINK-1686,2020-062D,1,ECCENTRICITY=HIGH (0.000558 > 0.000535),0.0005583,53.044,0.00099851611,15.70757395
STARLINK-1688,2020-062AY,1,ECCENTRICITY=HIGH (0.001081 > 0.000535),0.0010805,53.0306,0.0037951,16.28298332
STARLINK-1689,2020-062AZ,1,ECCENTRICITY=HIGH (0.001141 > 0.000535),0.0011415,53.0123,0.00093903,16.33461248
STARLINK-1690,2020-062AK,1,ECCENTRICITY=HIGH (0.000861 > 0.000535),0.0008607,53.0229,0.0016703,16.36058045
STARLINK-1691,2020-062BA,1,ECCENTRICITY=HIGH (0.002500 > 0.000535),0.0024998,53.0406,0.00048391,16.49810577
STARLINK-1692,2020-070L,1,ECCENTRICITY=HIGH (0.000549 > 0.000535),0.00054903,53.0194,0.00054812684,16.42959819
STARLINK-1693,2020-070M,1,ECCENTRICITY=HIGH (0.000611 > 0.000535),0.0006112,53.0175,0.00040746,16.45417673
STARLINK-1694,2020-070N,1,ECCENTRICITY=HIGH (0.000536 > 0.000535),0.0005363,53.0259,0.00033642,16.48982657
STARLINK-1695,2020-062E,1,ECCENTRICITY=HIGH (0.000580 > 0.000535),0.00057984,53.0508,0.001836383,15.54566033
STARLINK-1697,2020-070Q,1,ECCENTRICITY=HIGH (0.000991 > 0.000535),0.0009908,53.0272,0.0012494,16.3251154
STARLINK-1698,2020-070R,1,ECCENTRICITY=HIGH (0.000903 > 0.000535),0.0009027,53.0216,0.0042057,16.34787944
STARLINK-1702,2020-070V,1,ECCENTRICITY=HIGH (0.001050 > 0.000535),0.0010495,52.9647,0.00077239,16.48963428
STARLINK-1706,2020-070AE,1,ECCENTRICITY=HIGH (0.001947 > 0.000535),0.0019473,52.9901,0.00098642,16.43156836
STARLINK-1710,2020-062F,1,ECCENTRICITY=HIGH (0.000660 > 0.000535),0.0006597,53.0162,0.00076683,16.38910115
STARLINK-1713,2020-062AM,1,ECCENTRICITY=HIGH (0.000673 > 0.000535),0.0006731,53.0327,0.00078815,16.38521427
STARLINK-1716,2020-073C,1,ECCENTRICITY=HIGH (0.000663 > 0.000535),0.0006633,53.0443,9.9796e-06,15.64913771
STARLINK-1717,2020-073D,1,BSTAR=HIGH (0.005017 > 0.004463),0.0001361,53.0285,0.0050173,16.26620237
STARLINK-1721,2020-062H,1,ECCENTRICITY=HIGH (0.000745 > 0.000535),0.0007454,53.0038,0.00046989,16.45881975
STARLINK-1722,2020-062AN,1,ECCENTRICITY=HIGH (0.000724 > 0.000535),0.0007237,53.0236,0.0006104,16.44122734
STARLINK-1723,2020-062J,1,ECCENTRICITY=HIGH (0.000584 > 0.000535),0.00058356,53.0308,0.00035779686,16.45467237
STARLINK-1726,2020-062AP,1,ECCENTRICITY=HIGH (0.000537 > 0.000535),0.0005369,53.0344,0.0013416,15.9809645
STARLINK-1729,2020-070BD,1,ECCENTRICITY=HIGH (0.001446 > 0.000535),0.0014459,53.0335,0.00025766,16.50583367
STARLINK-1734,2020-062A,1,ECCENTRICITY=HIGH (0.000607 > 0.000535),0.00060734,53.0034,0.00068890328,16.3999736
STARLINK-1738,2020-062M,1,ECCENTRICITY=HIGH (0.000712 > 0.000535),0.0007118,53.0204,0.0012217,16.19277963
STARLINK-1740,2020-070AL,1,ECCENTRICITY=HIGH (0.000553 > 0.000535),0.0005535,53.0268,0.00062041,16.4180257
STARLINK-1742,2020-062BD,1,ECCENTRICITY=HIGH (0.000723 > 0.000535),0.000723,53.0262,0.0012522,15.83116388
STARLINK-1744,2020-070BH,1,ECCENTRICITY=HIGH (0.001031 > 0.000535),0.0010309,53.0389,0.00051031,16.50797342
STARLINK-1745,2020-062BE,1,ECCENTRICITY=HIGH (0.000772 > 0.000535),0.0007721,53.0358,0.00161,16.36524688
STARLINK-1747,2020-070AP,1,ECCENTRICITY=HIGH (0.000537 > 0.000535),0.0005367,53.0282,0.0010326,16.50892994
STARLINK-1748,2020-070AQ,1,ECCENTRICITY=HIGH (0.000576 > 0.000535),0.0005759,52.9881,0.0016267,16.34794384
STARLINK-1749,2020-070BK,1,ECCENTRICITY=HIGH (0.000749 > 0.000535),0.0007487,53.0189,0.000478,16.45663399
STARLINK-1750,2020-062N,1,ECCENTRICITY=HIGH (0.000644 > 0.000535),0.0006444,53.0217,0.00030997,16.46245969
STARLINK-1751,2020-062BF,1,ECCENTRICITY=HIGH (0.000654 > 0.000535),0.0006538,53.0287,0.0035619,16.32048383
STARLINK-1753,2020-070AR,1,ECCENTRICITY=HIGH (0.000753 > 0.000535),0.0007526,53.0312,0.0030211,16.39393126
STARLINK-1754,2020-070BL,1,ECCENTRICITY=HIGH (0.000905 > 0.000535),0.0009052,53.0329,0.0035949,16.35980005
STARLINK-1756,2020-062BG,1,ECCENTRICITY=HIGH (0.001285 > 0.000535),0.0012845,53.0099,0.0011437,16.42612458
STARLINK-1757,2020-062Q,1,ECCENTRICITY=HIGH (0.002074 > 0.000535),0.0020743,53.0241,0.0012515,16.43596696
STARLINK-1758,2020-062BH,1,ECCENTRICITY=HIGH (0.000701 > 0.000535),0.0007011,53.0256,0.0007862,16.42175163
STARLINK-1760,2020-062S,1,ECCENTRICITY=HIGH (0.000599 > 0.000535),0.000599,53.0286,0.00046978,16.44382374
STARLINK-1761,2021-012G,1,ECCENTRICITY=HIGH (0.001462 > 0.000535),0.0014622,53.0305,0.00025114,16.47248742
STARLINK-1766,2020-073H,1,ECCENTRICITY=HIGH (0.002369 > 0.000535),0.0023688,53.0263,0.00062886,16.50969968
STARLINK-1768,2020-062BJ,1,ECCENTRICITY=HIGH (0.002923 > 0.000535),0.0029226,52.9854,0.00033324,16.47033332
STARLINK-1772,2020-073J,1,ECCENTRICITY=HIGH (0.000744 > 0.000535),0.0007438,53.0395,0.0010634,16.45355
STARLINK-1773,2020-073K,1,ECCENTRICITY=HIGH (0.000691 > 0.000535),0.0006915,53.0104,0.00026364,16.5225474
STARLINK-1774,2020-073L,1,ECCENTRICITY=HIGH (0.000884 > 0.000535),0.0008844,53.0214,0.000841,16.49006033
STARLINK-1776,2020-073N,1,ECCENTRICITY=HIGH (0.000696 > 0.000535),0.0006955,53.0273,0.00092856,16.36432438
STARLINK-1778,2020-073P,1,ECCENTRICITY=HIGH (0.001264 > 0.000535),0.0012641,53.0363,0.0024443,16.40698884
STARLINK-1779,2020-088B,1,ECCENTRICITY=HIGH (0.001016 > 0.000535),0.0010161,53.0409,0.0024444,16.34338817
STARLINK-1782,2021-009A,1,ECCENTRICITY=HIGH (0.000558 > 0.000535),0.0005578,53.0394,0.0008691,16.38496757
STARLINK-1783,2020-073S,1,BSTAR=HIGH (0.004574 > 0.004463),0.0002354,53.0447,0.0045736,16.23328042
STARLINK-1785,2020-088C,1,ECCENTRICITY=HIGH (0.000663 > 0.000535),0.0006625,53.0264,0.00086726,16.39567584
STARLINK-1787,2020-088D,1,ECCENTRICITY=HIGH (0.000951 > 0.000535),0.0009508,53.0646,0.0017292,16.39348706
STARLINK-1789,2020-073W,1,ECCENTRICITY=HIGH (0.000731 > 0.000535),0.0007305,53.0221,0.00043071,16.4397432
STARLINK-1791,2020-073Y,1,ECCENTRICITY=HIGH (0.000769 > 0.000535),0.0007692,53.0261,0.00050266,16.44863811
STARLINK-1793,2020-073AA,1,ECCENTRICITY=HIGH (0.000670 > 0.000535),0.0006704,53.0355,0.00071431,16.41689244
STARLINK-1796,2020-073AD,1,ECCENTRICITY=HIGH (0.002075 > 0.000535),0.0020752,53.0257,0.00010741,16.47119031
STARLINK-1801,2020-073AH,1,ECCENTRICITY=HIGH (0.000556 > 0.000535),0.0005558,53.0451,0.00027058,15.72081558
STARLINK-1803,2020-073AK,1,ECCENTRICITY=HIGH (0.000667 > 0.000535),0.0006667,53.0191,0.0010505,16.38094899
STARLINK-1806,2021-009B,1,ECCENTRICITY=HIGH (0.000955 > 0.000535),0.0009553,53.0302,0.0014414,16.4025785
STARLINK-1808,2020-073AP,1,ECCENTRICITY=HIGH (0.000693 > 0.000535),0.0006929,53.0151,0.00062444,16.44115334
STARLINK-1814,2020-073AU,1,ECCENTRICITY=HIGH (0.000982 > 0.000535),0.0009824,53.0356,0.00098952,15.96820017
STARLINK-1818,2020-073AY,1,ECCENTRICITY=HIGH (0.001101 > 0.000535),0.0011012,53.02,0.00028357,16.4721261
STARLINK-1819,2020-073A,1,ECCENTRICITY=HIGH (0.001186 > 0.000535),0.0011864,53.0515,0.0026642,16.28223676
STARLINK-1820,2020-073AZ,1,ECCENTRICITY=HIGH (0.000620 > 0.000535),0.0006196,53.0386,0.0010395,15.88951985
STARLINK-1823,2020-073BC,1,ECCENTRICITY=HIGH (0.000902 > 0.000535),0.0009024,53.0403,0.0026916,16.37229523
STARLINK-1824,2020-073BD,1,ECCENTRICITY=HIGH (0.000935 > 0.000535),0.0009348,52.9856,0.0007362,16.2578029
STARLINK-1827,2020-073BG,1,ECCENTRICITY=HIGH (0.000743 > 0.000535),0.0007431,53.0033,0.0010431,16.45081037
STARLINK-1829,2020-073BJ,1,ECCENTRICITY=HIGH (0.000990 > 0.000535),0.00099,53.0185,0.0010124,16.4343117
STARLINK-1833,2020-074W,1,ECCENTRICITY=HIGH (0.000553 > 0.000535),0.0005534,53.0278,0.00043297,16.47044187
STARLINK-1834,2020-074AU,1,ECCENTRICITY=HIGH (0.000806 > 0.000535),0.0008056,53.0338,0.0010569,16.37178269
STARLINK-1835,2020-074AV,1,ECCENTRICITY=HIGH (0.000562 > 0.000535),0.000562,53.046,0.001324,15.58919209
STARLINK-1836,2020-088F,1,ECCENTRICITY=HIGH (0.000564 > 0.000535),0.0005638,53.0447,0.0020636,16.38136078
STARLINK-1839,2020-088J,1,ECCENTRICITY=HIGH (0.000677 > 0.000535),0.0006767,53.021,0.00087303,16.43942311
STARLINK-1840,2020-088K,1,ECCENTRICITY=HIGH (0.000684 > 0.000535),0.0006843,53.0417,0.0030643,16.2840087
STARLINK-1841,2020-073BM,1,ECCENTRICITY=HIGH (0.000624 > 0.000535),0.0006244,53.0411,0.00053587,16.52992505
STARLINK-1842,2020-088L,1,ECCENTRICITY=HIGH (0.001204 > 0.000535),0.001204,53.037,0.00085446,16.4658811
STARLINK-1846,2020-088Q,1,ECCENTRICITY=HIGH (0.000802 > 0.000535),0.0008015,53.0267,0.00083205,16.3775781
STARLINK-1847,2020-074A,1,ECCENTRICITY=HIGH (0.000795 > 0.000535),0.0007949,53.0227,0.00098088,16.45376551
STARLINK-1848,2020-074B,1,ECCENTRICITY=HIGH (0.000649 > 0.000535),0.0006491,53.0202,0.00062757,16.41157069
STARLINK-1849,2020-088R,1,ECCENTRICITY=HIGH (0.000683 > 0.000535),0.0006829,53.029,0.0011653,16.29635817
STARLINK-1854,2020-088V,1,ECCENTRICITY=HIGH (0.000585 > 0.000535),0.000585,53.0268,0.00053835,16.42122864
STARLINK-1855,2020-088W,1,ECCENTRICITY=HIGH (0.001354 > 0.000535),0.0013538,53.0412,0.0027296,16.28633317
STARLINK-1856,2020-088X,1,ECCENTRICITY=HIGH (0.000667 > 0.000535),0.0006673,53.0515,0.0022342,15.49480523
STARLINK-1858,2020-088Z,1,ECCENTRICITY=HIGH (0.000851 > 0.000535),0.0008508,53.0291,0.004139,16.3363126
STARLINK-1860,2020-088AB,1,ECCENTRICITY=HIGH (0.001033 > 0.000535),0.0010331,52.9886,0.0012573,16.35746701
STARLINK-1861,2020-088AC,1,ECCENTRICITY=HIGH (0.000538 > 0.000535),0.0005383,53.0197,0.00050079,16.4454373
STARLINK-1862,2020-088AD,1,ECCENTRICITY=HIGH (0.000768 > 0.000535),0.000768,53.0221,0.00078618,16.39588131
STARLINK-1863,2020-088AE,1,ECCENTRICITY=HIGH (0.000574 > 0.000535),0.0005736,53.0205,0.00076338,16.39214133
STARLINK-1864,2020-088AF,1,ECCENTRICITY=HIGH (0.000598 > 0.000535),0.0005981,53.0223,0.00058209,16.43579509
STARLINK-1865,2020-074C,1,ECCENTRICITY=HIGH (0.000925 > 0.000535),0.0009253,53.029,0.0012153,16.2913342
STARLINK-1866,2020-088AG,1,ECCENTRICITY=HIGH (0.000667 > 0.000535),0.0006668,53.0023,0.00039985,16.4458697
STARLINK-1867,2020-088AH,1,ECCENTRICITY=HIGH (0.001109 > 0.000535),0.0011091,53.0161,0.00037506,16.45683032
STARLINK-1868,2020-088AJ,1,ECCENTRICITY=HIGH (0.000902 > 0.000535),0.0009019,53.0419,0.0016779,16.43074321
STARLINK-1870,2020-088AL,1,ECCENTRICITY=HIGH (0.000959 > 0.000535),0.0009593,53.0262,0.0030527,16.33312256
STARLINK-1872,2020-074D,1,ECCENTRICITY=HIGH (0.000892 > 0.000535),0.0008922,53.0269,0.0027139,16.35150253
STARLINK-1873,2020-088AN,1,ECCENTRICITY=HIGH (0.000807 > 0.000535),0.0008069,53.0477,0.0011784,15.57339238
STARLINK-1874,2020-088AP,1,ECCENTRICITY=HIGH (0.001545 > 0.000535),0.0015449,53.0685,0.00084336,16.49563746
STARLINK-1875,2020-088AQ,1,ECCENTRICITY=HIGH (0.000647 > 0.000535),0.0006475,53.0303,0.0019945,16.38456062
STARLINK-1877,2020-088AS,1,ECCENTRICITY=HIGH (0.001136 > 0.000535),0.0011355,53.0171,0.00028416,16.47833997
STARLINK-1879,2020-088AU,1,ECCENTRICITY=HIGH (0.000888 > 0.000535),0.000888,53.0094,0.00094986,16.39176706
STARLINK-1880,2020-088AV,1,ECCENTRICITY=HIGH (0.000764 > 0.000535),0.000764,53.0243,0.00061861,16.43313928
STARLINK-1882,2020-074AX,1,ECCENTRICITY=HIGH (0.000608 > 0.000535),0.0006078,53.0528,0.0021495,15.62541055
STARLINK-1883,2020-074AY,1,ECCENTRICITY=HIGH (0.000936 > 0.000535),0.0009362,53.0295,0.00042096,16.46053685
STARLINK-1886,2020-088AZ,1,ECCENTRICITY=HIGH (0.000617 > 0.000535),0.000617,53.0528,0.0010068,16.46835505
STARLINK-1889,2020-088BC,1,ECCENTRICITY=HIGH (0.000632 > 0.000535),0.0006319,53.0306,0.0040205,16.26177084
STARLINK-1890,2020-088BD,1,ECCENTRICITY=HIGH (0.000738 > 0.000535),0.0007382,53.0081,0.00028086,16.45910676
STARLINK-1895,2020-088BF,1,ECCENTRICITY=HIGH (0.000597 > 0.000535),0.0005973,53.034,0.00061492,16.43066884
STARLINK-1897,2020-074Y,1,ECCENTRICITY=HIGH (0.000873 > 0.000535),0.0008725,53.041,0.00091011,16.41686468
STARLINK-1899,2020-074BA,1,ECCENTRICITY=HIGH (0.000653 > 0.000535),0.0006532,53.02,0.0014562,16.40922832
STARLINK-1900,2020-088BG,1,ECCENTRICITY=HIGH (0.001091 > 0.000535),0.001091,53.0596,0.00090621,16.45525817
STARLINK-1902,2020-074AA,1,ECCENTRICITY=HIGH (0.000537 > 0.000535),0.0005374,53.0043,0.000878,16.48525241
STARLINK-1903,2020-074AB,1,ECCENTRICITY=HIGH (0.000576 > 0.000535),0.0005756,52.9944,0.00093897,16.33816165
STARLINK-1906,2020-074AC,1,ECCENTRICITY=HIGH (0.000779 > 0.000535),0.0007789,53.0328,0.00091567,16.38797151
STARLINK-1907,2020-088BH,1,ECCENTRICITY=HIGH (0.000989 > 0.000535),0.0009893,53.015,0.00046944,16.45997355
STARLINK-1908,2020-074J,1,ECCENTRICITY=HIGH (0.000830 > 0.000535),0.0008304,53.0181,0.0012197,16.34287441
STARLINK-1910,2020-074K,1,ECCENTRICITY=HIGH (0.002167 > 0.000535),0.002167,53.0009,0.0015314,16.33376938
STARLINK-1912,2020-088BJ,1,ECCENTRICITY=HIGH (0.000765 > 0.000535),0.00076536,53.0519,0.0021470997,15.56141318
STARLINK-1914,2020-088BL,1,ECCENTRICITY=HIGH (0.000887 > 0.000535),0.0008872,53.0402,0.0030219,16.31518727
STARLINK-1915,2020-074M,1,ECCENTRICITY=HIGH (0.001144 > 0.000535),0.0011441,53.0425,0.0014304,16.41727675
STARLINK-1916,2020-074AD,1,ECCENTRICITY=HIGH (0.000911 > 0.000535),0.0009108,53.0333,0.0004991,16.44866309
STARLINK-1917,2020-074AE,1,ECCENTRICITY=HIGH (0.000608 > 0.000535),0.0006083,53.0359,0.0005377,16.44255836
STARLINK-1918,2020-074AF,1,ECCENTRICITY=HIGH (0.002913 > 0.000535),0.0029132,53.0218,0.00021938,16.51411414
STARLINK-1919,2020-074AG,1,ECCENTRICITY=HIGH (0.000578 > 0.000535),0.0005777,53.0374,0.0032486,16.34796425
STARLINK-1920,2020-074N,1,ECCENTRICITY=HIGH (0.001231 > 0.000535),0.001231,53.0036,0.0020579,16.35945919
STARLINK-1921,2020-074P,1,ECCENTRICITY=HIGH (0.000708 > 0.000535),0.0007084,53.034,0.00062186,16.41354407
STARLINK-1923,2020-074R,1,ECCENTRICITY=HIGH (0.000704 > 0.000535),0.0007043,53.0296,0.001194,16.37847989
STARLINK-1924,2020-074S,1,ECCENTRICITY=HIGH (0.000864 > 0.000535),0.0008635,53.0267,0.0006147,16.41959269
STARLINK-1925,2020-074T,1,ECCENTRICITY=HIGH (0.000841 > 0.000535),0.0008408,53.0138,0.0012239,16.48268014
STARLINK-1927,2020-088BM,1,ECCENTRICITY=HIGH (0.001413 > 0.000535),0.0014127,53.0509,0.0011873,16.38298537
STARLINK-1929,2020-074BB,1,ECCENTRICITY=HIGH (0.002414 > 0.000535),0.0024138,53.0145,0.00062128,16.46739593
STARLINK-1930,2020-074BC,1,ECCENTRICITY=HIGH (0.000882 > 0.000535),0.0008819,53.0188,0.0011028,16.34518778
STARLINK-1932,2020-074AH,1,ECCENTRICITY=HIGH (0.000728 > 0.000535),0.0007276,53.0262,0.0011393,16.43948716
STARLINK-1933,2020-074BE,1,ECCENTRICITY=HIGH (0.000767 > 0.000535),0.0007673,53.034,0.0010831,16.30758744
STARLINK-1935,2020-074AJ,1,ECCENTRICITY=HIGH (0.001110 > 0.000535),0.0011103,53.0413,0.0011212,16.45403155
STARLINK-1936,2020-074AK,1,ECCENTRICITY=HIGH (0.000714 > 0.000535),0.0007145,53.033,0.000575,16.4393126
STARLINK-1937,2020-074AL,1,ECCENTRICITY=HIGH (0.000711 > 0.000535),0.0007112,53.0302,0.0015869,16.43154917
STARLINK-1938,2021-009D,1,ECCENTRICITY=HIGH (0.000639 > 0.000535),0.0006389,53.0204,0.00053694,16.43646985
STARLINK-1939,2020-074AM,1,ECCENTRICITY=HIGH (0.000993 > 0.000535),0.0009929,53.0171,0.002405,16.38531595
STARLINK-1946,2020-074AP,1,ECCENTRICITY=HIGH (0.000579 > 0.000535),0.0005794,53.0219,0.0024749,16.41989887
STARLINK-1948,2020-074BM,1,ECCENTRICITY=HIGH (0.001259 > 0.000535),0.0012587,52.9837,0.0004686,16.44594925
STARLINK-1949,2020-074AQ,1,ECCENTRICITY=HIGH (0.000909 > 0.000535),0.0009085,53.0424,0.0036768,16.24403207
STARLINK-1950,2020-074AR,1,ECCENTRICITY=HIGH (0.000993 > 0.000535),0.0009929,53.0237,0.0020389,16.3809109
STARLINK-1952,2021-005A,1,ECCENTRICITY=HIGH (0.000662 > 0.000535),0.0006623,53.0016,0.0017861,16.44537875
STARLINK-1953,2021-009G,1,ECCENTRICITY=HIGH (0.000755 > 0.000535),0.0007547,53.0321,0.00087064,16.40181792
STARLINK-1956,2021-009K,1,ECCENTRICITY=HIGH (0.000595 > 0.000535),0.0005954,53.0338,0.0010364,16.25720337
STARLINK-1959,2021-009N,1,ECCENTRICITY=HIGH (0.001026 > 0.000535),0.0010257,53.0139,0.00035472,16.45861438
STARLINK-1960,2021-009P,1,ECCENTRICITY=HIGH (0.000991 > 0.000535),0.0009905,53.0201,0.00044478,16.45149143
STARLINK-1961,2021-009Q,1,ECCENTRICITY=HIGH (0.000622 > 0.000535),0.0006219,53.0237,0.00076125,16.41161504
STARLINK-1962,2021-009R,1,ECCENTRICITY=HIGH (0.000812 > 0.000535),0.0008122,53.0449,0.0015475,15.62557338
STARLINK-1963,2021-009S,1,ECCENTRICITY=HIGH (0.000612 > 0.000535),0.0006117,53.0215,0.00038564,16.46808234
STARLINK-1965,2021-009U,1,ECCENTRICITY=HIGH (0.000773 > 0.000535),0.0007733,53.0134,0.0012797,15.82860292
STARLINK-1966,2021-009V,1,ECCENTRICITY=HIGH (0.000795 > 0.000535),0.0007947,53.0012,0.00041151,16.43557308
STARLINK-1968,2021-009X,1,ECCENTRICITY=HIGH (0.000701 > 0.000535),0.0007006,53.0413,0.003676,16.25274572
STARLINK-1970,2021-009Z,1,ECCENTRICITY=HIGH (0.001030 > 0.000535),0.0010305,53.0329,0.0010862,16.32529484
STARLINK-1976,2021-009AC,1,ECCENTRICITY=HIGH (0.000978 > 0.000535),0.0009781,53.0246,0.001035,16.31994009
STARLINK-1977,2021-009AD,1,ECCENTRICITY=HIGH (0.000746 > 0.000535),0.0007459,53.0251,0.00045029,16.45856586
STARLINK-1981,2021-009AH,1,ECCENTRICITY=HIGH (0.001280 > 0.000535),0.0012795,53.0175,0.00031269,16.45985662
STARLINK-1982,2021-009AJ,1,ECCENTRICITY=HIGH (0.001240 > 0.000535),0.0012403,53.0189,0.00027215,16.46787518
STARLINK-1984,2021-009AK,1,ECCENTRICITY=HIGH (0.000607 > 0.000535),0.0006067,53.0259,0.0014257,16.31583757
STARLINK-1985,2021-012M,1,ECCENTRICITY=HIGH (0.000901 > 0.000535),0.0009005,53.0267,0.00094409,16.10757291
STARLINK-1990,2021-009AQ,1,ECCENTRICITY=HIGH (0.000808 > 0.000535),0.0008076,53.0291,0.0010275,16.35187487
STARLINK-1994,2021-009AT,1,ECCENTRICITY=HIGH (0.000917 > 0.000535),0.000917,53.0491,0.00098712,15.57442354
STARLINK-1995,2021-009AU,1,ECCENTRICITY=HIGH (0.000712 > 0.000535),0.0007115,53.0475,0.00080261,15.56662097
STARLINK-1996,2021-009AV,1,ECCENTRICITY=HIGH (0.000653 > 0.000535),0.0006526,53.0268,0.0031067,16.3592826
STARLINK-1997,2021-009AW,1,ECCENTRICITY=HIGH (0.000756 > 0.000535),0.0007557,53.0427,0.00095835,15.65844811
STARLINK-1998,2021-009AX,1,ECCENTRICITY=HIGH (0.000871 > 0.000535),0.000871,53.0316,0.0012562,16.20782513
STARLINK-2000,2021-009AZ,1,ECCENTRICITY=HIGH (0.000548 > 0.000535),0.0005483,53.0195,0.00051788,16.43835243
STARLINK-2004,2021-009BD,1,ECCENTRICITY=HIGH (0.000899 > 0.000535),0.0008987,53.0257,0.0023109,16.35159601
STARLINK-2006,2021-009BF,1,ECCENTRICITY=HIGH (0.000683 > 0.000535),0.0006826,53.0339,0.00063798,16.40608852
STARLINK-2007,2021-009BG,1,ECCENTRICITY=HIGH (0.001034 > 0.000535),0.001034,53.0105,0.0012425,16.40221141
STARLINK-2008,2021-009BH,1,ECCENTRICITY=HIGH (0.000734 > 0.000535),0.0007339,53.0266,0.0007807,16.4198706
STARLINK-2013,2021-012S,1,ECCENTRICITY=HIGH (0.000598 > 0.000535),0.0005985,53.0197,0.00057487,16.45253699
STARLINK-2020,2021-012Y,1,ECCENTRICITY=HIGH (0.000612 > 0.000535),0.0006121,53.0264,0.0010147,16.38527497
STARLINK-2021,2021-009BJ,1,ECCENTRICITY=HIGH (0.000680 > 0.000535),0.0006799,53.0444,0.00096375,15.65493142
STARLINK-2027,2021-012AB,1,ECCENTRICITY=HIGH (0.001286 > 0.000535),0.001286,53.016,0.00038633,16.47836919
STARLINK-2029,2021-036AW,1,BSTAR=HIGH (0.045905 > 0.004463),0.0001257,53.1316,0.045905,15.24306182
STARLINK-2030,2021-012AD,1,ECCENTRICITY=HIGH (0.001202 > 0.000535),0.0012024,53.0232,0.00027888,16.45543286
STARLINK-2032,2021-012AF,1,ECCENTRICITY=HIGH (0.001002 > 0.000535),0.0010023,53.043,0.00090194,15.65852755
STARLINK-2033,2021-012AG,1,BSTAR=HIGH (0.006493 > 0.004463),0.0001501,53.1571,0.0064933,15.30307415
STARLINK-2038,2021-012AL,1,ECCENTRICITY=HIGH (0.000544 > 0.000535),0.000544,53.03,0.00040887,16.45649818
STARLINK-2043,2021-012AR,1,ECCENTRICITY=HIGH (0.000933 > 0.000535),0.000933,53.0142,0.00055467,16.4316428
