OBJECT_NAME,OBJECT_ID,anomaly_score,anomaly_factors,ECCENTRICITY,INCLINATION,BSTAR,MEAN_MOTION
STARLINK-30473,2023-146C,1,BSTAR=HIGH (0.106560 > 0.004463),0.0001819,43.0,0.10656,15.08537758
STARLINK-30474,2023-146G,1,BSTAR=HIGH (0.067238 > 0.004463),0.0001807,43.0007,0.067238,15.13780358
STARLINK-30476,2023-147T,1,ECCENTRICITY=HIGH (0.001942 > 0.000535),0.0019419,42.9942,0.0025346,15.37178715
STARLINK-30478,2023-146W,1,BSTAR=HIGH (0.105040 > 0.004463),0.0001769,42.9992,0.10504,15.0953149
STARLINK-30479,2023-146H,1,BSTAR=HIGH (0.094952 > 0.004463),0.0001342,42.9996,0.094952,15.11274264
STARLINK-30481,2023-146J,1,BSTAR=HIGH (0.065561 > 0.004463),0.0001654,43.0008,0.065561,15.12413759
STARLINK-30504,2023-151S,1,ECCENTRICITY=HIGH (0.002394 > 0.000535),0.0023944,42.9749,0.0012774,15.99711023
STARLINK-3051,2021-082AD,1,ECCENTRICITY=HIGH (0.000634 > 0.000535),0.0006338,69.9975,0.00022437,15.04620965
STARLINK-30513,2023-158W,1,ECCENTRICITY=HIGH (0.002130 > 0.000535),0.0021301,42.9782,0.0014614,15.98666108
STARLINK-3053,2021-082V,1,ECCENTRICITY=HIGH (0.001019 > 0.000535),0.0010188,69.9857,0.00028467,16.45312138
STARLINK-30537,2023-153A,1,ECCENTRICITY=HIGH (0.000892 > 0.000535),0.0008919,43.0,0.0021624,15.27220138
STARLINK-30543,2023-153F,1,BSTAR=HIGH (0.007340 > 0.004463),0.0003913,42.9808,0.0073402,16.27830248
STARLINK-30551,2023-160J,1,BSTAR=HIGH (0.103010 > 0.004463),0.0001607,42.9998,0.10301,15.10230928
STARLINK-30557,2023-160N,1,BSTAR=HIGH (0.121990 > 0.004463),0.0001939,43.0001,0.12199,15.05449829
STARLINK-30559,2023-156M,1,ECCENTRICITY=HIGH (0.001563 > 0.000535),0.0015628,53.1339,0.0013099,15.99720799
STARLINK-30583,2023-160M,1,BSTAR=HIGH (0.108590 > 0.004463),0.0001886,42.9999,0.10859,15.08859407
STARLINK-30586,2023-160K,1,BSTAR=HIGH (0.109210 > 0.004463),0.0001783,42.9997,0.10921,15.08997485
STARLINK-30590,2023-160R,1,BSTAR=HIGH (0.120780 > 0.004463),0.0002123,43.0009,0.12078,15.0556284
STARLINK-30609,2023-160L,1,BSTAR=HIGH (0.103750 > 0.004463),0.0001771,42.9999,0.10375,15.09813032
STARLINK-30709,2023-148P,1,ECCENTRICITY=HIGH (0.001780 > 0.000535),0.00178006,53.1178,0.0034659775,16.20817961
STARLINK-3074,2021-082AS,1,ECCENTRICITY=HIGH (0.000640 > 0.000535),0.0006404,69.9775,0.00016868,16.48725365
STARLINK-30790,2023-162K,1,ECCENTRICITY=HIGH (0.001015 > 0.000535),0.0010147,42.9983,0.0025389,15.13318583
STARLINK-3081,2021-082Y,1,ECCENTRICITY=HIGH (0.001389 > 0.000535),0.0013889,69.9572,0.0027369,16.3616706
STARLINK-3082,2021-082AJ,1,ECCENTRICITY=HIGH (0.000807 > 0.000535),0.0008065,69.9794,0.00071995,16.40542432
STARLINK-30832,2023-177D,1,BSTAR=HIGH (0.044697 > 0.004463),0.0002051,43.0009,0.044697,15.23669076
STARLINK-3084,2021-082G,1,ECCENTRICITY=HIGH (0.001105 > 0.000535),0.00110485,69.9775,0.0004462609,16.41014459
STARLINK-30864,2023-171P,1,BSTAR=HIGH (0.048015 > 0.004463),0.000152,43.0011,0.048015,15.23931643
STARLINK-30879,2023-171F,1,ECCENTRICITY=HIGH (0.003074 > 0.000535),0.00307427,42.9847,3.8180123e-05,15.81824058
STARLINK-30901,2023-177A,1,ECCENTRICITY=HIGH (0.000875 > 0.000535),0.000875,42.9692,0.00083225,16.39281402
STARLINK-30903,2023-177E,1,BSTAR=HIGH (0.004580 > 0.004463),0.00025045,43.0003,0.004579941,15.27249349
STARLINK-30906,2023-180G,1,BSTAR=HIGH (0.082322 > 0.004463),0.0002635,43.0011,0.082322,15.24639839
STARLINK-3091,2021-082AU,1,ECCENTRICITY=HIGH (0.001295 > 0.000535),0.0012951,69.9932,0.00018567,16.47529858
STARLINK-30922,2023-180N,1,BSTAR=HIGH (0.007249 > 0.004463),0.0003534,43.0035,0.0072489,15.26625025
STARLINK-30941,2023-186C,1,BSTAR=HIGH (0.071335 > 0.004463),0.0001919,43.0004,0.071335,15.23669587
STARLINK-3096,2021-082B,1,BSTAR=HIGH (0.047122 > 0.004463),0.0003031,70.0009,0.047122,15.34946791
STARLINK-3097,2021-104AS,1,ECCENTRICITY=HIGH (0.000825 > 0.000535),0.0008246,53.2039,0.0017057,16.43360081
STARLINK-30980,2023-186D,1,BSTAR=HIGH (0.047852 > 0.004463),0.0001739,43.0017,0.047852,15.24325043
STARLINK-30985,2023-186W,1,BSTAR=HIGH (0.006497 > 0.004463),0.00014134,43.0028,0.0064971479,15.27352882
STARLINK-30995,2023-186B,1,ECCENTRICITY=HIGH (0.002450 > 0.000535),0.0024498,42.9755,0.0028033,16.02215483
STARLINK-31,2019-029A,1,ECCENTRICITY=HIGH (0.000904 > 0.000535),0.0009041,52.9736,0.00018159,16.46847225
STARLINK-3101,2021-082AQ,1,ECCENTRICITY=HIGH (0.001260 > 0.000535),0.0012604,69.9858,0.00029479,16.46132276
STARLINK-31023,2023-191Q,1,BSTAR=HIGH (0.028177 > 0.004463),0.0001527,43.0,0.028177,15.50609259
STARLINK-31027,2024-002R,1,ECCENTRICITY=HIGH (0.000840 > 0.000535),0.0008405,53.1513,0.0039559,15.46891932
STARLINK-3104,2021-082W,1,ECCENTRICITY=HIGH (0.001109 > 0.000535),0.0011086,69.9786,0.00027926,16.47722106
STARLINK-31062,2023-200B,1,BSTAR=HIGH (0.084539 > 0.004463),0.0001087,42.9993,0.084539,15.19026531
STARLINK-31069,2023-200U,1,BSTAR=HIGH (0.006480 > 0.004463),3.38e-05,42.9976,0.0064799,15.26174432
STARLINK-3107,2021-082AT,1,ECCENTRICITY=HIGH (0.000724 > 0.000535),0.0007239,69.9934,0.0013057,15.10577093
STARLINK-31072,2023-200L,1,ECCENTRICITY=HIGH (0.001248 > 0.000535),0.0012479,42.981,0.0033523,16.22419399
STARLINK-31079,2023-200K,1,ECCENTRICITY=HIGH (0.002681 > 0.000535),0.002681,42.9845,0.0036259,15.39385013
STARLINK-3108,2021-104AH,1,ECCENTRICITY=HIGH (0.000702 > 0.000535),0.0007023,53.1938,0.0019014,16.23801185
STARLINK-31103,2024-011R,1,ECCENTRICITY=HIGH (0.000763 > 0.000535),0.0007635,53.136,0.0030116,16.30210355
STARLINK-31105,2024-012U,1,ECCENTRICITY=HIGH (0.002438 > 0.000535),0.002438,42.978,0.004165,16.3455734
STARLINK-31118,2023-203C,1,ECCENTRICITY=HIGH (0.000774 > 0.000535),0.0007738,42.9759,0.0013502,16.21348884
STARLINK-31139,2023-211X,1,ECCENTRICITY=HIGH (0.002437 > 0.000535),0.00243718,42.9755,0.0015037308,16.24274956
STARLINK-31145,2024-011D,1,ECCENTRICITY=HIGH (0.000981 > 0.000535),0.0009813,53.1199,0.0013418,16.00241371
STARLINK-31150,2024-005C,1,ECCENTRICITY=HIGH (0.001241 > 0.000535),0.0012405,42.976,0.0031835,16.36190741
STARLINK-31154,2024-012N,1,ECCENTRICITY=HIGH (0.001072 > 0.000535),0.0010723,42.9876,0.0020714,16.31616087
STARLINK-31155,2024-005A,1,ECCENTRICITY=HIGH (0.001094 > 0.000535),0.0010941,42.987,0.0011712,16.21029081
STARLINK-31172,2024-017M,1,ECCENTRICITY=HIGH (0.001105 > 0.000535),0.0011051,53.1257,0.0017506,16.14036955
STARLINK-31175,2024-017H,1,ECCENTRICITY=HIGH (0.001363 > 0.000535),0.0013631,53.0949,0.000689,16.46551955
STARLINK-3118,2021-082L,1,ECCENTRICITY=HIGH (0.000989 > 0.000535),0.0009894,69.9679,0.00026047,16.46487793
STARLINK-31194,2024-012F,1,ECCENTRICITY=HIGH (0.002407 > 0.000535),0.0024073,42.9635,0.0020867,16.3311735
STARLINK-31204,2024-005D,1,ECCENTRICITY=HIGH (0.003171 > 0.000535),0.00317093,42.9836,0.0016765085,16.22636806
STARLINK-31216,2024-019E,1,BSTAR=HIGH (0.005963 > 0.004463),0.000447,42.9955,0.0059634,16.1980826
STARLINK-31227,2024-038D,1,ECCENTRICITY=HIGH (0.000579 > 0.000535),0.00057869,42.9914,0.0041611993,16.22052838
STARLINK-3123,2021-104X,1,ECCENTRICITY=HIGH (0.002616 > 0.000535),0.0026157,53.2103,0.00037312,16.36366297
STARLINK-31254,2024-020S,1,ECCENTRICITY=HIGH (0.000638 > 0.000535),0.00063769,53.1213,0.0030250308,16.30152007
STARLINK-31268,2024-049Q,1,ECCENTRICITY=HIGH (0.002395 > 0.000535),0.0023948,42.982,0.0014475,15.80847673
STARLINK-31288,2024-050G,1,ECCENTRICITY=HIGH (0.001127 > 0.000535),0.0011269,53.1178,0.0020649,16.14865751
STARLINK-31299,2024-041G,1,ECCENTRICITY=HIGH (0.002529 > 0.000535),0.0025294,42.9806,0.0022203,15.90692299
STARLINK-31301,2024-106P,1,ECCENTRICITY=HIGH (0.001389 > 0.000535),0.0013895,42.9989,0.0010098,16.29919159
STARLINK-31302,2024-041W,1,ECCENTRICITY=HIGH (0.001024 > 0.000535),0.0010236,42.961,0.0019845,16.35694234
STARLINK-31304,2024-049A,1,ECCENTRICITY=HIGH (0.002416 > 0.000535),0.0024159,42.9837,0.0014757,15.84520651
STARLINK-31352,2024-041T,1,ECCENTRICITY=HIGH (0.001009 > 0.000535),0.0010088,42.9916,0.00093773,16.23098358
STARLINK-31375,2024-068T,1,ECCENTRICITY=HIGH (0.001595 > 0.000535),0.0015948,42.9853,0.0019402,16.12686236
STARLINK-31376,2024-073P,1,ECCENTRICITY=HIGH (0.003355 > 0.000535),0.0033555,42.9809,0.0022860974,16.17001771
STARLINK-31418,2024-049W,1,ECCENTRICITY=HIGH (0.001460 > 0.000535),0.0014601,42.977,0.001007,16.30015967
STARLINK-31432,2024-106L,1,BSTAR=LOW (-0.005016 < -0.003262),0.0002562,42.9998,-0.0050158,15.27543516
STARLINK-3144,2021-104E,1,ECCENTRICITY=HIGH (0.000888 > 0.000535),0.0008877,53.192,0.00030567,16.43748436
STARLINK-31469,2024-056R,1,ECCENTRICITY=HIGH (0.000671 > 0.000535),0.0006713,42.9803,0.00088983,16.32721228
STARLINK-31482,2024-068G,1,ECCENTRICITY=HIGH (0.000591 > 0.000535),0.0005908,42.9728,0.00097603,16.33719624
STARLINK-3149,2021-104R,1,BSTAR=HIGH (0.004777 > 0.004463),8.34e-05,53.2153,0.0047775,15.84955898
STARLINK-3151,2021-104A,1,BSTAR=HIGH (0.018939 > 0.004463),0.0001242,53.218,0.018939,15.34020931
STARLINK-31525,2024-036D,1,ECCENTRICITY=HIGH (0.000619 > 0.000535),0.0006187,53.1212,0.0027784,16.36122763
STARLINK-31530,2024-057C,1,ECCENTRICITY=HIGH (0.001314 > 0.000535),0.0013143,42.9965,0.0033002,15.40802052
STARLINK-31618,2024-073T,1,ECCENTRICITY=HIGH (0.001541 > 0.000535),0.00154065,42.9702,0.0043813224,16.23216437
STARLINK-3165,2022-010R,1,ECCENTRICITY=HIGH (0.000584 > 0.000535),0.0005839,53.201,0.003945,16.37960387
STARLINK-31653,2024-071B,1,ECCENTRICITY=HIGH (0.001267 > 0.000535),0.0012667,42.9796,0.0013567,16.18649718
STARLINK-31655,2024-050D,1,ECCENTRICITY=HIGH (0.000654 > 0.000535),0.00065409,53.1187,0.0034804673,16.27638628
STARLINK-31673,2024-050J,1,ECCENTRICITY=HIGH (0.000934 > 0.000535),0.0009338,53.1244,0.0017979,16.33455564
STARLINK-31682,2024-065V,1,ECCENTRICITY=HIGH (0.001113 > 0.000535),0.0011131,53.1391,0.001375,16.20696527
STARLINK-31703,2024-098D,1,ECCENTRICITY=HIGH (0.001779 > 0.000535),0.0017787,42.9757,0.0014135,16.23859392
STARLINK-31704,2024-076Y,1,ECCENTRICITY=HIGH (0.000864 > 0.000535),0.0008643,42.9982,0.0030809,15.31271569
STARLINK-31752,2024-065H,1,ECCENTRICITY=HIGH (0.000661 > 0.000535),0.0006614,53.1385,0.00081809,16.2484832
STARLINK-31771,2024-080V,1,ECCENTRICITY=HIGH (0.001850 > 0.000535),0.0018502,42.9742,0.0013565,16.11468559
STARLINK-31790,2024-082T,1,ECCENTRICITY=HIGH (0.002416 > 0.000535),0.0024164,42.9793,0.0011621,16.09928298
STARLINK-31841,2024-090C,1,ECCENTRICITY=HIGH (0.001300 > 0.000535),0.00129952,42.9719,0.0033798131,16.26093728
STARLINK-31864,2024-111K,1,ECCENTRICITY=HIGH (0.000776 > 0.000535),0.0007761,53.1225,0.0028876,16.30256711
STARLINK-31867,2024-120E,1,ECCENTRICITY=HIGH (0.001205 > 0.000535),0.0012047,53.139,0.001372,15.8874644
STARLINK-31894,2024-084M,1,ECCENTRICITY=HIGH (0.000656 > 0.000535),0.0006562,42.9799,0.0020651,16.29697157
STARLINK-31901,2024-093M,1,ECCENTRICITY=HIGH (0.000589 > 0.000535),0.0005891,42.9821,0.0014621,16.18485959
STARLINK-31915,2024-093Q,1,ECCENTRICITY=HIGH (0.000648 > 0.000535),0.0006477,42.988,0.00352,16.34370322
STARLINK-32,2019-029V,1,ECCENTRICITY=HIGH (0.000733 > 0.000535),0.000733,52.9893,0.00080031,16.48299762
STARLINK-3206,2021-115AS,1,ECCENTRICITY=HIGH (0.000538 > 0.000535),0.0005378,53.2002,0.0027973,16.3357459
STARLINK-32095,2024-086L,1,ECCENTRICITY=HIGH (0.001057 > 0.000535),0.0010574,42.969,0.0024176,16.25565097
STARLINK-32110,2024-113V,1,ECCENTRICITY=HIGH (0.001205 > 0.000535),0.0012052,53.1511,0.00030165,16.43601315
STARLINK-32111,2024-113Q,1,ECCENTRICITY=HIGH (0.000855 > 0.000535),0.0008547,53.1448,0.00042677,16.42298544
STARLINK-32115,2024-113R,1,ECCENTRICITY=HIGH (0.001084 > 0.000535),0.0010845,53.1488,0.0003516,16.42810715
STARLINK-32116,2024-113S,1,ECCENTRICITY=HIGH (0.000615 > 0.000535),0.0006149,53.1284,0.00020309,16.56021312
STARLINK-32117,2024-113T,1,ECCENTRICITY=HIGH (0.001138 > 0.000535),0.0011381,53.1393,0.00012056,16.49579827
STARLINK-32119,2024-113P,1,ECCENTRICITY=HIGH (0.001514 > 0.000535),0.0015137,53.1745,0.00020752,16.43981037
STARLINK-32187,2024-136J,1,ECCENTRICITY=HIGH (0.001068 > 0.000535),0.0010681,53.1356,0.00084954,16.3051042
STARLINK-32272,2024-152R,1,ECCENTRICITY=HIGH (0.001622 > 0.000535),0.0016221,53.1392,0.0013724,15.84634145
STARLINK-3228,2021-115H,1,ECCENTRICITY=HIGH (0.001233 > 0.000535),0.0012331,53.1921,0.00055233,16.53046372
STARLINK-32286,2024-138C,1,ECCENTRICITY=HIGH (0.000660 > 0.000535),0.0006605,53.1358,0.0010112,16.33524131
STARLINK-32335,2024-195S,1,ECCENTRICITY=HIGH (0.001472 > 0.000535),0.0014717,53.147,0.0041701,15.54957728
STARLINK-32357,2024-158V,1,ECCENTRICITY=HIGH (0.000941 > 0.000535),0.0009413,53.1233,0.0012263,16.19280214
STARLINK-3237,2021-115C,1,ECCENTRICITY=HIGH (0.001046 > 0.000535),0.0010462,53.1816,0.0016463,16.38487699
STARLINK-32477,2024-216G,1,ECCENTRICITY=HIGH (0.001448 > 0.000535),0.0014475,42.9959,0.003779,15.40710913
STARLINK-3263,2021-125AS,1,ECCENTRICITY=HIGH (0.000930 > 0.000535),0.0009303,53.1991,0.0027524,16.39606601
STARLINK-32664,2024-229N,1,ECCENTRICITY=HIGH (0.000765 > 0.000535),0.0007652,43.0013,0.0038461,15.32848018
STARLINK-3269,2021-125AQ,1,ECCENTRICITY=HIGH (0.000660 > 0.000535),0.00065957,53.1881,0.00092033814,16.37618117
STARLINK-3275,2021-125AJ,1,ECCENTRICITY=HIGH (0.000647 > 0.000535),0.0006473,53.1718,0.00067514,16.45228929
STARLINK-32784,2025-008W,1,ECCENTRICITY=HIGH (0.000706 > 0.000535),0.000706,42.9993,0.0027512,15.31403639
STARLINK-3280,2021-125AE,1,ECCENTRICITY=HIGH (0.005935 > 0.000535),0.0059346,53.215,0.00064938,16.17012138
STARLINK-32838,2025-018X,1,BSTAR=HIGH (0.006621 > 0.004463),9.25e-05,53.1527,0.0066206,16.15283336
STARLINK-32906,2025-037D,1,BSTAR=HIGH (0.005799 > 0.004463),0.00036046,70.0027,0.0057992815,14.98245845
STARLINK-32911,2025-037V,1,BSTAR=LOW (-0.004632 < -0.003262),0.00043806,70.0041,-0.0046318376,14.98530061
STARLINK-32955,2025-039P,1,ECCENTRICITY=HIGH (0.001002 > 0.000535),0.0010016,43.0013,0.0021957,15.36199313
STARLINK-3296,2021-125N,1,ECCENTRICITY=HIGH (0.000546 > 0.000535),0.00054599,53.2002,0.00029265749,16.44740297
STARLINK-33,2019-029N,1,ECCENTRICITY=HIGH (0.000774 > 0.000535),0.000774,52.9823,0.00013439,16.51840845
STARLINK-3317,2021-125A,1,ECCENTRICITY=HIGH (0.000627 > 0.000535),0.0006268,53.1973,0.00027065,16.44832279
STARLINK-3337,2022-001Z,1,ECCENTRICITY=HIGH (0.001463 > 0.000535),0.0014629,53.1869,0.0032227,16.2825452
STARLINK-3340,2022-001X,1,ECCENTRICITY=HIGH (0.001166 > 0.000535),0.0011657,53.1891,0.00094834,16.41739118
STARLINK-3348,2022-001H,1,ECCENTRICITY=HIGH (0.001104 > 0.000535),0.0011041,53.1951,0.0023799,16.38637248
STARLINK-33667,2025-070Y,1,ECCENTRICITY=HIGH (0.001814 > 0.000535),0.00181382,42.9769,0.0013559564,16.1300804
STARLINK-3368,2022-005D,1,ECCENTRICITY=HIGH (0.000538 > 0.000535),0.0005376,53.1968,0.0020477,16.40967245
STARLINK-3373,2022-005U,1,ECCENTRICITY=HIGH (0.000781 > 0.000535),0.0007815,53.1958,0.00064011,16.44987962
STARLINK-33775,2025-093S,1,ECCENTRICITY=HIGH (0.000819 > 0.000535),0.0008186,43.0067,0.0032739,16.24254455
STARLINK-33793,2025-112V,1,INCLINATION=HIGH (97.602000 > 83.857200),0.00013811,97.602,0.00033688803,15.05655816
STARLINK-33858,2025-094X,1,BSTAR=LOW (-0.011173 < -0.003262),0.0002643,70.0017,-0.011173,14.97950346
STARLINK-33863,2025-094A,1,BSTAR=HIGH (0.005941 > 0.004463),0.0004994,70.003,0.0059408,14.98229915
STARLINK-3390,2022-005R,1,ECCENTRICITY=HIGH (0.000782 > 0.000535),0.0007823,53.2014,0.0019671,16.4255377
STARLINK-33924,2025-112D,1,INCLINATION=HIGH (97.604300 > 83.857200),0.00010133,97.6043,0.00044568376,15.05655291
STARLINK-33926,2025-112B,1,INCLINATION=HIGH (97.602800 > 83.857200),7.862e-05,97.6028,0.00022293903,15.05659043
STARLINK-33945,2025-112J,1,INCLINATION=HIGH (97.603800 > 83.857200),0.0001148,97.6038,0.00056301,15.05664449
STARLINK-33946,2025-102N,1,BSTAR=HIGH (0.052953 > 0.004463),0.0004742,70.0026,0.052953,14.99738032
STARLINK-33956,2025-098B,1,BSTAR=LOW (-0.013472 < -0.003262),0.00010552,70.0012,-0.013471642,14.97850556
STARLINK-33962,2025-098AA,1,BSTAR=LOW (-0.014139 < -0.003262),0.0002776,70.0016,-0.014139,14.98066585
STARLINK-33968,2025-094V,1,BSTAR=LOW (-0.005080 < -0.003262),0.000321,70.0021,-0.0050801,14.98370739
STARLINK-33993,2025-098Z,1,BSTAR=LOW (-0.010100 < -0.003262),0.0001391,70.0001,-0.0101,14.98093744
STARLINK-34008,2025-102R,1,BSTAR=HIGH (0.059078 > 0.004463),0.0005328,70.0012,0.059078,14.99896786
STARLINK-34059,2025-094J,1,ECCENTRICITY=HIGH (0.000775 > 0.000535),0.0007749,70.0018,0.00064189,14.98390164
STARLINK-34061,2025-094N,1,BSTAR=LOW (-0.005373 < -0.003262),0.0001266,70.0014,-0.0053735,14.98432309
STARLINK-34110,2025-092H,1,ECCENTRICITY=HIGH (0.001834 > 0.000535),0.0018341,42.9971,0.003993,15.50115466
STARLINK-34166,2025-112N,1,INCLINATION=HIGH (97.604000 > 83.857200),0.0001001,97.604,0.00044097,15.05656784
STARLINK-34175,2025-112Z,1,INCLINATION=HIGH (97.603700 > 83.857200),0.00010851,97.6037,0.00044055204,15.05657397
STARLINK-34209,2025-112E,1,INCLINATION=HIGH (97.603300 > 83.857200),5.572e-05,97.6033,0.00034874955,15.05659174
STARLINK-34210,2025-211B,1,INCLINATION=HIGH (97.602700 > 83.857200),0.00013952,97.6027,0.00030691793,15.05653916
STARLINK-34213,2025-112C,1,INCLINATION=HIGH (97.603000 > 83.857200),6.096e-05,97.603,0.00053268843,15.05676088
STARLINK-34230,2025-111Q,1,ECCENTRICITY=HIGH (0.001383 > 0.000535),0.0013828,42.9942,0.0033033,15.46732603
STARLINK-34263,2025-112U,1,INCLINATION=HIGH (97.602900 > 83.857200),0.00020832,97.6029,0.00037065314,15.05658593
STARLINK-34277,2025-112L,1,INCLINATION=HIGH (97.601900 > 83.857200),0.0001369,97.6019,-6.557e-06,15.05642313
STARLINK-34303,2025-112Y,1,INCLINATION=HIGH (97.604200 > 83.857200),7.11e-05,97.6042,0.00030903,15.0565515
STARLINK-34309,2025-112X,1,INCLINATION=HIGH (97.602900 > 83.857200),0.00012268,97.6029,0.00029597341,15.05654347
STARLINK-34313,2025-112W,1,INCLINATION=HIGH (97.601500 > 83.857200),0.0001627,97.6015,0.00036171,15.05647636
STARLINK-34314,2025-112A,1,INCLINATION=HIGH (97.602500 > 83.857200),0.00016646,97.6025,0.00040474457,15.05644454
STARLINK-34317,2025-112S,1,INCLINATION=HIGH (97.604400 > 83.857200),3.76e-05,97.6044,0.00083281,15.05651722
STARLINK-34338,2025-112F,1,INCLINATION=HIGH (97.604400 > 83.857200),0.00011651,97.6044,0.00030133163,15.05641918
STARLINK-34339,2025-112Q,1,INCLINATION=HIGH (97.602700 > 83.857200),0.0001705,97.6027,0.00034425,15.05660804
STARLINK-34340,2025-112T,1,INCLINATION=HIGH (97.602400 > 83.857200),0.00011907,97.6024,0.00035178113,15.0565833
STARLINK-34341,2025-112R,1,INCLINATION=HIGH (97.602300 > 83.857200),8.902e-05,97.6023,0.00027160767,15.05652826
STARLINK-34343,2025-112M,1,INCLINATION=HIGH (97.602700 > 83.857200),0.000202,97.6027,0.0017845,15.05698789
STARLINK-34344,2025-112P,1,INCLINATION=HIGH (97.603600 > 83.857200),0.0001299,97.6036,0.00030522,15.05666631
STARLINK-34345,2025-112H,1,INCLINATION=HIGH (97.601300 > 83.857200),9.35e-05,97.6013,0.00038232,15.05671098
STARLINK-34346,2025-112K,1,INCLINATION=HIGH (97.603600 > 83.857200),6.304e-05,97.6036,0.0015739036,15.05690655
STARLINK-34348,2025-112G,1,INCLINATION=HIGH (97.602400 > 83.857200),0.00017238,97.6024,0.0002679603,15.05654771
STARLINK-34357,2025-123V,1,BSTAR=LOW (-0.003342 < -0.003262),0.0003581,70.0014,-0.0033422,14.98356676
STARLINK-34373,2025-158N,1,INCLINATION=HIGH (97.603000 > 83.857200),0.0003175,97.603,0.00031535,15.05655001
STARLINK-34411,2025-192L,1,ECCENTRICITY=HIGH (0.001161 > 0.000535),0.0011608,53.1365,0.00089283,15.8827006
STARLINK-34447,2025-142Q,1,BSTAR=HIGH (0.005558 > 0.004463),0.0002999,70.0004,0.0055582,14.9828084
STARLINK-34457,2025-126AA,1,BSTAR=LOW (-0.037626 < -0.003262),0.0002196,70.0024,-0.037626,14.97316375
STARLINK-34458,2025-126S,1,BSTAR=LOW (-0.004360 < -0.003262),0.0002811,70.0021,-0.0043601,14.9835994
STARLINK-3448,2022-016Q,1,ECCENTRICITY=HIGH (0.023509 > 0.000535),0.0235087,53.6456,0.002734,16.10805178
STARLINK-34512,2025-129H,1,BSTAR=LOW (-0.061224 < -0.003262),0.0004355,70.0011,-0.061224,14.96758732
STARLINK-34515,2025-142S,1,BSTAR=HIGH (0.005622 > 0.004463),0.0002924,70.0013,0.0056218,14.9829814
STARLINK-34529,2025-158E,1,INCLINATION=HIGH (97.602800 > 83.857200),0.0002147,97.6028,0.00022076,15.05652383
STARLINK-34540,2025-211F,1,INCLINATION=HIGH (97.602400 > 83.857200),0.00024564,97.6024,0.000236084,15.05647143
STARLINK-34544,2025-152Z,1,INCLINATION=HIGH (97.602100 > 83.857200),0.0001479,97.6021,2.5085e-05,15.05628936
STARLINK-34560,2025-142E,1,BSTAR=HIGH (0.005450 > 0.004463),0.0003215,70.0006,0.0054504,14.98303205
STARLINK-34564,2025-152L,1,INCLINATION=HIGH (97.602700 > 83.857200),0.0002479,97.6027,0.00033482,15.05656435
STARLINK-34570,2025-152U,1,INCLINATION=HIGH (97.603000 > 83.857200),0.0001765,97.603,0.00045257,15.05668691
STARLINK-34575,2025-152T,1,INCLINATION=HIGH (97.602000 > 83.857200),0.0001615,97.602,0.00063265,15.05673616
STARLINK-34576,2025-142F,1,BSTAR=HIGH (0.005558 > 0.004463),0.0002754,70.0005,0.0055584,14.98303622
STARLINK-34578,2025-152Q,1,INCLINATION=HIGH (97.602000 > 83.857200),0.0001527,97.602,0.00033856,15.05656989
STARLINK-34580,2025-218T,1,INCLINATION=HIGH (97.602800 > 83.857200),0.0001447,97.6028,0.00042655,15.05658334
STARLINK-34586,2025-158U,1,INCLINATION=HIGH (97.602600 > 83.857200),0.0002277,97.6026,0.00012034,15.05649498
STARLINK-34613,2025-184X,1,INCLINATION=HIGH (97.601300 > 83.857200),0.0001845,97.6013,0.00036256,15.05649148
STARLINK-34628,2025-152Y,1,INCLINATION=HIGH (97.601900 > 83.857200),0.000277,97.6019,0.00024471,15.05663531
STARLINK-34630,2025-158S,1,INCLINATION=HIGH (97.604100 > 83.857200),0.0002013,97.6041,0.00041601,15.05656243
STARLINK-34631,2025-152P,1,INCLINATION=HIGH (97.602900 > 83.857200),0.0002184,97.6029,0.00033664,15.0565344
STARLINK-34651,2025-152V,1,INCLINATION=HIGH (97.603900 > 83.857200),8.23e-05,97.6039,0.0015753,15.01318546
STARLINK-34654,2025-152S,1,INCLINATION=HIGH (97.602000 > 83.857200),0.0002908,97.602,4.9294e-05,15.05656123
STARLINK-34668,2025-150AA,1,BSTAR=LOW (-0.004048 < -0.003262),0.000251,70.0036,-0.0040478,14.98309531
STARLINK-34674,2025-200G,1,INCLINATION=HIGH (97.603100 > 83.857200),4.351e-05,97.6031,0.00045822526,15.05657814
STARLINK-34676,2025-152M,1,INCLINATION=HIGH (97.603100 > 83.857200),0.000188,97.6031,0.00032513,15.05641969
STARLINK-34678,2025-194K,1,INCLINATION=HIGH (97.602600 > 83.857200),0.0002351,97.6026,0.0002821,15.05638819
STARLINK-34679,2025-194J,1,INCLINATION=HIGH (97.601800 > 83.857200),0.0001833,97.6018,-0.00023498,15.05605647
STARLINK-34682,2025-152N,1,INCLINATION=HIGH (97.601500 > 83.857200),0.0001746,97.6015,0.00044609,15.05636949
STARLINK-34683,2025-152R,1,INCLINATION=HIGH (97.601900 > 83.857200),0.0002256,97.6019,0.00037395,15.0565962
STARLINK-34684,2025-152W,1,INCLINATION=HIGH (97.601800 > 83.857200),0.0001722,97.6018,0.00041223,15.0566339
STARLINK-34689,2025-158T,1,INCLINATION=HIGH (97.603700 > 83.857200),0.0002172,97.6037,0.00012801,15.05651835
