OBJECT_NAME,NORAD_CAT_ID,INCLINATION,APOAPSIS,PERIAPSIS,BSTAR,iso_score,pca_score,combined_score,anomaly_flag
STARLINK-35415,65885,53.1594,476.094,474.483,-9.0442734e-05,0.12457682828799042,0.008277648128018197,0.06642723820800431,0
STARLINK-35413,65886,53.1601,475.937,474.51,0.0012511,0.16288634314482164,0.008343564468861777,0.08561495380684171,0
STARLINK-35332,65887,53.1605,475.798,474.594,0.00099772,0.08687986307786014,0.005313543895735118,0.046096703486797626,0
STARLINK-35362,65888,53.1623,476.012,474.455,0.0011381368,0.10298899111327342,0.00503063312999728,0.05400981212163535,0
STARLINK-35193,65889,53.1626,476.163,474.288,0.0010768,0.07492037193671613,0.0022199225844542385,0.038570147260585184,0
STARLINK-34542,65890,53.1628,476.01,474.482,0.0009072753,0.08374584853567336,0.004607589481430019,0.04417671900855169,0
STARLINK-34791,65891,53.161,475.845,474.567,0.000811802,0.075631202676608,0.0047449746042044156,0.04018808864040621,0
STARLINK-34853,65892,53.1595,476.112,474.319,0.0010491,0.08986221108944212,0.003979757348644074,0.046920984219043095,0
STARLINK-34921,65893,53.1624,476.121,474.397,0.00097617,0.08403685104779474,0.003671424870027688,0.04385413795891121,0
STARLINK-34672,65894,53.161,475.703,474.525,0.0010410054,0.1260056312926919,0.007028938758175029,0.06651728502543347,0
STARLINK-34898,65895,53.1591,476.021,474.412,0.0016562,0.15453968377830551,0.006501032388563205,0.08052035808343436,0
STARLINK-34906,65896,53.1611,476.114,474.314,0.00094343866,0.0768216693264865,0.0037764855480875905,0.04029907743728704,0
STARLINK-34934,65897,53.1595,475.933,474.545,0.0014623,0.12804276613755833,0.005447441917567873,0.0667451040275631,0
STARLINK-34936,65898,53.1592,475.83,474.62,0.00066865591,0.1008551690137975,0.00652379606359499,0.053689482538696244,0
STARLINK-35272,65899,53.1609,475.852,474.381,0.0011449,0.08161514438532295,0.0035567091165408767,0.04258592675093192,0
STARLINK-35264,65900,53.1607,476.102,474.437,0.00082728798,0.06453730291531863,0.002931077101686765,0.033734190008502696,0
STARLINK-35249,65901,53.1618,475.969,474.473,0.0010515991,0.0844302728447392,0.004336869522421126,0.04438357118358016,0
STARLINK-35278,65902,53.1628,476.235,474.197,0.0011982233,0.09438833071662499,0.00265302716823403,0.04852067894242951,0
STARLINK-35210,65903,53.1607,475.977,474.673,0.00029851129,0.13812414785546842,0.009065992622771643,0.07359507023912003,0
STARLINK-35348,65904,53.1598,475.932,474.642,0.00087366684,0.09297274853627048,0.005584083649646601,0.04927841609295854,0
STARLINK-35380,65905,53.1626,476.062,474.243,0.0008886871,0.08235592042154402,0.003827983931971649,0.04309195217675783,0
STARLINK-35523,65910,53.1611,476.061,474.374,0.00067789,0.06134551364502791,0.0049668983864200045,0.03315620601572396,0
STARLINK-33921,65934,53.1587,476.654,473.94,-0.00033594,0.19001513916992654,0.011210714012687117,0.10061292659130683,0
STARLINK-35155,65935,53.1588,476.182,474.326,0.00099089,0.03231842674631746,0.0009402086859695376,0.016629317716143496,0
STARLINK-35161,65936,53.1581,476.073,474.394,0.00034813,0.0076994048278640325,0.001289853095893666,0.00449462896187885,0
STARLINK-35473,65937,53.1585,476.214,474.489,6.1331e-06,0.07799157356413187,0.006710534102062628,0.04235105383309725,0
STARLINK-35160,65911,53.1585,476.959,473.359,0.00099019,0.31349988193095013,0.01907935111950128,0.1662896165252257,0
STARLINK-35508,65912,53.1594,475.945,474.539,0.00098335,0.03311180275833622,0.002508439367823504,0.017810121063079862,0
STARLINK-35472,65913,53.1587,476.025,474.401,0.00054699,0.006775548793305746,0.0011950892611556668,0.003985319027230707,0
STARLINK-35524,65914,53.1584,476.087,474.557,0.00041161,0.035309545796419,0.004431622585226954,0.019870584190822976,0
STARLINK-35539,65915,53.1597,475.937,474.435,0.0011559,0.032514315881828765,0.0017599671363758512,0.017137141509102307,0
STARLINK-35521,65916,53.1595,476.138,474.284,0.00040491,0.08696440169610928,0.006995428291993181,0.04697991499405123,0
STARLINK-35478,65917,53.16,475.708,474.644,-0.00023105,0.35973820440841103,0.021714403175029925,0.19072630379172048,0
STARLINK-35516,65918,53.1583,476.293,474.089,0.0011899,0.08670925172965645,0.002977646544332005,0.04484344913699423,0
STARLINK-35519,65919,53.1582,476.098,474.45,0.00090336,0.15667507247705856,0.010688886384068343,0.08368197943056345,0
STARLINK-33902,65920,53.1581,476.039,474.407,0.00086714,0.02922231766076099,0.0017147705767081543,0.015468544118734572,0
STARLINK-35530,65921,53.1583,476.075,474.415,0.00059794,0.011877853269281913,0.001430192231446855,0.006654022750364384,0
STARLINK-35544,65922,53.1591,475.95,474.544,0.00091032,0.06271086200122666,0.00500412972579245,0.03385749586350956,0
STARLINK-35484,65923,53.1581,475.775,474.572,0.00057375,0.12634329739415395,0.009767281598268372,0.06805528949621116,0
STARLINK-34994,65924,53.1582,475.993,474.567,0.0006542,0.02099245615930538,0.0025952686208829457,0.011793862390094164,0
STARLINK-35458,65925,53.1577,475.944,474.526,0.00083304,0.06909647087498935,0.005536911540461196,0.037316691207725274,0
STARLINK-35492,65926,53.1583,476.193,474.365,0.00095669,0.023612638472212472,0.0005045151495795562,0.012058576810896015,0
STARLINK-35494,65927,53.1579,476.116,474.485,0.0009251,0.029025236766562917,0.0014689390648644442,0.01524708791571368,0
STARLINK-35493,65928,53.1592,476.035,474.356,0.00022797,0.07797431784439393,0.006804956449745536,0.04238963714706973,0
STARLINK-35175,65929,53.1599,475.94,474.542,0.00049888,0.0699870893775544,0.006815257795163824,0.03840117358635912,0
STARLINK-35513,65930,53.1595,476.31,474.198,-4.9134e-05,0.1221163946010303,0.008758357572102011,0.06543737608656615,0
STARLINK-35526,65931,53.1606,475.666,474.656,0.0008567,0.1863022400663922,0.01317023410708728,0.09973623708673975,0
STARLINK-35436,65932,53.1593,476.063,474.446,0.00049236,0.05219811919169432,0.005014287207930857,0.02860620319981259,0
STARLINK-35192,65933,53.1577,475.972,474.479,0.00058543,0.019552368224334593,0.0021632122653697794,0.010857790244852186,0
STARLINK-34849,66005,53.1593,476.222,474.252,0.00068807,0.07990927172939959,0.005364817075809496,0.04263704440260454,0
STARLINK-35399,66029,53.1605,476.078,474.408,0.00080384,0.015891009668797394,0.001584924257835482,0.008737966963316439,0
STARLINK-35431,66030,53.1606,476.063,474.408,0.0009198,0.028400020560302563,0.0020956839962481956,0.01524785227827538,0
STARLINK-35326,66031,53.16,476.089,474.176,0.00099333,0.10879255111698599,0.006937046114757752,0.05786479861587187,0
STARLINK-35311,66032,53.1599,476.36,474.056,0.00039498,0.0725047348658575,0.0035309421835723717,0.038017838524714936,0
STARLINK-35336,66006,53.1598,476.053,474.279,0.00078453,0.0809498224978338,0.006093389964211939,0.04352160623102287,0
STARLINK-35196,66007,53.1582,476.021,474.466,0.00070681,0.021946058056225484,0.0017629123623672516,0.011854485209296368,0
STARLINK-35236,66008,53.1593,476.23,474.213,0.00066641,0.03211273783631051,0.002175363903269889,0.0171440508697902,0
STARLINK-35276,66009,53.1578,476.0,474.429,0.00090001,0.026128184774878778,0.0016224747700507936,0.013875329772464785,0
STARLINK-35297,66010,53.1598,476.128,474.353,0.00062102,0.030956475330721468,0.0028385946150183724,0.01689753497286992,0
STARLINK-35256,66011,53.1578,475.948,474.495,0.0011021,0.08262140460654809,0.005261882864374725,0.0439416437354614,0
STARLINK-35293,66012,53.159,476.098,474.405,0.00093623,0.023619457348560736,0.0011717199003471943,0.012395588624453965,0
STARLINK-35307,66013,53.1592,476.347,474.108,0.00049401,0.04372379548322074,0.001481597124174611,0.022602696303697673,0
STARLINK-35395,66014,53.1584,476.088,474.351,0.0012768,0.051630493036949686,0.0015345635151185531,0.02658252827603412,0
STARLINK-34622,66015,53.1597,476.133,474.303,0.00080964,0.07174491136842522,0.005178636225826937,0.03846177379712608,0
STARLINK-35243,66016,53.1597,476.26,474.259,0.00080433,0.16056046032160837,0.01083219794869408,0.08569632913515123,0
STARLINK-35398,66017,53.1597,476.214,474.254,0.00062384,0.020669760411998656,0.0011112401957541105,0.010890500303876383,0
STARLINK-35376,66018,53.1601,475.999,474.433,0.0011578,0.03398823026308966,0.001800844518391552,0.01789453739074061,0
STARLINK-35382,66019,53.1598,475.942,474.377,0.0010256,0.03468704890525617,0.0028922014299690097,0.018789625167612588,0
STARLINK-35430,66020,53.1584,476.218,474.169,0.00080706,0.06323440540210874,0.003687518971536708,0.03346096218682273,0
STARLINK-35432,66021,53.1585,476.161,474.277,0.0013737,0.06024781869187346,0.0012983779679808126,0.030773098329927136,0
STARLINK-35340,66022,53.1583,476.05,474.424,0.00045838,0.01821655749311282,0.001555645485177135,0.009886101489144978,0
STARLINK-35394,66023,53.1577,475.99,474.347,0.00094828,0.042469573360863926,0.002729876213703795,0.02259972478728386,0
STARLINK-35410,66024,53.1594,476.065,474.352,0.0011356,0.05088361342140143,0.0026961187829212304,0.02678986610216133,0
STARLINK-35280,66025,53.1588,476.245,474.329,0.0008306,0.022945523323689515,0.0005205484842523626,0.011733035903970939,0
STARLINK-34812,66026,53.1607,476.146,474.149,0.0010497,0.032838211232506805,0.0007867300698142041,0.016812470651160503,0
STARLINK-35341,66027,53.1601,476.059,474.265,0.0011949,0.06608087206931286,0.004021232852327097,0.03505105246081998,0
STARLINK-35339,66028,53.1602,476.388,474.026,0.0010349,0.13083806438789025,0.00629422210213181,0.06856614324501104,0
STARLINK-35552,66058,53.1594,475.981,474.448,0.0010318432,0.11231044772756636,0.007504724294105902,0.05990758601083613,0
STARLINK-35011,66082,53.1599,476.055,474.227,0.00063847,0.15595562851513253,0.010480108663410655,0.08321786858927159,0
STARLINK-35291,66083,53.1577,476.097,474.438,0.00080462,0.027378798060337276,0.001497970319009381,0.014438384189673328,0
STARLINK-35379,66084,53.1569,476.104,474.258,0.00096374,0.06495819108331949,0.0038020540573580485,0.03438012257033877,0
STARLINK-35370,66085,53.1551,476.726,473.829,0.0011324,0.10894709477778329,0.002884919779384193,0.05591600727858374,0
STARLINK-35560,66059,53.1588,476.031,474.189,0.0017221,0.0730698263469237,0.0008612046252442375,0.03696551548608397,0
STARLINK-35558,66060,53.1566,475.575,474.798,0.00093662,0.09392747307124875,0.008378287189408551,0.051152880130328655,0
STARLINK-35566,66061,53.1597,475.987,474.368,0.0010351,0.06633246166841288,0.004463195083511348,0.035397828375962115,0
STARLINK-35421,66062,53.1553,476.293,474.024,0.0011996,0.1596969022783706,0.008176088163798324,0.08393649522108447,0
STARLINK-35562,66063,53.1589,475.927,474.37,0.0013864562,0.09837815667779518,0.005074520383638567,0.05172633853071687,0
STARLINK-35542,66064,53.1571,476.267,473.905,0.0014697,0.12725379536965684,0.004155744381430971,0.0657047698755439,0
STARLINK-35375,66065,53.1595,476.402,473.989,0.00017252111,0.05509868116686812,0.001439663396235604,0.02826917228155186,0
STARLINK-35179,66066,53.1567,475.737,474.42,0.00095933,0.04333944929880971,0.003192575668564819,0.023266012483687263,0
STARLINK-35401,66067,53.1576,476.395,473.913,0.0012585,0.08660627429713802,0.001007658324335938,0.04380696631073698,0
STARLINK-35422,66068,53.1595,475.708,474.634,0.0012852,0.07773239995639857,0.004670744942029336,0.04120157244921395,0
STARLINK-35279,66069,53.1594,475.887,474.475,0.00092149015,0.0867464875820986,0.006134423052671371,0.046440455317384985,0
STARLINK-35295,66070,53.158,476.074,474.339,0.0014886,0.05935502184851232,0.0012696968439080457,0.030312359346210183,0
STARLINK-35323,66071,53.1597,475.808,474.513,0.00090936213,0.0457498180564095,0.003384292094324979,0.024567055075367238,0
STARLINK-35299,66072,53.1568,475.813,474.477,0.0010179,0.08523885394487789,0.006159682779655033,0.04569926836226646,0
STARLINK-35274,66073,53.1578,476.166,474.216,0.00061901,0.025564497835055794,0.0005159176570119794,0.013040207746033887,0
STARLINK-35321,66074,53.1561,476.005,474.447,0.0011074,0.06108604600992549,0.00346597820900797,0.03227601210946673,0
STARLINK-35131,66075,53.159,475.894,474.475,0.0013543,0.2755003696200168,0.015503880048067093,0.14550212483404193,0
STARLINK-34801,66076,53.1569,476.589,473.666,0.0012659,0.11356120491723867,0.0029913999205562884,0.05827630241889748,0
STARLINK-35129,66077,53.1583,475.752,474.579,0.0013962,0.09536300871842257,0.005613444718435664,0.05048822671842912,0
STARLINK-35116,66078,53.1599,476.038,474.351,0.0014712,0.06985152734488317,0.0025488417393096244,0.0362001845420964,0
STARLINK-35402,66079,53.159,476.485,473.852,0.00089106,0.09115589091007166,0.0028929568622004507,0.047024423886136056,0
STARLINK-35325,66080,53.1589,476.018,474.286,0.00098351827,0.10198541276536426,0.0070250778300525105,0.05450524529770838,0
STARLINK-35403,66081,53.1586,476.078,474.307,0.0016122,0.056779784975975175,0.0007495584498562722,0.028764671712915725,0
STARLINK-35596,66086,53.1595,476.186,474.297,0.00084928,0.022487252098487908,0.001088237592700326,0.011787744845594117,0
STARLINK-35427,66110,53.1589,476.056,474.417,0.00075876,0.02299899057925609,0.0019328645477283638,0.012465927563492227,0
STARLINK-35574,66111,53.1594,476.065,474.32,0.0012121,0.10364814013152013,0.005667478939862421,0.05465780953569127,0
STARLINK-35531,66112,53.1586,476.359,474.071,0.0011661,0.16672557961432663,0.008148116642575289,0.08743684812845096,0
STARLINK-35491,66113,53.1591,476.069,474.415,0.0010193,0.035643853755691776,0.002243784761288415,0.018943819258490095,0
STARLINK-35563,66087,53.1587,476.262,474.192,0.00087543,0.08102552687924737,0.004269519684729302,0.042647523281988335,0
STARLINK-35461,66088,53.1576,476.489,473.928,0.00065955,0.09067677470374515,0.004980232201494049,0.047828503452619596,0
STARLINK-35571,66089,53.1576,475.98,474.5,0.00035377,0.05607182469600943,0.00519099868866783,0.030631411692338628,0
STARLINK-35570,66090,53.1581,476.012,474.476,0.00083449,0.02417700648445009,0.0018211717449814898,0.012999089114715789,0
STARLINK-35532,66091,53.1587,475.976,474.461,0.0011827,0.07426294634890386,0.00459263741168198,0.03942779188029292,0
STARLINK-35527,66092,53.1601,476.057,474.366,0.0013599,0.07517134856530423,0.003280392663767675,0.03922587061453595,0
STARLINK-35500,66093,53.1579,475.99,474.454,0.00099368,0.04578301609946649,0.003278562766338734,0.024530789432902614,0
STARLINK-35528,66094,53.1578,476.125,474.313,0.00063691,0.024289160522170714,0.002147370446922507,0.013218265484546611,0
STARLINK-35559,66095,53.1584,476.078,474.376,0.00089957,0.018104625640374974,0.0013842617359177195,0.009744443688146347,0
STARLINK-34386,66096,53.1584,475.968,474.479,0.0011141,0.04274456299085147,0.0023149631115238645,0.022529763051187666,0
STARLINK-35613,66097,53.1581,476.078,474.377,0.00081092,0.02675279611258109,0.0020030271628752373,0.014377911637728164,0
STARLINK-34206,66098,53.1597,476.071,474.458,0.00028403,0.08963754371842601,0.0073630651402303085,0.048500304429328164,0
STARLINK-34460,66099,53.1584,476.091,474.391,0.00073301,0.010592994585065688,0.0011605292101555162,0.0058767618976106025,0
STARLINK-35609,66100,53.1595,476.001,474.433,0.00097374,0.030849558350071565,0.0022900123359019934,0.016569785342986778,0
STARLINK-35595,66101,53.1602,476.307,474.225,0.0015044,0.16327111345749154,0.0076204793080030305,0.08544579638274728,0
STARLINK-35599,66102,53.16,476.481,473.929,0.0010237,0.16363267217354363,0.008218490391353165,0.0859255812824484,0
STARLINK-35622,66103,53.1595,476.459,474.015,0.0012397,0.17050301787124486,0.007498724180617394,0.08900087102593113,0
STARLINK-35452,66104,53.1604,476.226,474.204,0.0012635,0.09375744899993717,0.0038572367753443525,0.04880734288764076,0
STARLINK-35561,66105,53.1605,476.275,474.149,0.00088473,0.13081727380852867,0.007649334789753783,0.06923330429914122,0
STARLINK-35584,66106,53.159,476.263,474.177,0.00062605,0.05433626639986332,0.0032762356400567556,0.028806251019960035,0
STARLINK-35593,66107,53.1596,476.282,474.192,0.00075124,0.09512133554154438,0.005614511122114725,0.05036792333182955,0
STARLINK-35590,66108,53.1587,476.071,474.378,0.00097243,0.04900851408769262,0.0033142164592828705,0.026161365273487745,0
STARLINK-35545,66109,53.1595,476.218,474.223,0.00092264,0.03509991691060413,0.001193123888870805,0.018146520399737468,0
STARLINK-35496,66114,53.161,476.109,474.293,0.0010539,0.05029030532874424,0.002899230286215775,0.026594767807480008,0
STARLINK-35623,66138,53.1598,476.157,474.339,0.0010310012,0.04814969757793967,0.0020311547322534695,0.025090426155096567,0
STARLINK-35549,66139,53.1597,475.932,474.54,0.0008047473,0.16062523045489754,0.011024326153600349,0.08582477830424895,0
STARLINK-35625,66140,53.1607,476.119,474.343,0.00097773,0.038488067712272894,0.001877920979085045,0.02018299434567897,0
STARLINK-35603,66141,53.16,475.804,474.577,0.0013504,0.08257626701330048,0.004659924513226344,0.04361809576326341,0
STARLINK-35428,66115,53.1615,476.112,474.287,0.001681,0.07949663439178908,0.0016149634818525313,0.040555798936820806,0
STARLINK-35573,66116,53.1592,475.854,474.578,0.00083058,0.05174441822752244,0.0042881191019778254,0.028016268664750134,0
STARLINK-35572,66117,53.1611,476.077,474.332,0.0010565,0.047439609534732495,0.0025750473847592444,0.02500732845974587,0
STARLINK-35468,66118,53.1614,475.724,474.542,0.0010986,0.23988258090837422,0.015261183234157105,0.12757188207126566,0
STARLINK-35547,66119,53.1604,476.24,474.211,0.00095355,0.13904311679210196,0.007965948153084072,0.07350453247259302,0
STARLINK-35553,66120,53.1612,476.284,474.139,0.0010634,0.06397956680255938,0.00269649484443785,0.033338030823498614,0
STARLINK-35631,66121,53.1608,476.032,474.394,0.0013376,0.06550704565396744,0.0022550409635339135,0.03388104330875068,0
STARLINK-35653,66122,53.161,476.126,474.293,0.0013821,0.11136726372808521,0.0048837534426143395,0.058125508585349775,0
STARLINK-35628,66123,53.1585,475.839,474.583,0.00091988,0.09639497727243213,0.007282348645788576,0.051838662959110354,0
STARLINK-35645,66124,53.1621,475.95,474.482,0.00088407,0.05302166785929076,0.0037861538458179573,0.028403910852554358,0
STARLINK-35649,66125,53.1601,475.919,474.488,0.0011031396,0.056317756780126,0.0032606418255405993,0.029789199302833302,0
STARLINK-35658,66126,53.1599,475.922,474.517,0.0012643472,0.0958940274217039,0.005181624322194961,0.05053782587194943,0
STARLINK-35629,66127,53.16,476.053,474.41,0.0013992156,0.12000760541406073,0.006178007499058361,0.06309280645655954,0
STARLINK-35612,66128,53.1614,476.23,474.523,0.0010492,0.043285134753439945,0.002060634915589588,0.022672884834514767,0
STARLINK-35632,66129,53.1618,476.064,474.411,0.00087665,0.04549799625082914,0.0033446936253094892,0.024421344938069314,0
STARLINK-35637,66130,53.1626,476.148,474.263,0.00096420355,0.036179106142797714,0.0016158696272663032,0.018897487885032007,0
STARLINK-35630,66131,53.1601,476.356,474.032,0.0012904,0.10419139600023011,0.0024337924299572132,0.05331259421509366,0
STARLINK-34412,66132,53.1601,476.028,474.393,0.0010373,0.038874845326948716,0.002479861177315368,0.020677353252132043,0
STARLINK-35520,66133,53.1591,476.018,474.439,0.00071056,0.04680625360435215,0.0038682343788388443,0.0253372439915955,0
STARLINK-35525,66134,53.1599,475.942,474.448,0.00091169005,0.04942716927443331,0.0036326361212526493,0.02652990269784298,0
STARLINK-34852,66135,53.1602,475.822,474.398,0.0018284,0.16295938087124492,0.008107480524801366,0.08553343069802315,0
STARLINK-35592,66136,53.16,476.01,474.41,0.00065807,0.05134205775566177,0.0042125208445146795,0.027777289300088225,0
STARLINK-35576,66137,53.16,476.051,474.453,0.0010519191,0.043054794912132564,0.002475043181165192,0.022764919046648877,0
STARLINK-35318,66146,53.159,476.093,474.325,0.0009499881,0.03179599768931284,0.0019200150334728189,0.01685800636139283,0
STARLINK-35585,66170,53.1584,476.167,474.255,0.00057109038,0.04197586558114154,0.0030804118323923485,0.022528138706766943,0
STARLINK-35606,66171,53.1608,476.126,474.29,0.00090523,0.057965512770393066,0.0035721517610824444,0.030768832265737754,0
STARLINK-35627,66172,53.1603,475.974,474.389,0.0012507,0.0812654829687218,0.004203531298148827,0.04273450713343531,0
STARLINK-35634,66173,53.1613,476.127,474.326,0.00098799,0.04263776173781191,0.0024496114474901283,0.02254368659265102,0
STARLINK-33948,66147,53.1597,476.083,474.323,0.001296,0.13144861701291857,0.0069086086393191784,0.06917861282611888,0
STARLINK-35081,66148,53.1602,476.581,474.049,0.00016137,0.07759124072934825,0.004273043766808454,0.040932142248078354,0
STARLINK-35601,66149,53.1615,476.25,474.224,0.0006418,0.02705724237360529,0.0013612324229698163,0.014209237398287554,0
STARLINK-35605,66150,53.1608,476.272,474.137,0.0015161,0.119201368756359,0.004453756982719136,0.06182756286953907,0
STARLINK-35540,66151,53.1592,476.065,474.375,0.00045535,0.04804096539188482,0.004412497616349314,0.026226731504117067,0
STARLINK-35455,66152,53.1598,476.031,474.394,0.0011895,0.10698475781971933,0.006136443525561358,0.05656060067264035,0
STARLINK-34752,66153,53.1594,475.972,474.256,0.0013477542,0.05530317703772651,0.0016368618438246897,0.0284700194407756,0
STARLINK-34625,66154,53.1605,476.151,474.269,0.0012247,0.12125549067533467,0.006313001028639503,0.06378424585198708,0
STARLINK-35580,66155,53.1615,476.186,474.235,0.00099403,0.06698366815593855,0.0038619727709576154,0.03542282046344808,0
STARLINK-35621,66156,53.1597,476.267,474.156,0.0007507,0.04334231471429987,0.0017908626513530015,0.022566588682826436,0
STARLINK-35594,66157,53.1612,475.864,474.517,0.00057794,0.06433961212458347,0.0052886949353693,0.03481415352997639,0
STARLINK-35587,66158,53.1606,476.078,474.307,0.0012847,0.057333618556134724,0.0013879146532095612,0.029360766604672142,0
STARLINK-35586,66159,53.159,475.82,474.641,0.00087927248,0.061570413026544146,0.004610474248499032,0.03309044363752159,0
STARLINK-35636,66160,53.1593,475.937,474.489,0.0012016062,0.0689387284229227,0.003669306300218707,0.036304017361570705,0
STARLINK-35635,66161,53.1607,476.135,474.279,0.0012697,0.05597105195068849,0.0012344071784739174,0.0286027295645812,0
STARLINK-35633,66162,53.1615,476.099,474.75,0.00092316,0.0731397056552967,0.005191452318861184,0.039165578987078946,0
STARLINK-35607,66163,53.1613,476.267,474.129,0.001276,0.13187729677848142,0.005853156687458037,0.06886522673296973,0
STARLINK-35614,66164,53.1587,476.445,474.227,0.00038185436,0.1926627863556967,0.01145924270085467,0.10206101452827568,0
STARLINK-35575,66165,53.1597,476.22,474.071,0.0011425,0.26637311237092737,0.014141228236831931,0.14025717030387966,0
STARLINK-35624,66166,53.1607,476.239,474.211,0.00095939867,0.15385233683594815,0.009252737133904593,0.08155253698492637,0
STARLINK-35641,66167,53.1611,476.262,474.213,0.00059889,0.03092036061799514,0.001149276006035228,0.016034818312015184,0
STARLINK-35578,66168,53.1612,476.178,474.274,0.0010833,0.10895364353902325,0.006230063695708512,0.05759185361736588,0
STARLINK-35638,66169,53.1601,476.096,474.344,0.0012604,0.07517447123498394,0.003134335174469369,0.03915440320472666,0
STARLINK-35352,66177,53.1591,475.636,474.7,0.0011271,0.29204210915060946,0.01724312110272366,0.15464261512666655,0
STARLINK-35543,66201,53.159,476.479,473.803,0.0014195,0.12023988213326407,0.0032407235656422206,0.061740302849453144,0
STARLINK-35534,66202,53.1604,476.21,474.203,0.0014082484,0.1048973244073878,0.0038258802391465726,0.054361602323267186,0
STARLINK-35548,66203,53.1603,476.08,474.197,0.0016013,0.06195667868315077,0.000777073482089366,0.03136687608262007,0
STARLINK-35490,66204,53.1599,476.074,474.198,0.0015482,0.08939131444637169,0.003494942586336462,0.04644312851635408,0
STARLINK-35363,66178,53.1584,476.141,474.233,0.00082928,0.17374434716692636,0.011158467859018098,0.09245140751297223,0
STARLINK-35346,66179,53.1592,475.859,474.644,0.0011613905,0.13751488330770698,0.00851130544984329,0.07301309437877514,0
STARLINK-35335,66180,53.1591,475.872,474.53,0.001235,0.18021687062925137,0.010594547606948534,0.09540570911809995,0
STARLINK-35342,66181,53.1588,475.895,474.545,0.0011005,0.1224729087030886,0.00785387363214323,0.06516339116761592,0
STARLINK-35333,66182,53.1589,476.251,474.478,0.0007955665,0.028360017004548235,0.0014017260435550776,0.014880871524051657,0
STARLINK-35310,66183,53.1581,475.926,474.335,0.0016582,0.06990811651070021,0.0018973237848969012,0.03590272014779856,0
STARLINK-35317,66184,53.1587,475.936,474.511,0.00048402944,0.0524897113690474,0.00479423076744635,0.028641971068246876,0
STARLINK-35377,66185,53.1579,475.838,474.353,0.001065,0.26061004381241476,0.016101627476345998,0.13835583564438036,0
STARLINK-35365,66186,53.1575,476.517,473.829,0.0010118,0.13749953940293055,0.006303707332844242,0.0719016233678874,0
STARLINK-35350,66187,53.1576,475.564,474.673,0.0015604,0.31272914217184566,0.017405620091503635,0.16506738113167466,0
STARLINK-35041,66188,53.1595,475.86,474.583,0.0010577846,0.05865087419645178,0.003715680631731793,0.031183277414091784,0
STARLINK-34694,66189,53.1591,476.342,473.965,0.0012416,0.1504763419129103,0.0062195134717478034,0.07834792769232904,0
STARLINK-34863,66190,53.1593,475.77,474.557,0.0012005,0.08752431300397831,0.005408318614423635,0.04646631580920097,0
STARLINK-35061,66191,53.1568,475.899,474.527,0.0012514,0.06024943883805471,0.002673841348706649,0.03146164009338068,0
STARLINK-34937,66192,53.157,475.94,474.112,0.0013445,0.0850235288980252,0.0030227897547216312,0.044023159326373414,0
STARLINK-35197,66193,53.1591,476.259,474.1,0.00092732,0.08841947221921934,0.004389455310291421,0.04640446376475538,0
STARLINK-35374,66194,53.1587,475.928,474.381,0.0010225,0.06037981156823299,0.004512151820273724,0.032445981694253355,0
STARLINK-34813,66195,53.1587,475.717,474.443,0.00093455,0.08720439057706483,0.006095017510957862,0.04664970404401135,0
STARLINK-35409,66196,53.1602,475.802,474.458,0.0013367,0.08696988243335121,0.0054461559365864025,0.04620801918496881,0
STARLINK-35518,66198,53.1571,475.861,474.408,0.0013886,0.05920931411860607,0.002164460706161677,0.030686887412383873,0
STARLINK-35259,66197,53.1596,476.234,474.068,0.0011411,0.07533256039926124,0.0024110682525265736,0.03887181432589391,0
STARLINK-35509,66199,53.1596,476.009,474.394,0.001317957,0.07496966435661695,0.0035230431363887623,0.03924635374650286,0
STARLINK-35551,66200,53.1604,476.29,474.117,0.00093989135,0.17741180368606582,0.009708920096460502,0.09356036189126316,0
STARLINK-35748,66206,53.159,476.038,474.178,0.0013606,0.07628398796273352,0.0021869160936381408,0.039235452028185826,0
STARLINK-35736,66230,53.1594,476.297,474.13,0.00048879658,0.2873435797228751,0.017192482452312408,0.15226803108759376,0
STARLINK-35735,66231,53.16,475.808,474.196,0.0017953155,0.08118442151913591,0.0016756325240524198,0.041430027021594165,0
STARLINK-35753,66232,53.1567,475.817,474.435,0.0014956,0.06661064500135533,0.0025314785816054797,0.0345710617914804,0
STARLINK-35626,66233,53.1568,476.028,474.006,0.0012662,0.07203463750658212,0.0016230198078074156,0.03682882865719477,0
STARLINK-35747,66207,53.1571,476.626,473.684,0.00092693,0.14780042302643714,0.006216172348336381,0.07700829768738676,0
STARLINK-35751,66208,53.1603,476.078,474.279,0.0016785749,0.09378858137173818,0.003421236012275906,0.048604908692007044,0
STARLINK-35750,66209,53.1581,476.523,473.786,0.0014931,0.11650821758299791,0.001961426589452579,0.05923482208622524,0
STARLINK-35740,66210,53.1575,476.151,474.093,0.00088651,0.04053203247431023,0.0004995442467879697,0.0205157883605491,0
STARLINK-35723,66211,53.1548,476.095,474.211,0.000873,0.04215661042359417,0.0012381717211113023,0.02169739107235274,0
STARLINK-35710,66212,53.1569,475.771,474.522,0.0013352218,0.06918567484169706,0.003400133526996984,0.036292904184347025,0
STARLINK-34204,66213,53.1566,476.149,474.165,0.0015606,0.07043730193828711,0.00011703362028770221,0.035277167779287404,0
STARLINK-35714,66214,53.1569,476.156,474.172,0.00099216,0.04590321189543898,0.0005831742354877349,0.023243193065463356,0
