OBJECT_NAME,OBJECT_ID,EPOCH,predicted_anomaly,lof_score,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4639,2022-125H,2026-02-09T23:10:43.316832,1,-28.23191176797705,16.12775102,0.0009953,53.1955,275.8826,219.5202,140.511,0.0020089,0.02174468,0.004939
STARLINK-1978,2021-009AE,2026-02-10T02:10:40.651392,1,-24.685779286466445,16.17847461,0.0005773,53.0256,40.9775,61.5062,298.6555,0.0012692,0.0197308,0.0043444
STARLINK-1986,2021-009AL,2026-02-10T01:31:04.850112,1,-24.323117286973122,16.13201994,0.0007426,53.0238,66.9515,39.6832,320.4745,0.0018432,0.02069898,0.0042648
STARLINK-35659,2025-257F,2026-02-09T07:54:08.930592,1,-8.849817502902553,15.31082342,0.0001797,53.1605,348.5993,83.733,276.3876,-0.015328,-0.00440486,0.0
STARLINK-35122,2025-198U,2026-02-09T11:40:02.107200,1,-8.360563898793345,15.32084773,0.0001785,53.1596,41.8812,85.816,274.3046,-0.011126,-0.00334671,0.0
STARLINK-35671,2025-257N,2026-02-09T10:42:26.731872,1,-8.018680960012116,15.30535556,0.0001541,53.1614,347.9031,94.8447,265.273,-0.010005,-0.00288516,0.0
STARLINK-31271,2024-017B,2026-02-09T06:46:37.763328,1,-7.951589155961862,15.30351641,0.0001267,53.1617,336.5025,87.6906,272.424,0.015483,0.0049211,0.0
STARLINK-2363,2021-021AV,2026-02-09T20:00:01.999008,1,-7.5316241678423435,15.292403,0.0001188,53.1674,24.6765,97.2774,299.2572,0.015048,0.00460205,0.0
STARLINK-4195,2022-062AS,2026-02-09T13:26:24.388800,1,-7.162742769124707,16.1733031,0.00023964,53.211,130.3336,3.618,356.4876,0.00086968553,0.01366923,0.0014937895
STARLINK-30451,2023-146Q,2026-02-10T01:19:59.782656,1,-7.025782248386413,16.037857,0.0001767,42.9969,84.9197,264.7465,95.3213,0.002325,0.01515938,0.0013894
STARLINK-30239,2023-096B,2026-02-09T07:19:12.342144,1,-6.52557947076591,15.02530568,0.0001094,43.0002,17.7412,27.6578,332.4322,0.0001296,1.547e-05,0.0
STARLINK-2354,2021-021AL,2026-02-09T20:00:01.999008,1,-6.22846866440695,15.11332867,7e-05,53.0714,36.6292,68.3201,315.2664,0.0070499,0.00121968,0.0
STARLINK-34946,2025-190S,2026-02-09T00:21:12.978720,1,-6.225442862568456,15.29904348,0.00011016,53.1572,301.4587,291.3342,68.7541,0.016354356,0.00514298,0.0
STARLINK-34020,2025-098P,2026-02-09T07:22:46.062048,1,-6.185126145196393,14.98323443,0.0003194,70.0081,345.9197,3.6834,356.4348,-0.00033457,-4.082e-05,0.0
STARLINK-34917,2025-175S,2026-02-09T20:00:01.999008,1,-6.107845372111172,15.05648002,0.0002819,97.6035,275.2306,80.6536,171.5553,-0.0028488,-0.00040932,0.0
STARLINK-35661,2025-257H,2026-02-09T07:40:44.474016,1,-6.0532356448869304,15.31301355,0.0002082,53.1613,348.5387,80.0753,280.0483,-0.0091274,-0.00270257,0.0
STARLINK-34515,2025-142S,2026-02-09T09:05:35.317536,1,-5.832511116667748,14.98165283,0.0005248,70.0021,25.6675,262.1231,97.9332,0.0062396237,0.0007485,0.0
STARLINK-35721,2025-294S,2026-02-09T19:41:37.814784,1,-5.761803905444288,15.37612596,0.0002699,42.9989,195.7497,241.3378,118.7206,-0.010724,-0.00385229,0.0
STARLINK-5919,2023-037P,2026-02-09T09:44:09.506976,1,-5.357990755922503,14.98546197,0.00049971,70.0011,15.6461,325.1053,34.9777,0.0023104995,0.00027744,0.0
STARLINK-30102,2023-105E,2026-02-09T09:55:56.356608,1,-5.304814628259058,15.02518351,6.388e-05,42.9957,55.5954,58.9486,301.1419,-2.4393274e-05,-5.33e-06,0.0
STARLINK-33895,2025-098J,2026-02-09T18:41:46.805280,1,-5.2955034317808,14.97949684,0.0006764,70.0073,344.7621,339.0523,21.0358,-0.018338,-0.00210495,0.0
STARLINK-35964,2025-278F,2026-02-09T19:29:11.411232,1,-5.183484082164093,15.30859232,0.0002627,42.9983,256.9214,293.1863,66.8713,-0.012511,-0.0036326,0.0
STARLINK-2624,2021-038F,2026-02-08T12:34:13.886112,1,-5.126606591448566,15.06653781,0.000251,53.0545,132.5547,128.6429,231.4785,0.0076238,0.00115951,0.0
STARLINK-34407,2025-126D,2026-02-09T16:00:00.999936,1,-4.828640156850865,14.98326651,0.000329,70.0003,105.2202,275.3503,11.4155,0.0011781,0.00013991,0.0
STARLINK-3051,2021-082AD,2026-02-09T05:14:42.142848,1,-4.77686311758939,15.04467697,0.0006512,69.9999,344.2651,285.8792,74.1652,0.00032007,4.392e-05,0.0
STARLINK-1502,2020-038AL,2026-02-09T22:00:03.000096,1,-4.6738022696397135,15.37711886,0.0001408,53.0541,338.172,80.9859,240.322,0.015652,0.00631369,0.0
STARLINK-33986,2025-094G,2026-02-09T18:46:53.673888,1,-4.595580058605665,14.98757578,0.0004689,70.0029,304.7916,271.6635,88.3987,0.014298,0.0017684,0.0
STARLINK-34713,2025-157C,2026-02-09T16:00:09.684864,1,-4.592489123800163,15.31004889,0.0003019,53.16,115.8144,52.3075,307.82,-0.013555,-0.0039127,0.0
STARLINK-5982,2023-078BC,2026-02-10T02:28:33.587328,1,-4.580714182028482,16.24069302,0.0001977,69.9856,38.681,245.405,114.6967,0.00065271,0.01724335,4.2377e-06
STARLINK-2370,2021-021BC,2026-02-09T20:00:01.999008,1,-4.5508501064415805,15.1207508,8.51e-05,53.0741,36.7875,126.4658,221.0776,0.0069066,0.00121974,0.0
STARLINK-35438,2025-253AE,2026-02-09T09:56:37.651488,1,-4.516656891453672,15.27581601,7.51e-06,43.0008,11.8824,98.0089,262.0771,0.00082645704,0.00022551,0.0
STARLINK-6264,2023-061BH,2026-02-09T16:00:00.999936,1,-4.506030867133616,15.02496459,0.0001421,43.0037,323.6009,235.3703,19.8941,0.0022658,0.00030504,0.0
STARLINK-35907,2025-263P,2026-02-09T14:51:19.548000,1,-4.50473907728808,15.275933,3.14e-05,42.9975,149.421,84.9242,275.1645,0.00083221,0.00022719,0.0
STARLINK-3045,2021-082AV,2026-02-09T16:00:00.999936,1,-4.477545688922772,14.98300293,0.0002696,70.0028,345.1012,271.5428,181.1507,0.0053433,0.000642,0.0
STARLINK-2517,2021-036AK,2026-02-09T20:00:01.999008,1,-4.4768355969252,15.09922306,9e-06,53.0659,216.6545,29.6292,349.4107,0.005591,0.00092585,0.0
STARLINK-1144,2020-001V,2026-02-10T01:31:40.337184,1,-4.456487155678998,16.16294367,0.0003557,53.0289,351.7457,112.9053,247.2359,0.00084901,0.01246295,0.0011515
STARLINK-2513,2021-036AT,2026-02-09T19:13:13.616256,1,-4.455121894758049,15.07378345,0.0002016,53.0607,216.7947,57.6873,302.4312,0.0079394,0.00123285,0.0
STARLINK-35838,2025-280R,2026-02-09T20:00:01.999008,1,-4.377213296231561,14.98297864,0.0003288,70.0012,44.6022,266.9714,158.3148,0.0055402,0.00066589,0.0
STARLINK-5287,2023-010AA,2026-02-09T16:00:00.999936,1,-4.362333769172428,14.98339183,0.0003096,70.0009,95.1001,273.911,25.6543,-0.0004906,-5.943e-05,0.0
STARLINK-5261,2023-010H,2026-02-09T13:34:20.589312,1,-4.320613999588898,14.98105256,0.0001447,69.9993,95.4839,294.9799,65.121,-0.0021937,-0.00026017,0.0
STARLINK-33905,2025-094T,2026-02-08T21:26:56.552640,1,-4.266111863980845,14.98517753,0.00035037,70.0008,306.9069,275.7422,84.3338,-0.012908012,-0.00151571,0.0
STARLINK-36055,2025-280AB,2026-02-09T09:17:44.572416,1,-4.258700238397023,14.98771462,0.00035347,70.001,45.9276,249.6732,110.4047,-0.005554706,-0.00066505,0.0
STARLINK-5895,2023-037BC,2026-02-09T06:04:41.029824,1,-4.257020866970537,15.06186457,0.0005389,69.9988,333.3016,288.7817,71.2761,0.0016654,0.00024436,0.0
STARLINK-1541,2020-055AB,2026-02-09T05:20:20.700384,1,-4.209900141827235,15.06829429,0.0001535,53.0559,244.4132,107.9086,252.2071,0.0055065,0.00083685,0.0
STARLINK-6070,2023-078AM,2026-02-09T20:00:01.999008,1,-4.164064894290071,14.99188906,0.0003131,70.0012,34.666,283.5056,4.5133,0.0060783,0.00074861,0.0
STARLINK-2429,2021-018BD,2026-02-09T09:21:59.220864,1,-4.149888914870241,15.29087483,0.00024813,53.1583,16.8554,114.9423,245.1835,-0.0062630086,-0.00175455,0.0
STARLINK-2227,2021-041Y,2026-02-09T20:00:01.999008,1,-4.109818058042113,15.14834962,5.13e-05,53.0897,216.776,116.0316,251.8545,0.0031392,0.00059215,0.0
STARLINK-6060,2023-078AD,2026-02-09T20:00:01.999008,1,-4.095024973120319,14.98297405,0.000307,70.002,34.6703,267.4028,12.2234,0.0061614,0.00074145,0.0
STARLINK-5346,2023-065R,2026-02-09T07:06:44.798112,1,-4.076314845880406,15.02622449,0.0001027,43.0001,4.6238,358.222,1.8618,-0.0013579,-0.00018541,0.0
STARLINK-35837,2025-280V,2026-02-09T16:00:00.999936,1,-4.0601753305840536,14.98352956,0.0002745,70.0007,45.2005,285.8646,162.1491,-0.0038094,-0.0004528,0.0
STARLINK-3680,2022-025P,2026-02-09T15:14:59.142336,1,-4.030526507053599,15.07371681,0.0001268,53.0574,153.1592,130.9935,229.1164,0.0067432,0.00104368,0.0
STARLINK-34629,2025-150A,2026-02-09T19:27:32.954976,1,-4.002360906249868,14.98146639,0.000406,70.0026,204.6382,199.7314,160.3689,-0.010035,-0.00117303,0.0
STARLINK-4755,2022-114AK,2026-02-09T11:07:46.625376,1,-4.000719508951429,15.08829233,5.762e-05,53.2185,60.6098,154.1986,205.9035,-9.7949689e-05,-1.846e-05,0.0
STARLINK-34405,2025-142J,2026-02-09T09:23:44.634048,1,-3.9655685086193104,14.98210542,0.00030499,70.009,25.7457,192.4533,167.6551,0.0023970233,0.00028536,0.0
STARLINK-2150,2021-017T,2026-02-09T06:33:00.135936,1,-3.9213610829314214,15.29994413,0.0001767,53.159,351.2233,112.4713,247.6475,0.0070756,0.00213965,0.0
STARLINK-2401,2021-018AH,2026-02-09T11:39:53.262432,1,-3.877503621785695,15.06772428,0.00035985,53.0567,23.6914,50.5003,309.6304,0.0032354905,0.00048739,0.0
STARLINK-35856,2025-293L,2026-02-09T13:50:09.523968,1,-3.8752151593570376,14.98652278,0.0003362,70.0052,165.4748,202.6833,157.4178,-0.019305,-0.0022508,0.0
STARLINK-2439,2021-027N,2026-02-09T20:00:01.999008,1,-3.865980161209947,15.14243731,0.0001043,53.0847,281.5642,78.9118,332.2558,0.0023713,0.00043819,0.0
STARLINK-4407,2022-084H,2026-02-09T19:06:06.981696,1,-3.8561226898112766,15.79053789,8.99e-05,97.6204,124.2993,345.2248,14.8992,1.584e-06,1.31e-06,0.0
STARLINK-34036,2025-098V,2026-02-09T08:00:01.999872,1,-3.819464614273902,14.98324003,0.0002923,70.0026,346.0754,277.7226,19.1051,0.0017038131,0.00020292,0.0
STARLINK-35982,2025-280H,2026-02-09T16:00:00.999936,1,-3.7935962027536747,14.98347676,0.0003045,70.0007,45.2247,273.573,152.8193,-0.0037265,-0.00044298,0.0
STARLINK-3046,2021-082AR,2026-02-09T16:00:00.999936,1,-3.790802070975328,14.9829938,0.0002945,70.0027,345.1202,267.5149,117.6708,0.0053591,0.00064391,0.0
STARLINK-6214,2023-064AJ,2026-02-09T17:16:09.101856,1,-3.7685016007803833,15.19805422,0.0006393,69.9937,165.7158,236.1766,123.8796,0.00040413,8.576e-05,0.0
STARLINK-5890,2023-094AZ,2026-02-09T22:19:11.759808,1,-3.7575609807819985,16.08585772,0.0002979,42.9958,137.0349,212.7442,147.3255,0.00099283,0.00886225,0.00043465
STARLINK-33993,2025-098Z,2026-02-09T05:34:40.954944,1,-3.709051218611448,14.9827231,0.0002278,70.0029,346.0401,252.5859,107.5051,0.0066926,0.00080564,0.0
STARLINK-35886,2025-280T,2026-02-09T09:59:58.737120,1,-3.7048661958204447,14.98265541,0.00043271,70.0028,45.6276,287.2944,72.7742,0.00020935277,2.402e-05,0.0
STARLINK-34169,2025-101F,2026-02-09T14:46:14.226816,1,-3.680567093614049,15.27602922,1.43e-05,42.9943,156.3375,100.5142,259.5726,0.0010648,0.00029175,0.0
STARLINK-3582,2022-022X,2026-02-09T13:02:58.526016,1,-3.665187302871998,15.1529047,0.0002066,53.2139,132.9507,134.0521,226.0644,0.0013332,0.00025177,0.0
STARLINK-1112,2020-001M,2026-02-09T22:00:03.000096,1,-3.6514984590503827,15.88107537,0.0002907,53.04,24.1217,64.7438,313.2845,0.0012664,0.00367719,0.0
STARLINK-33858,2025-094X,2026-02-09T18:47:06.686592,1,-3.6417748097469946,14.98003363,0.0001074,70.0022,304.7949,269.2014,90.9022,-0.0094304,-0.00109922,0.0
STARLINK-32448,2024-229Q,2026-02-09T08:48:56.289024,1,-3.6387287170336746,15.27602533,4.588e-05,42.9923,70.3322,77.7586,282.3317,0.0013076813,0.00035923,0.0
STARLINK-2637,2021-038D,2026-02-09T20:00:01.999008,1,-3.6364152429311942,15.12837259,0.0001471,53.0788,126.5744,97.9087,183.2336,0.00088794,0.0001552,0.0
STARLINK-4190,2022-076R,2026-02-09T17:13:27.107904,1,-3.6225582803050203,15.08835496,4.66e-05,53.2142,219.6848,30.6786,329.4233,-7.2938e-05,-1.448e-05,0.0
STARLINK-3690,2022-025J,2026-02-09T14:44:41.328672,1,-3.609556758855554,15.06613184,7.68e-05,53.0542,153.0523,102.5538,257.5537,0.0047001,0.0007084,0.0
STARLINK-30185,2023-107C,2026-02-09T21:55:07.023936,1,-3.6064879439072968,16.06231116,0.0002052,42.9954,85.8632,269.5937,90.4709,0.0013459,0.01031941,0.00058582
STARLINK-2358,2021-021AQ,2026-02-09T20:00:01.999008,1,-3.5959477399387887,15.10808714,2.11e-05,53.0693,36.6422,146.3573,210.1207,0.0073938,0.00126164,0.0
STARLINK-34006,2025-094F,2026-02-09T18:34:52.855104,1,-3.59173449018797,14.98652877,0.0004601,70.0016,304.7631,277.1741,82.8895,0.0080883,0.00098615,0.0
STARLINK-30766,2023-162H,2026-02-09T16:00:00.999936,1,-3.5826121105332063,15.02503897,0.0001327,43.002,285.2927,269.9627,154.6896,0.0020426,0.00027473,0.0
STARLINK-36094,2025-281D,2026-02-09T14:52:34.595904,1,-3.5706265215389648,15.27618984,6.56e-05,42.9966,141.9062,63.5951,296.4968,0.0014497,0.00039893,0.0
STARLINK-4646,2022-107AP,2026-02-10T00:34:57.709056,1,-3.5669648357166728,16.21844415,0.0007736,53.1744,312.9847,199.1362,160.9389,0.0020027,0.04628663,1.1819e-05
STARLINK-5361,2023-090AT,2026-02-09T01:06:12.329856,1,-3.5469803510366136,15.02509925,0.00027279,42.9958,57.3398,153.3866,206.7117,-0.00021222702,-3.068e-05,0.0
STARLINK-34646,2025-150G,2026-02-09T18:39:19.359360,1,-3.537529327828968,14.98440007,0.0003478,70.0054,204.9117,214.4103,145.6831,-0.003678,-0.00043831,0.0
STARLINK-1716,2020-073C,2026-02-09T20:00:01.999008,1,-3.5213664203901103,15.56727696,2.22e-05,53.0502,336.8978,144.5385,317.1588,0.0021449,0.00158713,0.0
STARLINK-34649,2025-150J,2026-02-09T18:39:21.872736,1,-3.5133696514400583,14.98200976,0.0002753,70.003,204.9208,359.2211,0.8943,0.00030708,3.561e-05,0.0
STARLINK-31872,2024-106A,2026-02-09T17:38:56.507136,1,-3.4744062468333254,15.27577692,0.0001997,42.9956,130.7249,98.6725,261.4353,0.00042245,0.0001138,0.0
STARLINK-33877,2025-098H,2026-02-09T05:40:42.735072,1,-3.466917005344169,14.98276198,0.0001736,70.0034,346.0568,298.6748,61.4236,0.0045619,0.00054687,0.0
STARLINK-5876,2023-058E,2026-02-09T12:54:59.491584,1,-3.4396111931244078,15.05621172,7.95e-05,97.6055,43.5163,111.2764,248.8548,-0.0068291,-0.00097189,0.0
STARLINK-34003,2025-094U,2026-02-09T19:52:41.779776,1,-3.404571621430045,15.4275652,0.0003633,69.9999,280.4928,276.47,83.6068,0.0010143,0.00044595,0.0
STARLINK-6056,2023-078AY,2026-02-09T20:00:01.999008,1,-3.3027838042312765,14.98290593,0.0003149,70.0018,54.517,268.0943,31.9192,0.0042056,0.00050398,0.0
STARLINK-1605,2020-057G,2026-02-09T22:42:05.850720,1,-3.2933381121033576,16.21228088,0.0004796,53.0273,336.704,157.2868,202.8383,0.0010986,0.02405571,1.184e-05
STARLINK-1231,2020-012AL,2026-02-09T14:24:10.990944,1,-3.2818376343130877,15.18756112,0.0002201,53.0466,144.5435,334.0342,26.0541,0.00039285,7.955e-05,0.0
STARLINK-5330,2023-010P,2026-02-09T16:00:00.999936,1,-3.263498898694601,14.98330475,0.0003273,70.0009,114.9434,270.293,49.6415,0.0026643,0.00031843,0.0
STARLINK-30324,2023-122J,2026-02-07T23:50:54.570624,1,-3.2428240349886197,15.0254722,0.00021689,42.9924,256.1008,55.3785,304.7262,0.00010705773,1.243e-05,0.0
STARLINK-2234,2021-041AD,2026-02-09T20:00:01.999008,1,-3.229414065170064,15.30149933,8.92e-05,53.1573,230.3936,126.8352,311.1321,0.0011106,0.00032626,0.0
STARLINK-32932,2025-037G,2026-02-09T16:00:00.999936,1,-3.227711392226103,14.98358031,0.0003387,70.0006,65.1476,273.8877,83.7702,-0.0040712,-0.00048372,0.0
STARLINK-34012,2025-098A,2026-02-09T05:04:23.873952,1,-3.1566970192826984,14.98376454,0.0003004,70.0036,346.3847,255.4035,104.6792,-0.0037923,-0.00045106,0.0
STARLINK-2497,2021-040AD,2026-02-09T20:00:01.999008,1,-3.1272002738694105,15.10583885,6.33e-05,53.0687,306.6463,114.7146,254.3154,0.0031901,0.00053378,0.0
STARLINK-4572,2022-105AW,2026-02-09T15:06:59.337216,1,-3.124679511004892,15.19290172,0.0004121,97.6231,287.307,31.2908,328.857,0.00057352,0.00012044,0.0
STARLINK-2628,2021-038G,2026-02-09T20:00:01.999008,1,-3.1115829822802894,15.10536285,8.6e-05,53.067,126.6524,128.2929,170.005,0.0030314,0.00050622,0.0
STARLINK-32558,2024-225G,2026-02-09T18:48:50.393376,1,-3.0939598720122654,14.98455476,0.0007611,70.002,234.8683,200.1806,159.9053,0.0017588,0.00021033,0.0
STARLINK-4446,2022-099AS,2026-02-09T20:00:01.999008,1,-3.086202218940413,15.17707518,0.0001688,97.6041,163.249,71.68,78.4969,0.0037678,0.00076644,0.0
STARLINK-34379,2025-123M,2026-02-09T16:02:48.941664,1,-3.078743110485171,15.4275558,0.0004793,69.9991,240.5523,285.03,75.0351,0.000463,0.00020214,0.0
STARLINK-36441,2026-008AA,2026-02-09T20:00:01.999008,1,-3.072095271485982,15.50718698,0.0001819,42.9999,3.4193,270.6299,21.4042,-0.0086241,-0.00478937,0.0
STARLINK-4465,2022-099AH,2026-02-09T08:23:41.195040,1,-3.052593157475484,15.79061044,0.00011626,97.6408,183.9845,357.1145,3.0114,-1.51244e-06,-4.18e-06,0.0
STARLINK-2622,2021-038H,2026-02-08T12:23:37.270176,1,-3.015513496301324,15.0646281,0.00032105,53.0529,132.5847,53.0861,307.0422,0.00096914415,0.00014208,0.0
STARLINK-33976,2025-093Y,2026-02-08T16:00:29.369376,1,-3.0154006683116825,15.27595838,0.000123,42.9946,241.7596,120.881,239.2162,0.00035295,9.468e-05,0.0
STARLINK-31013,2023-191U,2026-02-08T22:54:46.245888,1,-3.011517444633842,15.03531873,5.497e-05,43.0006,261.7078,151.3194,208.7679,0.0018567516,0.00025643,0.0
STARLINK-31076,2024-005J,2026-02-09T06:34:01.968960,1,-2.9961716121665996,15.02446899,4.21e-05,43.0012,16.3152,191.7663,168.317,0.0012867,0.0001718,0.0
STARLINK-1559,2020-055BC,2026-02-09T18:22:48.125856,1,-2.9945186783670166,15.26850987,0.000168,53.0298,203.6586,242.6728,117.4099,0.0018723,0.00050044,0.0
STARLINK-36172,2025-293T,2026-02-09T20:00:01.999008,1,-2.993321949762404,14.9832814,0.0003352,70.0005,164.6902,270.3776,146.4652,0.0014814,0.00017627,0.0
STARLINK-31128,2023-211C,2026-02-08T21:46:16.710240,1,-2.9752931804258624,15.2758815,0.00016482,42.9927,247.7436,124.7628,235.3379,0.00021711241,5.719e-05,0.0
STARLINK-35496,2025-237A,2026-02-08T15:42:03.785472,1,-2.965812111068302,15.39605156,0.00011918,53.1584,174.5975,67.8104,292.3027,0.00053381821,0.00021001,0.0
STARLINK-4560,2022-105AV,2026-02-09T15:10:32.994048,1,-2.959033140116917,15.05662476,0.00018,97.6024,283.5559,28.7183,331.4143,-1.6891e-05,-3.05e-06,0.0
STARLINK-31104,2023-211F,2026-02-08T23:43:29.259840,1,-2.940402213211366,15.25907685,4.004e-05,42.9951,246.6321,119.0155,241.0736,2.2934572e-05,3.43e-06,0.0
STARLINK-1221,2020-012BB,2026-02-09T09:09:42.609888,1,-2.923829143293144,15.40847689,0.00019386,53.0671,43.6419,323.1844,36.9027,0.00043869205,0.00017912,0.0
STARLINK-2169,2021-017AG,2026-02-09T20:00:01.999008,1,-2.9106776405719237,15.10350826,0.0001912,53.0694,331.6179,98.7257,188.7544,0.002807,0.00046585,0.0
STARLINK-4346,2022-077AG,2026-02-09T09:45:39.296448,1,-2.908719432131518,15.20066769,0.00047973,97.6364,228.1674,332.2138,27.8839,0.00046695448,0.00010014,0.0
STARLINK-35090,2025-212Y,2026-02-08T11:56:47.310720,1,-2.9003039647968794,15.27616148,0.00240546,53.1584,121.3002,141.1571,219.1163,-0.086310282,-0.02147085,0.0
STARLINK-2639,2021-040J,2026-02-09T20:00:01.999008,1,-2.885894376956481,15.09445554,0.0001112,53.0614,306.6626,73.043,327.582,0.0035166,0.0005708,0.0
STARLINK-36209,2025-293V,2026-02-09T17:44:33.379872,1,-2.8765383335436923,14.9846913,0.0004837,70.0058,164.833,249.1617,110.9025,-0.0015172,-0.00018217,0.0
STARLINK-2355,2021-021AM,2026-02-09T20:00:01.999008,1,-2.8763628645455412,15.09974998,0.0001006,53.0651,36.6574,130.1277,179.8545,0.0074092,0.00123505,0.0
STARLINK-35309,2025-253E,2026-02-09T07:58:38.350848,1,-2.8691306683563167,15.27672628,0.00035906,42.9981,12.9858,76.9697,283.1555,0.0012976508,0.00035725,0.0
STARLINK-1265,2020-019AY,2026-02-09T19:28:30.307296,1,-2.862060921917254,15.29890676,0.0001549,53.1581,258.8372,107.2668,252.8503,0.0043981,0.00130955,0.0
STARLINK-3203,2021-115AP,2026-02-09T19:17:17.180448,1,-2.852752219492694,15.08864839,6.3e-05,53.2168,264.3089,114.4583,245.6474,0.00022713,3.331e-05,0.0
STARLINK-35511,2025-253AB,2026-02-09T09:49:13.393920,1,-2.84806739475899,15.27600811,0.00024743,42.9931,11.8484,52.0124,308.0951,0.00097448113,0.00026669,0.0
STARLINK-5869,2023-088P,2026-02-09T01:04:32.768544,1,-2.8445946530965496,15.02534826,0.00023047,42.9943,262.8814,40.8109,319.2905,6.814934e-05,7.17e-06,0.0
STARLINK-1723,2020-062J,2026-02-09T20:00:01.999008,1,-2.8425120617146367,15.84403752,0.0001836,53.0418,105.3289,169.941,42.7094,0.0012491,0.00300489,0.0
STARLINK-1954,2021-009H,2026-02-09T14:33:20.490624,1,-2.827598521095491,15.27872719,0.0002812,53.0576,140.7272,346.6356,13.4568,0.0014265,0.00039197,0.0
STARLINK-6121,2023-046AP,2026-02-08T23:53:06.859392,1,-2.8270508012092805,15.02537943,4.817e-05,42.9968,250.1655,40.0516,320.0361,5.3273276e-05,5.16e-06,0.0
STARLINK-34697,2025-150B,2026-02-09T19:33:20.536128,1,-2.8225124973120486,14.98376613,0.0001741,70.002,204.6426,237.2065,122.8926,0.0049551,0.00059606,0.0
STARLINK-34389,2025-126H,2026-02-09T16:00:00.999936,1,-2.8037860269642314,14.98356374,0.0003277,70.0007,105.0932,275.2859,124.0623,0.001715,0.00020444,0.0
STARLINK-5297,2022-141B,2026-02-09T14:13:17.762880,1,-2.7976419450991967,15.08863628,0.0002249,53.2173,140.3874,99.9756,260.149,-0.00038302,-6.383e-05,0.0
STARLINK-2620,2021-040AB,2026-02-09T20:00:01.999008,1,-2.794757885912307,15.09554457,9.01e-05,53.0625,306.6607,155.4001,165.7342,0.0038253,0.00062348,0.0
STARLINK-30566,2023-158D,2026-02-09T09:32:45.470400,1,-2.79299912616323,15.02425911,0.00025693,43.0,184.2242,296.6384,63.4195,-0.0083074673,-0.00110364,0.0
STARLINK-2654,2021-040AC,2026-02-09T20:00:01.999008,1,-2.7639661682416365,15.09332076,9.27e-05,53.0625,306.6631,151.4688,188.7088,0.0036566,0.00059196,0.0
STARLINK-1451,2020-035M,2026-02-09T16:04:53.306688,1,-2.7515642780889222,15.085524,0.0002016,53.0518,192.4156,170.1238,189.9792,0.0019785,0.00031095,0.0
STARLINK-35913,2025-293B,2026-02-09T20:00:01.999008,1,-2.749078508840986,14.98329155,0.0003605,70.0005,164.6912,273.9279,143.8036,0.0015477,0.00018423,0.0
STARLINK-3050,2021-082BC,2026-02-09T20:00:01.999008,1,-2.746246442581654,15.50326281,0.0003309,70.0015,340.1507,274.5618,79.497,0.0095305,0.00584211,0.0
STARLINK-31530,2024-057C,2026-02-09T20:00:01.999008,1,-2.7439018006616287,15.32079988,0.0005516,43.0012,344.3302,190.871,22.7948,0.00387,0.00124224,0.0
STARLINK-1812,2020-088E,2026-02-09T10:55:24.490848,1,-2.7274857369146153,15.13135417,0.0001955,53.0792,67.832,45.7418,314.3735,0.0021027035,0.00037593,0.0
STARLINK-3369,2022-005AQ,2026-02-09T10:10:01.524000,1,-2.72632012777611,15.1724661,0.00036982,53.2131,50.555,97.8273,262.3143,0.00061441515,0.00012082,0.0
STARLINK-1017,2019-074L,2026-02-09T02:59:14.691840,1,-2.7168252539414413,15.21735301,0.00031763,53.0473,302.9827,103.691,256.444,0.00046579887,0.00010375,0.0
STARLINK-33901,2025-094Q,2026-02-09T00:00:04.000320,1,-2.712762114136834,14.98342923,0.00031767,70.0015,306.9382,270.812,31.1186,-0.00036879759,-4.492e-05,0.0
STARLINK-5970,2023-064C,2026-02-09T20:00:01.999008,1,-2.712323401007077,14.98315822,0.0002761,70.0012,214.7351,278.9322,33.4202,0.0029378,0.00035123,0.0
STARLINK-34376,2025-123K,2026-02-09T18:34:26.729472,1,-2.706599757670993,14.98254551,0.0003177,70.0018,264.979,223.3785,136.7124,0.0034911,0.0004173,0.0
STARLINK-3266,2021-125AR,2026-02-09T06:58:03.439776,1,-2.7017805635843652,15.08872604,0.0002183,53.2201,6.6097,65.7267,294.3953,0.00028421,4.242e-05,0.0
STARLINK-1497,2020-038BD,2026-02-09T23:24:19.305216,1,-2.698463695220031,16.1972716,0.0007651,53.0173,216.3673,282.5393,77.4788,0.0010653,0.02081351,1.181e-05
STARLINK-4571,2022-105AS,2026-02-09T15:48:04.426848,1,-2.694253596124681,15.01267054,0.0001808,97.6019,282.7653,30.6829,329.4501,-4.5185e-05,-6.39e-06,0.0
STARLINK-33904,2025-094Z,2026-02-09T19:52:57.817344,1,-2.6922513180957166,14.98448717,0.0003115,70.0021,304.5533,268.6696,91.4106,-0.0049261,-0.00058563,0.0
STARLINK-33968,2025-094V,2026-02-09T19:35:12.609024,1,-2.6868774315592163,14.98284704,0.0001542,70.0026,304.9146,242.6349,117.4653,0.0065424,0.00078758,0.0
STARLINK-3137,2021-104AT,2026-02-09T05:48:19.522368,1,-2.686465818559092,15.40109029,0.0001572,53.2201,339.5827,78.038,282.0802,0.00051363,0.00020532,0.0
