OBJECT_NAME,OBJECT_ID,EPOCH,predicted_anomaly,lof_score,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1067,2019-074BL,2026-02-09T22:00:03.000096,1,-2.0049376620416486,15.52027948,0.0001638,53.0547,338.3214,100.562,246.9962,0.00073767,0.0004499,0.0
STARLINK-31822,2024-090Y,2026-02-09T16:00:00.999936,1,-2.00440852745508,15.27555102,0.0001703,43.0017,341.6318,267.5468,169.9918,0.0011127,0.00030459,0.0
STARLINK-36255,2025-299A,2026-02-09T05:15:40.383360,1,-2.002973795243791,15.40742486,0.0001436,43.002,333.1129,273.8667,86.2026,0.0020012,0.00084341,0.0
STARLINK-35694,2025-257K,2026-02-09T20:00:01.999008,1,-2.0022550287321765,15.3018568,0.0001626,53.1613,346.1835,81.4505,212.2647,0.0015915,0.00047055,0.0
STARLINK-5853,2023-083F,2026-02-08T21:12:29.518272,1,-2.0015329046497974,15.02542816,0.00010416,43.0015,238.6123,302.4823,57.5918,0.00010303007,1.189e-05,0.0
STARLINK-2609,2021-038W,2026-02-09T15:26:42.440928,1,-2.000269397328794,15.29957876,0.0002149,53.1581,115.7636,99.1574,260.967,0.0013387,0.00039202,0.0
STARLINK-1972,2021-012H,2026-02-09T10:33:06.103872,1,-1.9995941146347218,15.43416825,0.0001807,53.0545,99.0791,61.146,298.9726,0.00068878656,0.00030977,0.0
STARLINK-33848,2025-087J,2026-02-09T02:15:06.586272,1,-1.9985520065848206,15.30180433,7.985e-05,53.1598,352.2279,44.8707,315.2358,0.00073271385,0.00021391,0.0
STARLINK-32155,2024-131V,2026-02-09T15:39:14.196960,1,-1.9976133395599143,15.30198434,6.24e-05,53.1605,182.8261,21.1134,338.9893,3.6893e-05,7.34e-06,0.0
STARLINK-6226,2023-065AT,2026-02-09T06:02:27.430368,1,-1.9975284291628932,15.02536602,8.48e-05,43.0028,17.32,307.8426,52.2339,-2.0382e-05,-4.79e-06,0.0
STARLINK-3920,2022-051AR,2026-02-09T16:59:35.213280,1,-1.9968130755507079,16.08264374,0.0007582,53.194,155.7937,349.2762,10.811,0.00072512,0.00626632,0.00021121
STARLINK-2646,2021-044E,2026-02-09T20:00:01.999008,1,-1.9964087881284924,15.3018285,0.0001508,53.1583,243.3321,86.2964,145.177,0.00012727,3.41e-05,0.0
STARLINK-34608,2025-150W,2026-02-09T17:51:01.575936,1,-1.994199718201419,14.99149521,0.0007723,70.0024,204.7994,305.8537,54.1904,0.047429,0.00616218,0.0
STARLINK-36132,2025-293AB,2026-02-09T18:38:07.741536,1,-1.993895226667885,15.00614737,0.0006264,70.0007,164.9557,289.3465,70.7018,0.11143,0.01532807,0.0
STARLINK-33996,2025-098U,2026-02-09T08:00:01.999872,1,-1.9926133247520377,14.98329308,0.00029837,70.002,346.0261,275.5057,66.3467,0.0016992227,0.0002024,0.0
STARLINK-34560,2025-142E,2026-02-09T09:21:04.498560,1,-1.9923303899999922,14.95896421,0.00027312,70.0036,25.708,293.7759,66.3112,0.0013622177,0.0001521,0.0
STARLINK-3178,2022-010M,2026-02-09T09:15:51.814368,1,-1.990367822278434,15.08844332,0.00012029,53.217,46.1791,114.7444,245.3673,-0.00015801074,-2.802e-05,0.0
STARLINK-1621,2020-057L,2026-02-09T22:00:03.000096,1,-1.9877490086502072,15.66531254,0.0003969,53.0477,21.4682,118.3575,328.9264,0.0026328,0.0028967,0.0
STARLINK-35781,2025-299J,2026-02-09T04:36:55.844928,1,-1.9859255476009836,15.40701216,0.0002285,43.0018,332.905,246.3442,113.7175,0.0015423,0.00064673,0.0
STARLINK-34466,2025-244W,2026-02-09T07:13:55.665408,1,-1.98455775399816,15.3019981,0.000234,53.1609,1.7347,88.168,271.9589,-0.00022068,-6.89e-05,0.0
STARLINK-2068,2021-017A,2026-02-09T20:00:01.999008,1,-1.9831847959586846,15.29358233,0.0001717,53.1568,320.3962,79.4465,208.8659,0.00052938,0.00014951,0.0
STARLINK-6171,2023-083H,2026-02-05T22:55:41.694816,1,-1.98294534008611,15.02421421,2.88e-05,42.9999,254.487,293.1754,66.9057,0.001623,0.00021721,0.0
STARLINK-5136,2023-061AS,2026-02-09T05:03:03.834720,1,-1.9820228028050006,15.02512052,5.94e-05,43.0057,338.9528,9.5933,350.4921,-0.0001751,-2.566e-05,0.0
STARLINK-36427,2026-002AE,2026-02-08T06:25:05.944224,1,-1.9812319204006954,15.40751348,6.92e-05,42.9972,131.8894,212.9932,147.0881,0.0017095,0.00071903,0.0
STARLINK-34484,2025-126Y,2026-02-09T13:43:05.703456,1,-1.975877982841234,14.98382355,0.0002806,70.0012,105.2057,275.7331,84.3509,0.0021574,0.00025778,0.0
STARLINK-1769,2020-062BK,2026-02-10T00:04:49.216224,1,-1.9752632767644684,16.09577589,0.0007062,53.0265,33.6126,89.4621,270.7221,0.0012271,0.01145366,0.00080785
STARLINK-36256,2025-299B,2026-02-09T05:09:11.267136,1,-1.9707692209008776,15.40709904,0.0002719,42.9996,333.088,303.0695,56.99,0.0014127,0.00059189,0.0
STARLINK-4595,2022-104AR,2026-02-09T04:06:28.376928,1,-1.9691700154809282,15.08830026,0.0001343,53.2187,1.8627,64.2581,295.855,0.00010236,1.341e-05,0.0
STARLINK-5000,2022-119BB,2026-02-09T10:44:36.421728,1,-1.9630811285578258,15.08835439,0.00010372,53.2176,55.782,75.1814,284.9293,3.4695449e-05,2.64e-06,0.0
STARLINK-4336,2022-077J,2026-02-09T12:11:40.819776,1,-1.9613290913331203,15.01262694,0.00027987,97.6017,222.6179,51.7693,308.3783,1.8309683e-05,1.77e-06,0.0
STARLINK-35533,2025-259H,2026-02-09T13:52:57.137376,1,-1.9570264637472063,15.27601999,3.6e-05,42.9963,72.9668,343.9418,16.1422,0.00079356,0.00021654,0.0
STARLINK-6170,2023-090AE,2026-02-09T09:54:21.472128,1,-1.9567524102322031,15.0252647,0.00020101,43.0051,55.8088,260.9059,99.1556,-6.2939708e-05,-1.054e-05,0.0
STARLINK-4341,2022-077K,2026-02-09T12:06:20.950560,1,-1.9565104893117322,15.01260432,0.00029578,97.6021,222.632,56.175,303.9755,2.2830228e-05,2.35e-06,0.0
STARLINK-4345,2022-077G,2026-02-09T12:01:01.203168,1,-1.9546189061390926,15.01268773,0.00027598,97.6021,222.6325,29.2565,330.8814,0.00010393633,1.277e-05,0.0
STARLINK-1297,2020-019AM,2026-02-09T20:35:08.640960,1,-1.9512826749595065,15.48762659,0.0002536,53.0515,264.5118,136.1191,224.0018,0.0010285,0.0005608,0.0
STARLINK-4478,2022-101C,2026-02-09T18:00:47.130336,1,-1.9502018102072132,15.09289615,0.000102,53.2149,199.5367,55.5208,304.5881,0.0016809,0.00026898,0.0
STARLINK-32799,2025-019U,2026-02-09T08:00:01.999872,1,-1.9496524494607683,15.27587255,0.0001577,43.0002,248.9505,265.0947,185.3605,4.9684052e-05,1.106e-05,0.0
STARLINK-34932,2025-175F,2026-02-09T14:45:46.322208,1,-1.9484271082830493,15.05648183,0.0003312,97.5985,274.9492,110.1218,250.0365,9.715e-05,1.341e-05,0.0
STARLINK-30768,2023-162C,2026-02-09T01:30:54.468288,1,-1.9456956128472513,15.02534053,0.00014521,42.9981,288.6671,18.4229,341.6666,1.2173902e-05,-3.9e-07,0.0
STARLINK-2681,2021-040AP,2026-02-09T04:25:45.241824,1,-1.945659502411079,15.06411466,0.000213,53.0541,319.5851,46.9398,313.1769,0.00061529,8.898e-05,0.0
STARLINK-36154,2025-286Q,2026-02-09T16:00:00.999936,1,-1.9453607788933038,15.395771,0.0001365,53.1576,128.8329,79.7441,266.8019,0.0018619,0.00074702,0.0
STARLINK-3983,2022-052W,2026-02-09T09:33:02.215584,1,-1.9427313781250581,15.08865376,0.00012431,53.2178,36.1241,123.4923,236.6188,0.00020736317,3.016e-05,0.0
STARLINK-1672,2020-070F,2026-02-09T19:30:53.574048,1,-1.941115713989674,15.49428979,0.0002604,53.0498,272.6978,55.1936,304.9316,0.00068389,0.00037938,0.0
STARLINK-2588,2021-038AX,2026-02-09T11:46:59.080512,1,-1.940397541057516,15.13163579,0.00041415,53.0729,106.9249,21.9578,338.1591,0.0018746712,0.00033495,0.0
STARLINK-31676,2024-100R,2026-02-07T22:10:22.333440,1,-1.9388217371966916,15.27714659,0.0002223,43.0003,293.5752,202.8749,157.2004,0.00026614,7.098e-05,0.0
STARLINK-5874,2023-058AN,2026-02-09T16:26:16.587744,1,-1.9378721290847263,15.01261042,0.0001018,97.6052,42.868,90.1925,269.9416,9.9286e-05,1.217e-05,0.0
STARLINK-32200,2024-131D,2026-02-09T15:49:52.653216,1,-1.9372929788540478,15.30195596,4.82e-05,53.1599,182.8724,35.0585,325.0448,1.4777e-05,7.9e-07,0.0
STARLINK-35059,2025-194W,2026-02-09T13:18:58.697856,1,-1.935611370446977,15.00472968,0.000179,97.6041,257.4711,349.4891,10.6295,0.0004675,5.829e-05,0.0
STARLINK-4174,2022-086AL,2026-02-09T00:25:12.281664,1,-1.9349858958061703,15.08893676,0.00016731,53.2201,312.8314,144.6328,215.4776,0.00063592516,9.862e-05,0.0
STARLINK-6039,2023-058C,2026-02-09T13:03:41.262048,1,-1.9308390796684356,15.01268277,0.0003627,97.6043,42.593,77.0308,283.1321,0.00010722,1.319e-05,0.0
STARLINK-36130,2025-286G,2026-02-09T16:00:00.999936,1,-1.930597533644082,15.3957752,0.000126,53.1573,128.8312,79.5471,268.8574,0.0018435,0.00073955,0.0
STARLINK-4317,2022-077R,2026-02-09T12:14:42.162144,1,-1.93050692038821,15.01261818,0.00027205,97.6023,222.6031,72.9275,287.2247,3.3951679e-05,3.78e-06,0.0
STARLINK-5183,2022-136AK,2026-02-09T11:34:19.991712,1,-1.929945053812602,15.08840572,7.914e-05,53.2181,100.8948,64.7601,295.3473,4.5565744e-05,4.38e-06,0.0
STARLINK-2052,2021-012AU,2026-02-09T15:59:08.882592,1,-1.9292343207840745,16.00842553,0.0006382,53.0316,110.0422,354.3593,5.7364,0.0011558,0.0063485,0.00019356
STARLINK-32249,2024-144V,2026-02-09T03:24:02.642400,1,-1.929170974383424,15.30169243,0.00029486,53.1623,349.3536,137.4531,222.6698,-0.00013501428,-4.353e-05,0.0
STARLINK-5990,2023-064A,2026-02-09T13:52:16.889664,1,-1.9256303970835262,14.99823789,0.0009553,69.999,215.3956,260.1288,99.8794,0.016466,0.00210501,0.0
STARLINK-4701,2022-107AD,2026-02-09T04:56:51.614016,1,-1.9253740262521397,15.08836139,0.0001424,53.2213,21.9733,130.4753,229.6363,-3.6986e-05,-8.76e-06,0.0
STARLINK-4447,2022-099H,2026-02-09T18:59:08.746944,1,-1.9250132025434232,15.01261037,0.0001671,97.6013,162.9009,94.6161,265.5254,3.6565e-05,4.11e-06,0.0
STARLINK-2195,2021-017BC,2026-02-09T20:00:01.999008,1,-1.9245413488078849,15.18816038,0.0001444,53.1061,346.2611,111.3408,170.3327,0.0051382,0.00109603,0.0
STARLINK-30494,2023-151G,2026-02-09T05:34:32.767680,1,-1.9234042101417477,15.40696653,0.0002282,43.0103,352.8624,251.0622,108.9987,-5.3921e-07,-3.27e-06,0.0
STARLINK-35245,2025-207H,2026-02-09T15:03:31.118400,1,-1.9219912736822782,15.05617766,3.936e-05,97.6027,111.076,51.9089,308.2173,-0.00048830488,-7.093e-05,0.0
STARLINK-34277,2025-112L,2026-02-09T16:37:28.388352,1,-1.9217216702619428,15.05666224,4.58e-05,97.6045,93.8919,37.6627,322.4631,0.00024284,3.446e-05,0.0
STARLINK-36127,2025-286L,2026-02-09T14:36:16.027776,1,-1.9213381870939923,15.39626068,9.63e-05,53.1581,129.1546,77.7977,282.3136,0.0010972,0.00043747,0.0
STARLINK-36109,2025-286U,2026-02-09T17:10:16.195008,1,-1.9205659252600555,15.39649586,9.89e-05,53.1571,128.396,76.9668,283.1447,0.0012198,0.0004875,0.0
STARLINK-5552,2023-058Y,2026-02-09T13:56:59.120448,1,-1.9197322101828092,15.01261182,0.0001058,97.6037,42.6861,96.6125,263.522,1.4321e-05,1.26e-06,0.0
STARLINK-11717 [DTC],2025-111D,2026-02-09T08:00:01.999872,1,-1.9195763504557983,15.70792882,0.00015303,42.9997,144.9461,270.4713,227.2153,0.0009090222,0.00117622,0.0
STARLINK-34611,2025-157Q,2026-02-09T20:00:01.999008,1,-1.918859315404711,15.30202557,0.0001408,53.1587,115.3498,79.3807,322.0847,-0.00054583,-0.00016491,0.0
STARLINK-4377,2022-084AJ,2026-02-09T17:41:22.906752,1,-1.9186043646378117,15.01261105,0.0003173,97.6043,102.831,157.8317,202.3045,8.8195e-06,5.5e-07,0.0
STARLINK-36179,2025-299T,2026-02-09T05:02:44.597760,1,-1.9167156794590023,15.40754863,6.74e-05,43.0027,333.0398,252.6457,107.4325,0.001656,0.00069633,0.0
STARLINK-4621,2022-105AE,2026-02-09T16:09:24.600096,1,-1.9159276302132764,15.01260407,0.0003895,97.6022,282.7891,47.6118,312.5436,1.8844e-05,1.84e-06,0.0
STARLINK-36449,2026-002D,2026-02-09T20:00:01.999008,1,-1.9156835474857128,15.28588435,0.0001068,43.0002,122.5853,271.0143,269.1729,-0.01019,-0.0027885,0.0
STARLINK-33985,2025-098T,2026-02-09T05:40:27.494976,1,-1.9137060428731307,14.98347691,0.0001809,70.0039,346.0571,254.0021,106.0939,-2.0491e-05,-3.37e-06,0.0
STARLINK-36195,2025-299Y,2026-02-09T04:40:10.446240,1,-1.9124236035915412,15.40743442,0.0002338,43.001,332.9202,249.1303,110.9303,0.0018127,0.00076293,0.0
STARLINK-3210,2021-115AH,2026-02-08T20:30:10.808928,1,-1.9093713783756356,15.08838202,0.00016517,53.2184,278.6183,149.5106,210.5983,-8.1901081e-05,-1.591e-05,0.0
STARLINK-35035,2025-192D,2026-02-09T16:00:00.999936,1,-1.9093195524105273,15.39577834,0.0001243,53.1604,4.2004,97.7598,134.1004,0.0010755,0.00042801,0.0
STARLINK-36169,2025-286E,2026-02-09T20:00:01.999008,1,-1.9078246494514588,15.39605712,0.0001049,53.1578,127.8911,79.1711,190.8423,0.00010164,3.667e-05,0.0
STARLINK-3450,2022-016W,2026-02-09T10:24:46.480320,1,-1.9047899353181883,15.08836063,8.654e-05,53.2172,85.9656,91.6396,268.4695,-0.00020255166,-3.509e-05,0.0
STARLINK-30866,2023-171H,2026-02-09T11:33:26.726112,1,-1.9046402681576322,15.02638523,0.00016131,43.0025,79.1462,264.0818,95.9841,-0.0018815535,-0.00025597,0.0
STARLINK-3141,2021-104BD,2026-02-09T05:41:16.169280,1,-1.903989264702466,15.08822648,0.0001751,53.2202,346.85,41.1799,318.9325,0.00058156,8.975e-05,0.0
STARLINK-3107,2021-082AT,2026-02-09T07:06:04.759488,1,-1.9035479457546092,15.09198759,0.0009004,69.9959,0.8685,280.0955,79.9193,0.0022531,0.00035997,0.0
STARLINK-30195,2023-102C,2026-02-09T08:44:29.244768,1,-1.9013307571971214,15.02540019,0.00010452,42.9973,42.9337,210.5853,149.4929,0.00014761864,1.791e-05,0.0
STARLINK-34642,2025-157G,2026-02-09T16:18:41.304672,1,-1.9011416516354498,15.39642012,0.0001409,53.1575,115.8962,68.246,291.8695,0.0012179,0.00048664,0.0
STARLINK-1474,2020-038J,2026-02-09T17:58:37.019712,1,-1.9006172126593295,16.0270451,0.0005845,53.023,206.0721,288.5309,71.5086,0.00080221,0.00491075,0.00011999
STARLINK-30952,2023-180D,2026-02-08T22:07:32.954016,1,-1.8987642028913065,15.02532354,0.0001145,43.0028,212.6913,294.1511,65.9212,1.0419128e-05,-6.3e-07,0.0
STARLINK-36196,2025-299F,2026-02-09T04:24:02.000736,1,-1.894459011966644,15.40765147,0.0001436,43.0017,332.8326,255.9585,104.1112,0.0012902,0.00054091,0.0
STARLINK-35685,2025-299AC,2026-02-09T04:49:50.109024,1,-1.8938544181394743,15.40706749,0.0001578,43.0029,332.9708,278.0978,81.97,0.0021422,0.00090266,0.0
STARLINK-31819,2024-090J,2026-02-09T16:00:00.999936,1,-1.8890567776682672,15.28314815,0.0001682,43.0027,341.7535,224.8719,162.3976,0.0020172,0.00056947,0.0
STARLINK-34303,2025-112Y,2026-02-09T14:05:57.186816,1,-1.8879932979406022,15.0567953,4.891e-05,97.6031,93.8856,38.5151,321.6111,0.00043058852,6.162e-05,0.0
STARLINK-4374,2022-105E,2026-02-09T15:26:44.252736,1,-1.8878610917794738,15.01255306,8.3e-05,97.6027,282.745,100.6127,259.519,-0.00010289,-1.379e-05,0.0
STARLINK-36121,2025-286R,2026-02-09T11:16:25.472064,1,-1.8871891975582806,15.39604024,0.00011892,53.1587,129.7121,102.9341,257.1797,0.00044239806,0.00017327,0.0
STARLINK-34091,2025-092E,2026-02-09T04:24:12.021408,1,-1.8861807482757516,15.27605853,1.1e-05,42.9968,333.6541,189.7365,170.3484,0.0011329,0.00031069,0.0
STARLINK-6251,2023-088AR,2026-02-07T23:54:01.852992,1,-1.8860648621371265,15.02533684,2.557e-05,42.9992,255.7604,297.2522,62.8294,4.0347457e-05,3.42e-06,0.0
STARLINK-36515,2026-005AC,2026-02-08T01:58:26.629824,1,-1.885972569114022,15.502711,0.00017393,43.0,47.3312,203.823,156.255,-0.003135777,-0.00178221,0.0
STARLINK-32858,2025-029Q,2026-02-09T16:00:00.999936,1,-1.8853381072530084,15.30172062,0.0001394,53.1612,2.2834,96.9966,200.7681,0.001006,0.00029528,0.0
STARLINK-5248,2022-141T,2026-02-09T11:29:37.765248,1,-1.881558967468465,15.08839149,0.00016287,53.2173,75.5051,117.386,242.7298,-0.00011384803,-2.099e-05,0.0
STARLINK-1477,2020-038AA,2026-02-09T02:31:48.115200,1,-1.879245277755457,15.12785534,0.00015394,53.0526,342.702,63.3311,296.7839,0.0016082925,0.00028365,0.0
STARLINK-1470,2020-038AU,2026-02-09T03:07:11.455680,1,-1.8773941136654326,15.25307038,0.00021587,53.0511,306.59,111.2703,248.8525,0.00052153717,0.0001299,0.0
STARLINK-2387,2021-018V,2026-02-09T20:00:01.999008,1,-1.8758905240962516,15.17915521,0.0001713,53.1018,11.3484,111.7873,149.5322,0.0056778,0.00118181,0.0
STARLINK-31704,2024-076Y,2026-02-09T06:49:07.033152,1,-1.8738604385101927,15.29877519,0.0003956,42.9994,125.2812,349.6049,10.4721,0.00038654,0.00011164,0.0
STARLINK-6316,2023-099H,2026-02-09T10:02:40.027776,1,-1.8707964182611412,15.02539921,0.00022435,43.0075,42.616,292.9521,67.1084,2.852872e-06,-1.65e-06,0.0
STARLINK-33590,2025-123AB,2026-02-09T20:00:01.999008,1,-1.8695271191631977,14.98344141,0.0002728,70.0013,264.6356,270.5031,207.6143,-0.0020278,-0.00024213,0.0
STARLINK-4316,2022-099G,2026-02-09T07:32:00.024288,1,-1.8688535846086587,15.05642605,7.72e-05,97.6013,163.214,18.0219,342.1035,-1.2498e-05,-2.41e-06,0.0
STARLINK-3778,2022-041R,2026-02-09T18:49:31.194048,1,-1.8655599412801909,15.08836078,0.0002249,53.2163,234.3918,139.7874,220.3284,0.00014389,2.002e-05,0.0
STARLINK-1222,2020-012BC,2026-02-09T16:11:50.683488,1,-1.8652623879639996,15.47257798,0.0002029,53.0556,116.9263,20.0923,340.0163,0.00070294,0.00036126,0.0
STARLINK-36067,2025-288G,2026-02-09T16:28:51.446784,1,-1.8644128341845125,15.40766208,0.0001922,42.9961,182.5679,350.7137,9.3684,0.0011353,0.00047522,0.0
STARLINK-4383,2022-099J,2026-02-09T19:29:45.446784,1,-1.8625579155101213,15.05649123,0.0001379,97.6032,163.7746,91.622,268.5165,5.049e-05,6.68e-06,0.0
STARLINK-3851,2022-045P,2026-02-09T03:57:56.368800,1,-1.8610165743722191,15.0883366,0.00023038,53.2196,327.2367,96.97,263.1554,-2.1835779e-05,-6.36e-06,0.0
STARLINK-5074,2023-014AZ,2026-02-09T16:10:49.514880,1,-1.8597627984936096,14.98330724,0.0002338,70.0011,134.9228,269.5141,90.575,-1.0985e-05,-2.24e-06,0.0
STARLINK-30101,2023-056R,2026-02-09T07:14:43.449792,1,-1.8597096178356598,15.02524264,0.0002111,43.0046,4.5224,257.1867,102.8739,-6.5502e-05,-1.088e-05,0.0
STARLINK-30977,2023-183Y,2026-02-09T11:51:09.637056,1,-1.8595748113656743,15.02516192,0.0002054,43.0035,196.4593,310.7481,49.3183,-1.068174e-05,-3.48e-06,0.0
STARLINK-31842,2024-084U,2026-02-09T20:00:01.999008,1,-1.8591766622768577,15.27533627,0.0001336,42.9994,195.742,279.1134,15.7559,0.0026962,0.0007458,0.0
STARLINK-4360,2022-099T,2026-02-09T18:21:48.887424,1,-1.8580546045225526,15.01260939,0.0002707,97.6029,162.8939,157.6721,202.4621,5.1488e-05,6.03e-06,0.0
STARLINK-1642,2020-057AP,2026-02-09T21:42:26.003232,1,-1.8575205479116235,15.99483589,0.0006987,53.0338,12.0514,80.4056,279.7762,0.0019393,0.00983282,0.00047718
STARLINK-1043,2019-074AM,2026-02-09T01:52:45.686784,1,-1.8555979490575272,15.51735928,0.00027139,53.0544,332.3328,60.9179,299.2101,0.00051794998,0.00031066,0.0
STARLINK-34719,2025-158M,2026-02-09T14:48:54.759744,1,-1.8532779958077754,15.05645571,0.0003521,97.599,266.4439,106.2447,253.9168,0.00035133,5.012e-05,0.0
STARLINK-34424,2025-123E,2026-02-09T17:10:48.091296,1,-1.8527750087729493,14.96275422,0.000842,70.0004,265.1681,47.2364,312.9501,-0.084297,-0.00884417,0.0
STARLINK-4322,2022-077AM,2026-02-09T11:13:01.186176,1,-1.8481122490704565,15.01262362,0.00026584,97.6022,222.5779,170.893,189.2343,-3.9876422e-05,-5.71e-06,0.0
STARLINK-33882,2025-091P,2026-02-08T00:00:02.000160,1,-1.8468670308637207,15.27552184,0.00014341,43.0021,220.1807,274.1223,17.4177,0.0021066283,0.00058116,0.0
STARLINK-1484,2020-038AC,2026-02-09T22:00:03.000096,1,-1.845162524708312,15.86053988,0.0002832,53.0035,198.8084,277.9014,72.9735,0.0010119,0.00262317,0.0
STARLINK-11555 [DTC],2025-027J,2026-02-09T20:00:01.999008,1,-1.845035529181382,15.70760529,0.000181,42.9999,155.8478,280.7264,235.4235,0.00081867,0.0010559,0.0
STARLINK-35006,2025-184M,2026-02-09T14:15:53.010720,1,-1.8442913083633072,15.05643397,0.00019567,97.6035,94.9716,155.8237,204.3082,0.0001820815,2.567e-05,0.0
STARLINK-35060,2025-212T,2026-02-09T11:22:16.169664,1,-1.8420402234573832,15.39635187,0.000162,53.1569,108.1588,69.3995,290.7184,0.00075916492,0.00030102,0.0
STARLINK-3902,2022-049AN,2026-02-09T15:14:54.792960,1,-1.8399245965566202,15.08848684,0.0001223,53.2187,175.1669,117.6053,242.5063,5.2534e-05,5.49e-06,0.0
STARLINK-30174,2023-119H,2026-02-08T21:13:59.606688,1,-1.8394889727206087,15.02538846,8.787e-05,43.0023,238.0617,239.6598,120.4158,6.1480271e-05,6.27e-06,0.0
STARLINK-2471,2021-027AP,2026-02-09T20:00:01.999008,1,-1.838841318101172,15.30218885,0.0001444,53.1606,294.9592,77.7269,315.2987,-0.00054328,-0.00016424,0.0
STARLINK-35660,2025-293A,2026-02-09T15:44:22.852320,1,-1.8388145304238936,14.98412699,0.0003893,70.0008,165.3423,293.295,66.7799,0.00056477,6.667e-05,0.0
STARLINK-34015,2025-093U,2026-02-08T21:21:48.651552,1,-1.8356793665208926,15.27600525,5.513e-05,42.9979,240.873,49.5906,310.4994,0.00050990826,0.00013805,0.0
STARLINK-36623,2026-020AD,2026-02-09T20:00:01.999008,1,-1.834206433671167,15.82138188,0.0001466,42.9986,311.2997,251.9454,31.0395,-0.0010158,-0.00210511,0.0
STARLINK-6197,2023-078A,2026-02-09T10:58:48.636768,1,-1.8314733871557691,15.15657792,0.00077389,69.9921,62.95,259.9178,100.1117,-0.00022640982,-4.428e-05,0.0
STARLINK-1373,2020-025P,2026-02-09T22:00:03.000096,1,-1.830454516588489,15.45517649,0.0003618,53.0515,221.8587,216.6317,28.4345,0.0036391,0.00181248,0.0
STARLINK-5024,2022-119R,2026-02-09T20:00:01.999008,1,-1.8294719106469632,15.81104892,9.94e-05,53.2063,22.7495,103.9725,263.5912,0.00033403,0.00066444,0.0
