OBJECT_NAME,OBJECT_ID,predicted_anomaly,lof_score,ECCENTRICITY,INCLINATION,BSTAR,MEAN_MOTION
STARLINK-32839,2025-037A,1,-2.3252391274973023,0.0002728,70.0025,-0.001392,14.98308564
STARLINK-34917,2025-175S,1,-2.3230825863314886,0.0002229,97.6022,0.0034367,15.05624666
STARLINK-30158,2023-105J,1,-2.321023552283532,0.000129,42.9999,0.00089504,15.26736432
STARLINK-30157,2023-113T,1,-2.3204348529854433,0.0001133,43.0041,-0.0014479,15.26759954
STARLINK-2249,2021-041AR,1,-2.3200544103019722,7.98e-05,53.0558,-1.0062e-05,15.0639222
STARLINK-34743,2025-158F,1,-2.3128510314987354,0.0003615,97.602,0.0014508,15.05708804
STARLINK-1593,2020-057C,1,-2.3067854181241296,0.0002487,53.0436,0.00061538,15.75230651
STARLINK-35137,2025-212L,1,-2.3061136887608162,0.0001046,53.1591,0.00052301,15.31027905
STARLINK-35148,2025-221X,1,-2.298786272022563,0.0001177,53.1598,-0.00031632,15.30189985
STARLINK-35685,2025-299AC,1,-2.2921832087743406,0.0001093,43.0,-0.038239,15.29085323
STARLINK-36675,2026-022R,1,-2.2918273854831663,0.0001653,97.2837,-0.0059387,15.73985587
STARLINK-31734,2024-074A,1,-2.2887835897649658,6.983e-05,42.9997,-0.00012595146,15.27608717
STARLINK-33986,2025-094G,1,-2.288432745841537,0.0011737,70.0052,0.070352,15.00171436
STARLINK-6070,2023-078AM,1,-2.2867679798423612,0.0003345,70.0011,0.0049571,15.36130572
STARLINK-6211,2023-088M,1,-2.2808307151112794,0.0002192,43.0066,7.1806e-05,15.02535428
STARLINK-32041,2024-124V,1,-2.276516323305204,0.0002686,53.1605,0.00012208,15.30219981
STARLINK-31271,2024-017B,1,-2.276252838032096,0.0003985,53.1617,0.00034507,15.30198761
STARLINK-1807,2020-073AN,1,-2.2669146556851567,0.0003939,53.0597,0.0029315816,15.23753048
STARLINK-31061,2023-200Y,1,-2.2642183045581534,8.37e-05,42.9989,-0.00012903,15.27571795
STARLINK-33993,2025-098Z,1,-2.2641487817907513,0.0001391,70.0001,-0.0101,14.98093744
STARLINK-2199,2021-006A,1,-2.2630829714389322,0.0023876,97.4607,0.0010549,16.41294746
STARLINK-36476,2026-002K,1,-2.259669443608342,0.00056218,42.9997,0.0013580402,15.27625215
STARLINK-34958,2025-179C,1,-2.259266839902957,0.00012144,97.6024,0.0013925109,15.05665579
STARLINK-31069,2023-200U,1,-2.257052011642845,3.38e-05,42.9976,0.0064799,15.26174432
STARLINK-30487,2023-147M,1,-2.256380224691445,6.457e-05,43.0047,1.084766e-05,15.02529055
STARLINK-36344,2026-025T,1,-2.2551328839531175,7.7e-06,97.2841,0.0017126,15.75270285
STARLINK-35296,2025-218L,1,-2.2506851910600374,0.0002715,97.6026,0.0011266357,15.05686081
STARLINK-34836,2025-191W,1,-2.250613911732817,0.0003166,97.6029,0.0011827,15.05701928
STARLINK-5892,2023-037AS,1,-2.2461854298058466,0.0002762,69.9984,-0.00039827,14.98351048
STARLINK-5228,2022-141Z,1,-2.245925316567342,0.0001749,53.2165,0.0023343,15.25879645
STARLINK-2420,2021-018AW,1,-2.2458904707837952,0.0001899,53.0563,-3.5072e-05,15.0639493
STARLINK-3546,2022-016E,1,-2.2458279288945513,6.54e-05,53.2159,0.0015721,15.15359296
STARLINK-30165,2023-107A,1,-2.2442347966599963,0.00023663,43.0018,0.0049933451,15.27338715
STARLINK-31281,2024-041D,1,-2.2435335739723214,0.00034432,43.0031,-0.00058736167,15.27662771
STARLINK-5656,2023-015C,1,-2.2406567894911977,0.0003649,43.0037,0.0043361,15.03029492
STARLINK-36325,2026-034M,1,-2.2331845311671485,0.0002538,53.1584,0.0024598,15.81033292
STARLINK-3XXX,2022-010L,1,-2.229073003558877,0.0044415,53.2042,0.0,16.21472211
STARLINK-11295,2024-184E,1,-2.2278674649888957,0.00022521,53.1595,4.1874383e-05,15.6970094
STARLINK-30494,2023-151G,1,-2.2247966051886845,0.0001645,43.0044,7.2484e-05,15.28427018
STARLINK-1795,2020-073AC,1,-2.223545880324277,0.0002367,53.0412,0.00010724,15.67421805
STARLINK-3102,2021-082X,1,-2.223360711409459,0.0002885,69.9979,-0.00024367,14.98326929
STARLINK-32549,2024-222E,1,-2.2211660429470497,0.0001097,42.995,-0.0010326,15.27548542
STARLINK-34343,2025-112M,1,-2.220759827388252,0.000202,97.6027,0.0017845,15.05698789
STARLINK-34954,2025-184C,1,-2.220379098886562,0.00025585,97.6023,0.0022314411,15.057121
STARLINK-31180,2024-005E,1,-2.219920249495813,0.00013415,43.0014,0.00084084985,15.26758695
STARLINK-30838,2023-170F,1,-2.2195584905966683,0.0001085,42.9988,-0.00020899,15.27586077
STARLINK-36336,2026-035Y,1,-2.2157806883728868,0.0001794,97.2687,-0.0045926,15.81367175
STARLINK-34941,2025-176N,1,-2.21494925562133,0.0003602,53.1599,0.00079028,15.30218308
STARLINK-36349,2026-038D,1,-2.214047165387015,0.0001124,97.2753,-0.004557,15.81321941
STARLINK-35112,2025-200A,1,-2.211925265765395,0.0001153,97.6038,0.0011396,15.05638914
STARLINK-34034,2025-098X,1,-2.207962811763269,0.00020966,70.0011,0.0015375566,14.98361424
STARLINK-5179,2022-136BD,1,-2.2057576037187583,0.00011589,53.2184,0.00044278016,15.08859949
STARLINK-2163,2021-017AD,1,-2.198622045794794,0.0001192,53.1594,0.00035001,15.31048814
STARLINK-1280,2020-019AE,1,-2.1979334198918905,0.0001456,53.0428,0.00057151,15.65729536
STARLINK-32019,2024-120N,1,-2.19619390378483,0.00013191,53.1608,-0.00028862813,15.3021354
STARLINK-36263,2025-304L,1,-2.1960631304942613,0.0003668,70.001,-0.0015332,14.98343408
STARLINK-1558,2020-055J,1,-2.192782638006169,0.0001936,53.1165,0.050415,15.20691906
STARLINK-30104,2023-056Q,1,-2.1908185834915055,0.0001215,43.0031,-0.0015656,15.26748842
STARLINK-34182,2025-101V,1,-2.19081772043845,4.641e-05,42.9982,-0.00016954635,15.27566107
STARLINK-2581,2021-038BM,1,-2.183811983962976,9.8e-05,53.0555,0.00026126,15.0641332
STARLINK-4348,2022-077AJ,1,-2.182524811101985,0.0001277,97.6047,0.0032365,15.03831554
STARLINK-36291,2025-304D,1,-2.1796460684154813,0.000371,70.0008,-0.0011143,14.98332409
STARLINK-6201,2023-064AQ,1,-2.1796026328333915,0.0004087,69.9913,0.00064492,16.0999037
STARLINK-2755,2021-040BD,1,-2.1752127520613422,3.34e-05,53.1546,-0.00035753,15.29345759
STARLINK-4707,2022-107X,1,-2.174247532308468,0.0001631,53.2157,-0.00036709,15.08814541
STARLINK-5884,2023-037AV,1,-2.1661822246951323,0.00025936,69.9997,0.0025619192,14.98325632
STARLINK-32914,2025-037K,1,-2.1587579046535486,0.00014439,70.0051,-0.00096695671,14.9812118
STARLINK-35190,2025-211M,1,-2.1572070868262196,0.0001193,97.6028,0.001047,15.05693639
STARLINK-32335,2024-195S,1,-2.157177121803576,0.0014717,53.147,0.0041701,15.54957728
STARLINK-34701,2025-158X,1,-2.1546562866781716,0.0002674,97.6037,-0.0005152,15.05618888
STARLINK-35235,2025-212G,1,-2.150006142395119,0.0001302,53.1589,-0.0004510753,15.3020994
STARLINK-2509,2021-036AU,1,-2.148546640254114,0.0001926,53.121,0.049901,15.2180333
STARLINK-35361,2025-211R,1,-2.1402941940604863,6.29e-05,97.6033,0.0011009408,15.05653265
STARLINK-4684,2022-104H,1,-2.1383988963162035,0.0001389,53.2156,-0.00034693,15.08861772
STARLINK-2211,2021-017BJ,1,-2.1336844941604363,0.0001103,53.1612,0.01705,15.37477087
STARLINK-36715,2026-025Z,1,-2.132012610847906,0.0003438,97.2856,0.0010733,15.80957235
STARLINK-2171,2021-017AJ,1,-2.1317781680485135,0.0002028,53.043,0.00016072,15.7127072
STARLINK-3289,2021-125T,1,-2.1307857942124113,6.95e-05,53.2145,0.0017201,15.10309101
STARLINK-6039,2023-058C,1,-2.12525196893247,0.0001919,97.6029,0.0033784,15.05364326
STARLINK-31096,2023-200D,1,-2.120677181302847,0.0002028,43.0008,0.002087,15.23457711
STARLINK-5642,2023-014AR,1,-2.1194108520789845,0.0002399,69.9993,-0.00067583,14.98367674
STARLINK-2683,2021-040AL,1,-2.117775180912995,0.0001061,53.159,-0.00064361,15.30197225
STARLINK-31234,2024-038W,1,-2.1131102403872704,0.0001124,43.0041,-0.00025173,15.27625558
STARLINK-1664,2020-070X,1,-2.110648283728116,0.000163,53.05,0.0013624,15.38866247
STARLINK-35108,2025-216E,1,-2.1082106679622967,0.0001234,53.158,-0.00065596,15.3016346
STARLINK-3080,2021-082AH,1,-2.106819879442614,0.0002973,69.9983,-0.00022709,14.98329374
STARLINK-33721,2025-070W,1,-2.101849447076304,0.0004929,42.9965,-0.00036055,15.27574781
STARLINK-2588,2021-038AX,1,-2.095861970479489,0.0005974,53.0732,0.002189,15.15193137
STARLINK-34708,2025-165G,1,-2.0946140115285248,0.00021199,97.6013,0.0012993355,15.05645311
STARLINK-5676,2023-015R,1,-2.093223194788278,0.00012507,43.0022,-9.9505679e-05,15.02519791
STARLINK-2459,2021-027AD,1,-2.09219218000155,0.0001392,53.0757,0.051995,15.11800567
STARLINK-2049,2021-005H,1,-2.0921406222738703,0.0001667,53.0545,0.00070358,15.06414592
STARLINK-31505,2024-049G,1,-2.0914055858156617,8.54e-05,43.0045,-0.0001164,15.27602864
STARLINK-3141,2021-104BD,1,-2.0906970419444186,0.00010492,53.2152,0.00064928008,15.0888391
STARLINK-3287,2021-125S,1,-2.0861970583277265,0.0002185,53.2137,-0.00032142,15.08845971
STARLINK-30345,2023-129D,1,-2.0851286177588593,6.45e-05,43.0002,5.6897e-05,15.26743225
STARLINK-5541,2023-064AD,1,-2.0821217484810726,0.0003241,70.0,-0.00015318,14.98326532
STARLINK-35224,2025-218W,1,-2.081331858350553,0.000461,97.6035,0.0003548,15.05679527
STARLINK-2145,2021-041C,1,-2.075633553801946,0.0002082,53.0567,0.0001677,15.06419724
STARLINK-6266,2023-065AR,1,-2.075251920669417,0.0002333,43.0,9.0313e-05,15.02529184
STARLINK-6354,2023-078T,1,-2.0743052832071784,0.0002493,70.0003,-0.00022484964,14.98299524
STARLINK-5941,2023-042AD,1,-2.073075551315621,0.000209,43.0065,6.7147e-05,15.0253647
STARLINK-34664,2025-150S,1,-2.069650399533233,0.0002859,70.002,-0.0013526,14.98326362
STARLINK-30805,2023-170J,1,-2.069301891660511,4.31e-05,42.9998,0.0023031,15.27487262
STARLINK-2658,2021-040AX,1,-2.066103866991046,9.7e-05,53.1514,0.0029716,15.29176268
STARLINK-30184,2023-096W,1,-2.063925083168172,5.62e-05,42.9939,1.222e-05,15.26750354
STARLINK-3767,2022-045AX,1,-2.061159624944293,4.93e-05,53.2076,0.00081749,16.1469553
STARLINK-35091,2025-210U,1,-2.060999648974479,0.0001079,53.1576,-0.00030535,15.30181068
STARLINK-2706,2021-040BF,1,-2.060799031061852,0.0001094,53.1615,-0.00031576,15.30261896
STARLINK-36721,2026-036N,1,-2.0607669369997486,0.0009019,42.998,0.0024325,15.83610022
STARLINK-35906,2025-299L,1,-2.0596047928872547,0.0001028,42.9988,0.00092881,15.28460378
STARLINK-11230,2024-164D,1,-2.0593845450852064,4.94e-05,53.1582,-2.8188e-05,15.69702285
STARLINK-34005,2025-098K,1,-2.057734411397064,0.0003044,70.0006,0.001632,14.9831714
STARLINK-3369,2022-005AQ,1,-2.0563638931949844,0.00031415,53.2141,0.0017420852,15.19085682
STARLINK-31600,2024-057X,1,-2.0546524768860923,7.73e-05,43.0007,-0.00010208,15.27549953
STARLINK-2633,2021-040H,1,-2.0482438409564043,0.0001298,53.156,0.00054776,15.29375567
STARLINK-2418,2021-027F,1,-2.0480312135973966,0.0001335,53.0556,0.0025064,15.0665949
STARLINK-5666,2023-013U,1,-2.0476130844519957,0.0002388,43.0029,0.00022077,15.0256252
STARLINK-2377,2021-018L,1,-2.047474501250017,0.000135,53.1582,0.00019496,15.29351854
STARLINK-2413,2021-018AS,1,-2.0468437343561505,0.0001285,53.1029,0.049697,15.17717736
STARLINK-3783,2022-041X,1,-2.0464267954022577,8.74e-05,53.2157,0.00033305,15.08837471
STARLINK-31484,2024-036H,1,-2.042370204670699,1.93e-05,53.1604,2e-05,15.30188232
STARLINK-32646,2024-239G,1,-2.0390302457540335,9.74e-05,53.1578,-0.00029533,15.30157367
STARLINK-36640,2026-018M,1,-2.038678141966367,4.871e-05,97.284,0.0029891245,15.75361933
STARLINK-36188,2025-299W,1,-2.037720974002583,0.0005006,43.002,0.0023587,15.28488761
STARLINK-34514,2025-129E,1,-2.037620357215184,0.0003193,70.0028,0.0016258,14.98362024
STARLINK-36103,2025-288AC,1,-2.037507075453263,0.0001146,43.0023,-0.00082563,15.27587239
STARLINK-35065,2025-194H,1,-2.0340733162211686,0.0001906,97.5997,0.0014972,15.05646702
STARLINK-35014,2025-192AB,1,-2.0329916819276357,0.00035706,53.1596,0.001513517,15.30206614
STARLINK-35478,2025-225H,1,-2.0301299596386593,7.76e-05,53.16,-0.00023105,15.30213683
STARLINK-30881,2023-171X,1,-2.0284874272964886,0.0001441,42.9993,0.0016032,15.25582187
STARLINK-11108,2024-088E,1,-2.0228839661298172,4.963e-05,53.1575,3.1816097e-05,15.69699341
STARLINK-3342,2022-001P,1,-2.022075421404476,8.17e-05,53.2125,0.0015403,15.13660333
STARLINK-3157,2021-104F,1,-2.020172154717246,5.97e-05,53.216,0.00014307,15.08853951
STARLINK-4586,2022-104BA,1,-2.020170354214902,9.13e-05,53.2158,0.0016635,15.08894727
STARLINK-36194,2025-299AE,1,-2.016064840802763,0.000149,42.9999,0.0012066,15.28461708
STARLINK-30396,2023-151A,1,-2.0155967924452938,0.00018062,43.0007,0.0044705443,15.27277112
STARLINK-33733,2025-069C,1,-2.015135963513887,0.0001102,53.1585,-0.0005454,15.3018966
STARLINK-5599,2023-028AB,1,-2.012270185971162,0.0003316,70.0001,-0.00021837,14.98334823
STARLINK-30552,2023-153J,1,-2.011390876628361,6.3e-05,42.9994,0.00014706,15.26750774
STARLINK-33633,2025-063V,1,-2.0104994581424527,0.0013213,53.1531,0.0052265,15.65174271
STARLINK-32878,2025-024P,1,-2.0087962615532864,0.00052985,43.0018,0.00094343771,15.2761652
STARLINK-5212,2022-136AA,1,-2.00606500350148,0.00011255,53.2181,0.00059612526,15.08873743
STARLINK-31141,2024-012S,1,-2.005733318746345,0.0001159,42.9975,-0.00012429,15.27572292
STARLINK-31002,2023-186Y,1,-2.003103690137416,9.11e-05,43.0021,0.00023368,15.27589155
STARLINK-32235,2024-152V,1,-2.0029026329190964,7.87e-05,53.1597,-0.00024571,15.30201354
STARLINK-35371,2025-262AE,1,-2.0028384099691228,0.00013184,42.9981,-0.00021319124,15.27578716
STARLINK-3611,2022-017M,1,-2.0004122318967608,0.0001245,53.2167,0.00047302,15.0886048
STARLINK-31217,2024-038P,1,-2.000109655334014,4.96e-05,42.9994,0.00022823,15.28109288
STARLINK-31912,2024-084C,1,-1.9930328277760747,9.25e-05,43.0015,-0.00011145,15.27555113
STARLINK-35701,2025-299S,1,-1.9913567384829753,0.0001051,42.9993,-9.6814e-05,15.27571722
STARLINK-30985,2023-186W,1,-1.9906232093920575,0.00014134,43.0028,0.0064971479,15.27352882
STARLINK-11345,2024-220F,1,-1.988474834832569,4.54e-05,42.9998,0.0025717,15.70928572
STARLINK-36771,2026-036AA,1,-1.9872665474572528,0.0002565,42.9988,0.0010778,15.82095351
STARLINK-1123,2020-001S,1,-1.985549966450049,0.00017001,53.1523,0.00046774964,15.28232683
STARLINK-31258,2024-017D,1,-1.9847929601660972,8.26e-05,53.1589,-0.00013789,15.30204995
STARLINK-33921,2025-225AA,1,-1.983413133779782,0.000198,53.1587,-0.00033594,15.30173122
STARLINK-5995,2023-064J,1,-1.981997874764249,0.0002562,70.0012,-0.0002158,14.98342483
STARLINK-30145,2023-113B,1,-1.9805477270770069,0.0001011,43.0006,-0.00074612,15.26737185
STARLINK-2280,2021-021B,1,-1.9802456792751297,0.0001473,53.1615,-0.00018853,15.29328985
STARLINK-33690,2025-065H,1,-1.9789309977735425,0.0001089,43.0031,-0.00029858688,15.27552369
STARLINK-5314,2023-021BC,1,-1.9780600614881148,0.0016634,69.9923,0.00077082,16.35391708
STARLINK-30926,2023-183M,1,-1.9779647269987621,4.82e-05,42.9959,0.00027241,15.26751472
STARLINK-11194,2024-124E,1,-1.9755957850246542,0.000206,53.1579,0.00025325,15.69768764
STARLINK-30756,2023-162M,1,-1.9737411596433998,0.0001101,43.0009,0.0012457,15.2671548
STARLINK-3046,2021-082AR,1,-1.971428887773056,0.0001266,70.0019,-0.00018744,14.98255406
STARLINK-34709,2025-152C,1,-1.9711314906627202,0.0002152,97.6035,0.00097181,15.05644835
STARLINK-5388,2022-177AA,1,-1.9687317946644662,0.000205,43.0046,9.7565e-05,15.02540541
STARLINK-4582,2022-101AU,1,-1.9685083242247174,0.000121,53.217,-0.00031078,15.08846939
STARLINK-55,2019-029AK,1,-1.967968639912644,0.0004294,53.1,0.00062063,16.55493516
STARLINK-31368,2024-031F,1,-1.9650380941187287,0.0001045,53.1606,-0.00029354,15.30211164
STARLINK-5734,2023-020AV,1,-1.9649736784991632,0.0001256,43.0005,0.00075577,15.04768082
STARLINK-5000,2022-119BB,1,-1.9638792046333537,0.00018358,53.2173,0.00046861155,15.08906436
STARLINK-33952,2025-102AA,1,-1.9560137639326385,0.0003697,70.0012,-0.00057759,14.98329194
STARLINK-11090,2024-065B,1,-1.9540255332474614,0.0002105,53.1582,5.9399e-06,15.69705609
STARLINK-5582,2023-078L,1,-1.9530667636598367,0.0002719,70.0006,-0.00024483,14.98335757
STARLINK-30984,2023-186H,1,-1.951829484038683,0.0001553,43.0066,-0.00012833,15.27593102
STARLINK-6080,2023-046V,1,-1.9494935181761939,9.71e-05,43.0009,0.00024771,15.02537338
STARLINK-35063,2025-200J,1,-1.9472415325341685,0.0001335,97.6033,0.0027426,15.05733322
STARLINK-3089,2021-082AN,1,-1.9449945267344053,0.00026487,69.998,6.7371944e-05,14.97524018
STARLINK-2149,2021-017S,1,-1.9442085909419222,0.0007873,53.0484,0.006151,15.96092386
STARLINK-4625,2022-105AM,1,-1.9427155585262934,0.00045646,97.6018,0.00030865209,15.01292437
STARLINK-32092,2024-086U,1,-1.942140858756843,0.0001264,43.0032,-0.00016664,15.27603793
STARLINK-33946,2025-102N,1,-1.940403211566538,0.0004742,70.0026,0.052953,14.99738032
STARLINK-35898,2025-280F,1,-1.9383190994132105,0.000234,70.0029,-0.00057222373,14.98336457
STARLINK-34008,2025-102R,1,-1.9379902595333083,0.0005328,70.0012,0.059078,14.99896786
STARLINK-30146,2023-105N,1,-1.935959080362953,5.75e-05,42.9991,0.0039875,15.26490921
STARLINK-36184,2025-293U,1,-1.9350160089743145,0.0003403,70.0001,-0.00078404,14.98291186
STARLINK-2277,2021-024AF,1,-1.934612739127849,0.0005134,53.0136,0.0013701,16.4935548
STARLINK-5479,2023-021AL,1,-1.9334466136384307,0.0003266,70.0014,-0.00050395,14.97526271
STARLINK-11555,2025-027J,1,-1.9324633926648993,4.07e-05,42.9979,0.002529,15.70919411
STARLINK-11320,2024-209D,1,-1.9318314964736314,0.0002327,53.1566,0.0019896,15.69784903
STARLINK-1524,2020-055W,1,-1.9306607710514032,0.0001601,53.1589,0.0027509,15.30143264
STARLINK-35171,2025-207P,1,-1.9301641693704394,6.22e-05,97.602,0.0010038,15.05701264
STARLINK-31663,2024-076N,1,-1.9274633379522643,8.25e-05,43.0011,0.00023717,15.27561775
STARLINK-30947,2023-186A,1,-1.927341820376308,0.0001609,43.0011,0.0011611,15.26729617
STARLINK-30849,2023-171R,1,-1.9271333226836014,0.0001574,43.0016,0.0012475,15.26720583
STARLINK-1559,2020-055BC,1,-1.9228562543094931,0.0004249,53.0261,0.0020464,15.29759554
STARLINK-31575,2024-068S,1,-1.917861354658358,0.0001668,43.0049,-0.00023407,15.2761953
STARLINK-35789,2025-299M,1,-1.9161335685885035,0.0001523,43.0,0.0012688,15.28456369
STARLINK-34358,2025-123Y,1,-1.913446929670633,0.0004122,70.0018,0.0010258,14.9836528
STARLINK-31225,2024-038T,1,-1.9105971636042214,0.0001036,43.0106,-0.00024326,15.2761782
STARLINK-31156,2024-005R,1,-1.909144876012552,7.26e-05,42.9976,7.8367e-05,15.26742869
STARLINK-34972,2025-175Q,1,-1.908127426613314,0.0002823,97.601,0.00089261,15.05647296
STARLINK-30317,2023-124N,1,-1.9075998588008911,0.0001302,53.1299,0.0013695,16.11125247
STARLINK-36687,2026-025U,1,-1.9049666791245599,0.0001695,97.285,-0.0055005,15.79397511
STARLINK-33904,2025-094Z,1,-1.9040366358840448,0.0002793,70.0055,-0.00021106,14.98349744
STARLINK-31104,2023-211F,1,-1.9033600327258866,0.0004887,42.9963,0.0014012,15.31778409
STARLINK-31196,2024-019R,1,-1.9025057857552166,0.0002194,43.0026,-0.00056354,15.27642396
STARLINK-36240,2025-298B,1,-1.9017775232144207,0.0002125,70.0025,0.0013486,14.99172423
STARLINK-31662,2024-076W,1,-1.8989664884807886,5.92e-05,43.001,0.00028601,15.27551513
STARLINK-2504,2021-036BE,1,-1.8982391907113811,0.0001563,53.1519,0.0042952,15.29213887
STARLINK-32281,2024-138W,1,-1.8972153764931305,0.000226,53.161,-7.4103031e-05,15.30164386
STARLINK-5868,2023-064AM,1,-1.8949457537738847,0.0003157,69.9994,-0.00015242,14.98336259
STARLINK-33994,2025-098F,1,-1.8942979951084564,0.0002497,69.9996,0.0030166,14.98315176
STARLINK-31266,2024-041P,1,-1.8923806160835928,0.00013145,43.002,-0.00023927203,15.27624286
STARLINK-6048,2023-064M,1,-1.890855058934727,0.0003207,70.0008,0.001558,14.98315008
STARLINK-1894,2020-074F,1,-1.88951485632531,0.0002849,53.0422,0.0011291,15.81422709
STARLINK-32421,2024-191H,1,-1.888495555780334,0.0001019,43.0035,-8.4792e-05,15.27560104
STARLINK-2737,2021-044AP,1,-1.888040165947252,6.27e-05,53.0379,0.0066509,16.34372668
STARLINK-6049,2023-078AF,1,-1.8878860096730101,0.0002614,70.0005,-0.00021324,14.98348992
STARLINK-5721,2023-020BA,1,-1.887160445613309,0.00014325,43.0053,-0.00010987732,15.02535688
STARLINK-30512,2023-151N,1,-1.885419159980986,6.837e-05,43.001,0.0002898318,15.2759177
STARLINK-31796,2024-082R,1,-1.8796040254400403,0.00011664,43.0006,-0.00031536707,15.27621181
STARLINK-5765,2023-090AY,1,-1.8781487637662604,0.0003436,43.0082,0.0022119,15.02797197
STARLINK-2659,2021-040AR,1,-1.8773238424876584,0.0001927,53.1486,0.053896,15.27844743
STARLINK-36118,2025-293G,1,-1.8764179308403093,0.0003942,70.0021,-0.00043011,14.98336756
STARLINK-1434,2020-035BH,1,-1.874511762089344,0.00054525,53.0538,0.0021218769,15.26967399
STARLINK-31032,2023-192E,1,-1.874374419287257,0.0001284,53.1608,-0.00019273,15.30180618
STARLINK-30554,2023-156W,1,-1.8741652404269018,0.0001373,53.1595,-0.00022238,15.30156461
STARLINK-36061,2025-280AC,1,-1.8739619069679958,0.0001297,70.0043,9.8383e-05,14.98342964
STARLINK-36435,2026-016H,1,-1.8672580739044,6.241e-05,97.2841,0.00084190106,15.75196301
STARLINK-30252,2023-119F,1,-1.8671675032609198,5.56e-05,42.9984,0.00017441,15.26747531
STARLINK-33997,2025-098C,1,-1.8667199160833114,0.0002638,70.0001,0.0032583,14.98318318
STARLINK-30285,2023-141A,1,-1.866316564596989,9.41e-05,53.1585,-0.00024753,15.30264651
STARLINK-4117,2022-083AP,1,-1.862139356110331,0.00013604,53.2149,0.0016933382,15.08827281
STARLINK-33980,2025-098E,1,-1.8611877480944234,0.0002734,70.0001,0.0032449,14.98316859
STARLINK-1954,2021-009H,1,-1.859186495939576,0.0004549,53.0578,0.0019004,15.30985675
STARLINK-1572,2020-055AK,1,-1.8577415325215534,0.0001497,53.1577,0.00033417,15.29364687
STARLINK-11542,2025-031H,1,-1.8568528281858103,7.183e-05,42.9994,0.0026386723,15.70893623
STARLINK-35267,2025-207A,1,-1.8555136457469612,0.000176,97.6022,-0.00046058,15.05653134
STARLINK-30068,2023-067L,1,-1.8548069920751733,0.0001631,43.0,0.0012761,15.26733441
STARLINK-5293,2023-010AC,1,-1.8528718594327764,0.0002865,70.0012,-0.00014481,14.98323319
STARLINK-5850,2023-088B,1,-1.8516116275332906,0.0001458,43.0045,0.00025141,15.02544804
STARLINK-35782,2025-303V,1,-1.8497771590171825,2.97e-05,42.9998,0.00056377,15.27594887
STARLINK-30250,2023-115G,1,-1.8495810109358122,5.565e-05,42.9968,0.00018578951,15.26747484
STARLINK-30230,2023-113J,1,-1.8492311220288733,0.0001914,43.001,0.0010956,15.26662851
STARLINK-30546,2023-153N,1,-1.8485699507278455,4.96e-05,42.9978,0.00010803,15.26743341
STARLINK-1319,2020-019V,1,-1.8481651081902364,0.0002428,53.0441,0.00055541,15.65458118
STARLINK-3850,2022-045M,1,-1.844986779953036,0.0002267,53.2175,-5.2269e-05,15.08842047
STARLINK-6067,2023-078BB,1,-1.843831970121974,0.00023034,70.0,-0.00058734729,14.98372745
STARLINK-11123,2024-107D,1,-1.843232098735506,5.28e-05,53.1593,7.3638e-05,15.69695102
STARLINK-35554,2025-245F,1,-1.8414577349768393,9.935e-05,53.1575,-0.00024322987,15.30189785
STARLINK-4104,2022-083AH,1,-1.8414034722786412,0.000109,53.2163,0.00033701,15.08848799
STARLINK-36123,2025-293E,1,-1.8402669079787668,0.000194,70.0067,-0.002858,14.98288538
STARLINK-31685,2024-076Q,1,-1.8396362374850397,6.4e-05,43.0004,0.00032563,15.2753939
STARLINK-32248,2024-171V,1,-1.8394093279800328,8.131e-05,53.1591,-0.00011993859,15.3018603
STARLINK-30332,2023-129C,1,-1.8387301530534068,0.000161,43.0018,0.00025825,15.02898762
STARLINK-36578,2026-016L,1,-1.8380822585770147,0.0003615,97.284,0.0016491,15.75242906
STARLINK-31689,2024-076D,1,-1.836389174364467,8.369e-05,42.9997,0.00017428023,15.27584555
STARLINK-2440,2021-027P,1,-1.8340620903029254,0.0001594,53.1557,0.00073044,15.29337307
STARLINK-35764,2025-299H,1,-1.8322298855607488,7.95e-05,43.0001,0.00028155,15.28395865
STARLINK-3669,2022-025R,1,-1.8315478096469053,0.0001614,53.1584,0.002628,15.29998662
STARLINK-3096,2021-082B,1,-1.8296130629048055,0.0003031,70.0009,0.047122,15.34946791
STARLINK-30770,2023-162Q,1,-1.828020350978711,0.0001127,43.0,0.0012992,15.26720061
STARLINK-3542,2022-022A,1,-1.8267686336244569,0.0001059,53.2193,-0.00025811,15.08846873
STARLINK-31638,2024-071F,1,-1.8258695033121035,7.205e-05,43.0013,0.00018801147,15.27586862
STARLINK-2687,2021-040AQ,1,-1.8246308295583795,0.0001036,53.1432,0.054462,15.26725274
STARLINK-30835,2023-170P,1,-1.823967427952158,0.0001301,42.9977,0.00076152,15.26756096
STARLINK-36287,2026-025R,1,-1.8235932236712433,0.0001735,97.2837,0.0032729,15.75398047
STARLINK-3241,2021-115X,1,-1.8234279260888209,6.27e-05,53.2165,9.5322e-06,15.08837485
STARLINK-1983,2021-012L,1,-1.8218438793448897,0.0001496,53.1552,0.00057346,15.29370637
STARLINK-30579,2023-158L,1,-1.8202953791440062,0.00015107,43.003,0.0041734281,15.27438291
STARLINK-11419,2025-024E,1,-1.8179763877723096,0.0001051,42.9993,0.00047123,15.7087971
STARLINK-34950,2025-175V,1,-1.8165476722510454,0.0001618,97.6017,0.0013818,15.05658705
